,mmsi,iwrap_type_from_dataset,length_from_data_set,width,trips,signals,Speed_mean,Speed_median,Speed_min,Speed_max,Speed_std,ROT_mean,ROT_median,ROT_min,ROT_max,ROT_std
19,211223780,Support ship,28,9,624.0,1143224.0,3.575275190516511,3.6,0.1,8.9,2.4379670250469965,40.26395871860815,13.457142857142856,0.044444444444479814,309.0275641025641,71.35552860900069
20,219423000,Passenger ship,170,27,8.0,4070393.0,14.284218941032634,16.8,0.1,20.8,6.194594994221092,15.530945720192749,0.3666666666666458,2.842170943040401e-14,331.35,46.64967654868428
21,219000429,Passenger ship,141,26,15.0,4047213.0,12.42398399663087,13.7,0.1,16.5,3.7034814882467275,7.881998172494172,0.8187878787878784,2.842170943040401e-14,330.35,29.458311387528195
22,211222790,Support ship,15,4,247.0,300685.0,2.9290848107331096,0.1,0.1,18.6,5.768554890278915,19.823287609716257,6.783126934984537,7.105427357601002e-15,346.2,50.50830935284349
23,211243240,Fishing ship,26,7,304.0,106440.0,0.4869047619047619,0.1,0.1,3.0,0.9235577831257942,35.5296875,13.55,0.20000000000000284,316.4,82.97866295346265
24,211224660,Support ship,15,5,117.0,97726.0,9.475284738041001,9.5,8.5,11.0,0.45290286099685184,1.783375272070924,0.283333333333303,7.105427357601002e-15,290.8833333333334,16.97637583627135
25,211190000,Passenger ship,142,24,23.0,3845233.0,12.558676595343575,14.1,0.1,16.8,4.225302471829691,15.20961781258284,1.1100000000000136,3.552713678800501e-15,353.48272727272723,48.920879900180935
26,219022256,Support ship,20,6,1425.0,4820114.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
27,211590700,Passenger ship,25,8,2818.0,464640.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
28,211288480,Support ship,27,10,276.0,711300.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
29,211216490,Support ship,29,8,2972.0,566614.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
