,mmsi,iwrap_type_from_dataset,length_from_data_set,width,trips,signals,Speed_mean,Speed_median,Speed_min,Speed_max,Speed_std,ROT_mean,ROT_median,ROT_min,ROT_max,ROT_std
138,211559000,Fishing ship,18,5,0.0,9259.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
139,219012022,Fishing ship,7,4,22.0,2201.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
140,219013192,Fishing ship,13,5,354.0,496216.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
141,211517200,Fishing ship,19,6,17.0,31722.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
142,211158050,Passenger ship,18,8,5.0,2423.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
143,211720660,Fast ferry,28,9,3.0,21757.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
144,220317000,Fishing ship,17,6,60.0,37608.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
145,211315230,Fishing ship,12,5,,1627.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
146,211517110,Fishing ship,11,4,0.0,1202.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
147,235103465,Fast ferry,19,7,175.0,80874.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
148,211156470,Fast ferry,22,8,86.0,96122.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
149,211535070,Passenger ship,40,6,334.0,66711.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
150,211780780,Fishing ship,14,4,2.0,1416.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
151,211390480,Fishing ship,22,6,0.0,8498.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
152,231261000,Support ship,28,10,,11070.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
153,245439000,Support ship,31,12,1.0,49887.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
154,211118520,Support ship,26,7,27.0,21802.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
155,257934000,Support ship,91,22,,4350.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
156,246832000,Support ship,25,7,108.0,147705.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
157,261379000,Support ship,33,10,0.0,1571.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
158,219560000,Passenger ship,186,26,,4920.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
159,219018988,Fast ferry,10,3,3.0,2302.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
160,211548100,Fishing ship,11,4,1766.0,450163.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
161,219159000,Support ship,33,11,,7867.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
162,219015579,Support ship,22,6,11.0,67682.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
163,219003406,Support ship,15,4,2.0,54238.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
164,220124000,Support ship,33,9,2.0,32419.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
165,211538490,Support ship,53,11,2.0,14365.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
166,235103033,Fast ferry,18,6,0.0,8722.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
167,211716130,Fast ferry,26,10,0.0,4487.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
168,219000892,Support ship,27,6,298.0,144897.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
169,219305000,Support ship,36,11,0.0,17020.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
170,564104000,Support ship,49,16,1.0,8410.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
171,246376000,Support ship,31,10,0.0,10206.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
172,261000580,Support ship,35,9,28.0,140569.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
173,219850000,Support ship,137,21,,42418.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
174,245431000,Support ship,23,9,3.0,20540.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
175,235018062,Support ship,19,10,,6026.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
176,211495220,Passenger ship,26,6,,1758.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
177,219001362,Support ship,32,12,9.0,14975.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
178,246058000,Support ship,77,14,6.0,34752.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
179,219007314,Fishing ship,12,4,345.0,459140.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
180,232007444,Fast ferry,27,12,0.0,6524.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
181,305356000,Support ship,49,14,112.0,84453.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
182,219965000,Support ship,75,13,21.0,121711.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
183,273370020,Fishing ship,69,13,,7608.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
184,211205950,Passenger ship,37,7,10.0,12139.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
185,211410690,Fishing ship,50,10,,2562.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
186,236111849,Support ship,24,10,0.0,14359.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
187,219018969,Support ship,28,10,176.0,39297.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
188,211260260,Support ship,31,11,21.0,81603.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
189,219018007,Fast ferry,24,10,0.0,41689.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
190,245168000,Support ship,30,9,2.0,16380.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
191,219011021,Support ship,16,6,0.0,64181.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
192,219001262,Support ship,33,8,2.0,18762.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
193,245932000,Support ship,33,13,1.0,10512.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
194,311794000,Passenger ship,158,24,,8530.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
195,211222890,Support ship,55,25,5.0,9323.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
196,211366340,Support ship,33,10,0.0,11060.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
197,220026000,Fishing ship,88,17,,36081.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
198,218767000,Support ship,32,8,26.0,50559.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
199,211207100,Support ship,32,10,41.0,32495.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
200,219018833,Support ship,30,8,0.0,25429.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
201,228056800,Support ship,34,13,1.0,6505.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
202,211542610,Fishing ship,29,8,23.0,33818.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
203,219007572,Support ship,27,7,481.0,214735.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
204,261001060,Support ship,36,9,8.0,80277.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
205,261001070,Support ship,35,9,2.0,28194.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
206,211471230,Support ship,25,13,1.0,4957.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
207,576909000,Support ship,35,11,0.0,30741.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
208,218375000,Support ship,32,12,1.0,7002.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
209,235108597,Fast ferry,17,4,1875.0,269557.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
210,219849000,Support ship,130,20,,112893.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
211,245489000,Support ship,24,9,0.0,12077.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
212,219339000,Support ship,31,9,1.0,26571.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
213,211755650,Fishing ship,49,10,1.0,10844.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
214,304011027,Support ship,90,12,2.0,9533.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
215,245404000,Support ship,27,9,1.0,9950.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
216,244890853,Support ship,24,8,7.0,37674.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
217,218197000,Support ship,34,12,7.0,25603.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
218,253248000,Support ship,143,28,2.0,14672.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
219,219024411,Fishing ship,15,7,,8809.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
220,308784000,Passenger ship,205,26,24.0,57967.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
221,244180240,Support ship,142,24,0.0,4848.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
222,211328570,Support ship,23,7,4.0,4112.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
223,253114000,Support ship,129,24,1.0,4417.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
224,355012000,Support ship,49,10,0.0,4965.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
225,218140000,Fishing ship,16,5,,11592.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
226,219679000,Support ship,33,10,0.0,2390.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
227,211226920,Passenger ship,21,6,11.0,47536.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
228,219014141,Fast ferry,20,6,5.0,14627.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
229,211629000,Support ship,81,15,0.0,9664.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
230,235100957,Support ship,27,9,0.0,4495.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
231,244730483,Support ship,52,9,8.0,3083.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
232,211533730,Support ship,17,6,487.0,514479.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
233,220251000,Support ship,31,6,169.0,247133.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
234,219001619,Support ship,15,6,0.0,8153.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
235,246848000,Support ship,28,10,,4436.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
236,211378190,Passenger ship,54,10,29.0,71785.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
237,244150566,Support ship,26,10,1.0,6729.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
238,220275000,Support ship,20,4,46.0,33161.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
239,220345000,Fishing ship,17,6,227.0,169426.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
240,219000897,Fishing ship,17,7,,34891.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
241,219004896,Support ship,22,6,133.0,99926.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
242,244830668,Fast ferry,26,10,3.0,9914.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
243,219007829,Fishing ship,10,4,91.0,23989.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
244,248787000,Support ship,75,18,,4884.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
245,244870072,Support ship,143,21,,8887.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
246,256878000,Passenger ship,165,22,,4405.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
247,276006620,Support ship,15,5,,2480.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
248,261269000,Support ship,30,10,,10228.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
249,235066258,Fast ferry,20,7,7.0,7208.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
250,308785000,Passenger ship,218,28,19.0,28267.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
251,258099000,Fishing ship,47,7,,1508.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
252,219799000,Fishing ship,19,5,4.0,144708.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
253,211106650,Support ship,21,6,0.0,5337.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
254,211440360,Passenger ship,29,10,1331.0,192161.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
255,205695000,Support ship,74,17,1.0,4519.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
256,205340000,Support ship,75,18,1.0,3952.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
257,205694000,Support ship,76,16,1.0,3940.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
258,205642000,Support ship,67,16,,3722.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
259,219009244,Fishing ship,14,5,189.0,137976.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
260,211216480,Support ship,28,9,45.0,47926.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
261,244630644,Support ship,32,9,1.0,2366.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
262,219006205,Fishing ship,9,4,243.0,18460.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
263,235090202,Support ship,25,9,,3569.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
264,246526000,Support ship,25,10,0.0,20133.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
265,219939000,Support ship,138,22,1.0,44882.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
266,246172000,Support ship,31,11,0.0,5487.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
267,246713000,Support ship,27,11,0.0,5234.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
268,235114048,Fast ferry,26,9,1.0,11345.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
269,219013178,Fishing ship,17,6,25.0,55293.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
270,219005583,Fishing ship,18,6,,1064.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
271,244090107,Support ship,40,15,7.0,36039.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
272,205708000,Support ship,116,26,0.0,5037.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
273,219633000,Fishing ship,28,7,0.0,144852.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
274,219421000,Fishing ship,14,4,50.0,78185.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
275,311753000,Support ship,82,16,1.0,5838.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
276,231262000,Support ship,28,8,0.0,6585.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
277,219003541,Passenger ship,30,8,0.0,1054.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
278,253311000,Support ship,100,20,2.0,10010.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
279,261535000,Support ship,35,11,3.0,17414.0,19.240234933605723,22.5,0.1,25.0,7.025173141115252,10.812764216669699,0.9996296296296308,1.4210854715202004e-14,252.82982456140348,32.01071092255747
