,mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,Speed_mean,Speed_std,Speed_median,Speed_max,Speed_min,Speed_mode,ROT_mean,ROT_std,ROT_median,ROT_max,ROT_min
534,215211000,8712166,0,KEY FIGHTER,,Oil products tanker,Tanker,,,104,-1,-1,-1,-1,-1,17,80,24,8,9,0,13.647188840499036,2.1047212486563893,14.2,15.8,0.0,14.0,0.0,0.0,0.0,0.0,0.0
535,246271000,9191656,0,DUTCH AQUAMARINE,,Oil products tanker,Tanker,,,118,-1,-1,-1,-1,-1,18,8,110,9,9,0,12.416011548833392,3.1259101352499865,13.3,16.1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
536,255804280,9473092,0,HARBOUR FEATURE,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,126,18,12,11,0,11.487704421562693,1.5318707084416412,11.6,13.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0
537,248475000,9438248,0,GURONI,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,19,99,18,14,5,0,11.134790123456789,1.2995722904895226,11.3,12.9,2.7,11.0,0.0,0.0,0.0,0.0,0.0
538,249997000,9779965,0,KYRAKATINGO,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,203,47,25,19,0,11.42428801586318,2.305524762871644,12.1,15.1,4.4,13.0,-0.059573677035568214,3.531804676919197,0.0,27.9,-30.2
539,538008197,9282493,0,TARTAN,,Oil products tanker,Tanker,,,251,-1,-1,-1,-1,-1,44,211,40,24,20,0,11.862969370641716,1.8895679951742232,12.1,16.3,5.0,12.0,-0.02530496954717981,3.094196007800936,0.0,27.9,-40.2
540,636017797,9379143,0,MAGIC WAND,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,20,12,0,11.198066013408972,0.7701577901262676,11.1,12.3,8.8,11.0,0.24051057246003096,2.7215513652421506,0.0,19.7,-19.7
541,240176000,9255684,0,MINERVA ZOE,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,42,204,40,28,14,0,11.410555190444894,2.4018841241351265,12.0,15.8,2.5,12.0,0.0,0.0,0.0,0.0,0.0
542,477274100,9540821,0,UNIQUE GUARDIAN,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,20,12,0,10.549625613219726,0.8162923190178841,10.6,11.5,5.8,11.0,0.0,0.0,0.0,0.0,0.0
543,255805934,9100114,0,SUELLBERG,,Oil products tanker,Tanker,,,90,-1,-1,-1,-1,-1,12,80,10,6,6,0,3.547793668416316,3.48389152378163,2.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,309998000,9275335,0,ARCTIC VOYAGER,,Oil products tanker,Tanker,,,290,-1,-1,-1,-1,-1,48,226,64,20,28,0,13.971491566530702,2.3566224425568394,14.5,17.4,4.9,16.0,0.0,0.0,0.0,0.0,0.0
545,257555000,9356622,0,EKFJORD,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,14,9,0,11.271542407591395,1.937260754804843,11.7,14.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0
546,249549000,9297553,0,MONTEGO,,Oil products tanker,Tanker,,,246,-1,-1,-1,-1,-1,42,203,43,26,16,0,11.032081330427255,2.2143757335287275,12.0,14.2,3.3,12.0,0.2013734213119159,2.5589393919386407,0.0,27.9,-30.2
547,236501000,9407988,0,STEN BERGEN,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,8,15,0,11.442861816992039,2.2060162932757663,11.9,14.6,0.0,12.0,0.07582433562365942,4.010840230027006,0.0,45.7,-42.9
548,249855000,9777931,0,RYMAN,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,18,26,0,10.378305327601927,2.0289998780886367,10.8,14.6,3.8,12.0,0.2388215882940385,3.646603537292592,0.0,30.2,-30.2
549,538008233,9297357,0,ANDROKLIS,,Oil products tanker,Tanker,,,252,-1,-1,-1,-1,-1,44,215,37,22,22,0,11.455476522085155,1.8863033765910893,12.0,14.4,2.5,12.0,0.08632610425785914,3.7847725638404,0.0,32.5,-32.5
550,538003863,9229386,0,NORDIC PASSAT,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,50,229,45,29,21,0,10.533581551765556,2.4681546667975236,11.5,15.6,5.8,12.0,0.0,0.0,0.0,0.0,0.0
551,636012381,9299680,0,NS CHALLENGER,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,44,203,41,15,29,0,12.536150568181816,2.238365064031459,13.2,15.8,3.4,14.0,-0.17476325757575756,2.4914652356678846,0.0,21.6,-19.7
552,538007090,9474151,0,WESTMINSTER,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,102,26,15,5,0,10.487681011625536,3.026899528128877,11.6,12.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0
553,273376900,9735139,0,MIDVOLGA 2,,Oil products tanker,Tanker,,,140,-1,-1,-1,-1,-1,16,118,22,8,8,0,8.5353395367254,0.6874982473705137,8.5,9.5,0.9,9.0,0.0021777865769154734,4.296711983618154,0.0,35.0,-35.0
554,220556000,9302126,0,TORM TEVERE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,27,149,34,8,19,0,12.494144041371966,1.9487791967140344,12.9,15.1,2.2,14.0,0.18214312875503846,3.7611824342782163,0.0,37.5,-42.9
555,249081000,9255799,0,SCOT HAMBURG,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,103,14,9,9,0,11.4911084043849,3.4060333488529606,11.5,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
556,258751000,9358931,0,STEN HIDRA,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,11,12,0,11.309687658710006,1.8967943522919741,11.6,13.8,0.0,12.0,0.15108557643473844,5.587474208987636,0.0,71.4,-78.7
557,249498000,9447055,0,MANAS,,Oil products tanker,Tanker,,,132,-1,-1,-1,-1,-1,19,115,17,12,7,0,12.553046198571696,2.1311570443058203,12.9,15.8,0.0,13.0,0.045042027428426966,6.724380304191773,0.0,51.6,-54.7
558,538005785,9727572,0,NAVIG8 ALABASTER,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,22,5,0,11.32583470169677,0.6756654017012196,11.3,12.7,0.0,11.0,0.0,0.0,0.0,0.0,0.0
559,371179000,9310812,0,HIGH GLOW,,Oil products tanker,Tanker,,,180,-1,-1,-1,-1,-1,33,145,35,21,12,0,12.304191687271869,3.0800176249398823,13.2,15.6,2.8,15.0,0.0,0.0,0.0,0.0,0.0
560,255623000,9260407,0,AMARANT,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,17,94,25,14,3,0,10.721249064271204,4.210930491054381,12.4,17.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
561,229879000,9464376,0,BALTIC SWIFT,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,147,37,22,5,0,11.515642122945245,1.7138457087088044,11.8,14.7,0.0,12.0,0.0,0.0,0.0,0.0,0.0
562,248372000,9787912,0,FLAVIN,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,212,38,31,13,0,11.153260869565218,1.4520105476261145,11.6,12.9,8.3,12.0,0.43783138918345693,2.7715727202461613,0.0,12.9,-10.0
563,256757000,9722613,0,HELLAS AVATAR,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,24,8,0,12.515885681125779,0.9774256212319338,12.6,14.7,6.5,12.0,0.0003820300788239156,3.1567777124426053,0.0,30.2,-32.5
564,308241000,7814254,0,WEST STREAM,,Oil products tanker,Tanker,,,80,-1,-1,-1,-1,-1,13,70,10,10,3,0,12.541314379279545,2.4250184087340583,13.1,15.9,0.0,13.0,0.0,0.0,0.0,0.0,0.0
565,257090000,9797814,0,STEN TOR,,Oil products tanker,Tanker,,,156,-1,-1,-1,-1,-1,24,126,30,11,13,0,11.257156170296252,0.6677684105310677,11.4,14.0,0.0,12.0,0.1807157805244916,4.566631542082343,0.0,51.6,-40.2
566,538004934,9607954,0,SEAWAYS REDWOOD,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,208,42,13,31,0,10.486393337604099,1.293009185593993,10.3,12.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0
567,565497000,9726475,0,TORM TROILUS,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,24,8,0,10.322229011365025,1.4457511372541805,10.7,13.0,4.7,11.0,0.08588537211291708,4.2521951390340975,0.0,23.6,-40.2
568,218681000,9466738,0,SLOMAN HERMES,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,23,120,25,11,12,0,8.284873613747626,3.4205223297189065,9.6,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
569,310709000,9404900,0,SICHEM MONTREAL,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,100,28,10,10,0,9.890299980264457,3.7630003148538864,11.9,13.7,0.0,12.0,0.0,0.0,0.0,0.0,0.0
570,211439110,0,0,EILTANK 27,,Oil products tanker,Tanker,,,86,-1,-1,-1,-1,-1,10,71,15,5,5,0,0.452198093220339,1.832069127055962,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,563229000,9274678,0,MAERSK ELLIOT,,Oil products tanker,Tanker,,,186,-1,-1,-1,-1,-1,32,156,30,22,10,0,11.926466367713006,2.099405473732794,12.1,15.6,0.5,13.0,0.0,0.0,0.0,0.0,0.0
572,273435910,9194012,0,LAGORTA,,Oil products tanker,Tanker,,,158,-1,-1,-1,-1,-1,24,124,34,10,14,0,12.229913510289292,0.5166874233731185,12.2,14.1,11.2,12.0,0.0,0.0,0.0,0.0,0.0
573,538005321,9439773,0,RIDGEBURY CINDY A,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,11,21,0,11.692864215868301,2.592110606877132,12.1,15.9,0.0,13.0,0.07971283574699839,3.598914908260584,0.0,21.6,-35.0
574,538002775,9323340,0,TARGALE,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,168,27,25,7,0,11.302194248758516,1.752709141167396,11.9,13.9,0.0,12.0,0.16870693305616508,4.997431631177699,0.0,35.0,-37.5
575,538002922,9337743,0,AL HAMLA,,Oil products tanker,Tanker,,,315,-1,-1,-1,-1,-1,50,260,55,33,17,0,15.961437103042947,1.616876668318724,16.5,17.6,7.9,17.0,0.0,0.0,0.0,0.0,0.0
576,215871000,9261401,0,BALTIC WIND,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,28,154,29,14,14,0,12.240244585987261,1.5416738889537052,12.2,16.6,7.0,12.0,0.0,0.0,0.0,0.0,0.0
577,636017490,9486178,0,CHEM LYRA,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,24,130,14,12,12,0,9.81026859995246,2.7777384412568407,10.6,14.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0
578,249857000,9776755,0,WAIKIKI,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,19,25,0,10.904891849704537,1.3888868174864029,11.2,13.2,4.7,12.0,0.2683158657598394,4.312621052043141,0.0,30.2,-30.2
579,419001223,9568184,0,JAG LEELA,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,42,204,40,29,13,0,10.981611088239331,0.6897942229194942,11.1,12.5,8.9,11.0,0.0,0.0,0.0,0.0,0.0
580,636019062,9265861,0,JOHNNY TRAVELLER,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,167,16,16,16,0,10.45960955907102,0.7850996949472319,10.7,11.7,7.1,11.0,0.0,0.0,0.0,0.0,0.0
581,248964000,9528031,0,SAGA,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,208,41,27,17,0,11.217833352810564,2.0132322504482945,10.6,14.9,6.7,10.0,-0.01579992988196795,3.129085153116025,0.0,23.6,-30.2
582,636017653,9397535,0,SCF IRTYSH,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,21,11,0,12.447000442739078,1.407694869568768,12.6,15.9,6.4,13.0,0.0,0.0,0.0,0.0,0.0
583,244089000,9229063,0,THUN GALAXY,,Oil products tanker,Tanker,,,115,-1,-1,-1,-1,-1,15,100,15,5,10,0,8.60186286513906,3.1769658594572805,10.0,12.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0
584,235113762,9724570,0,BRITISH ALTUS,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,23,9,0,11.718474374255068,2.06866796009206,11.9,14.6,0.0,12.0,0.13179711296517016,3.9068046514417327,0.0,23.6,-32.5
585,538090269,9246449,0,MT PORT MOODY,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,32,146,35,9,23,0,12.532943925233646,0.7263063171055982,12.7,13.7,8.5,13.0,0.0,0.0,0.0,0.0,0.0
586,236647000,9402677,0,ORALYNN,,Oil products tanker,Tanker,,,103,-1,-1,-1,-1,-1,16,83,20,4,12,0,9.88187140405774,3.1267473746565932,10.7,13.4,0.0,11.0,0.0,0.0,0.0,0.0,0.0
587,563411000,9465978,0,TORM ASLAUG,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,143,40,10,22,0,12.195668789808916,1.6237660015831086,12.8,13.8,7.5,13.0,0.0,0.0,0.0,0.0,0.0
588,636014311,9422457,0,SCF BAIKAL,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,229,45,15,33,0,12.08201617250674,2.9138670394013686,12.8,15.3,4.3,14.0,0.0,0.0,0.0,0.0,0.0
589,219014000,9392482,0,TORM LOUISE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,154,29,26,6,0,11.259727565113199,3.275232542940364,11.8,14.7,0.0,12.0,0.0,0.0,0.0,0.0,0.0
590,266421000,9428073,0,SOLANDO,,Oil products tanker,Tanker,,,150,-1,-1,-1,-1,-1,24,127,23,6,18,0,11.032645490377927,1.814109740054507,11.7,13.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0
591,258692000,9321677,0,KRONVIKEN,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,209,41,18,26,0,11.458663689827926,1.5549551470322749,11.9,13.6,0.6,12.0,0.0,0.0,0.0,0.0,0.0
592,636016315,9425497,0,PERSEUS N,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,17,10,0,11.933765659543115,0.7272304547702354,12.0,13.0,7.7,12.0,0.0,0.0,0.0,0.0,0.0
593,256431000,9323986,0,MINERVA INDIANA,,Oil products tanker,Tanker,,,239,-1,-1,-1,-1,-1,42,203,36,25,17,0,11.52976515565265,0.5374262615698344,11.7,12.3,8.5,12.0,0.23459858001092304,2.274953368109455,0.0,17.9,-12.9
594,211809000,9330185,0,JANA,,Oil products tanker,Tanker,,,70,-1,-1,-1,-1,-1,12,50,20,5,7,0,8.251090792177036,3.4327252549853142,9.6,13.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
595,636091197,9330355,0,AMALIA,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,40,188,41,20,20,0,7.441400832177532,3.994001343033833,8.7,12.5,0.0,12.0,0.1156726768377254,4.3799431573632255,0.0,25.7,-32.5
596,241372000,9723291,0,MINERVA TYCHI,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,150,34,22,6,0,12.846623716667814,1.2979909490630352,13.2,15.2,4.0,13.0,0.0,0.0,0.0,0.0,0.0
597,538001820,9248423,0,NORDIC APOLLO,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,236,38,29,19,0,13.695863935059911,1.3698933866408352,13.6,15.5,8.0,15.0,0.0,0.0,0.0,0.0,0.0
598,240547000,9305611,0,PROMITHEAS,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,204,45,20,24,0,10.431808256959807,5.17080413661142,12.7,17.0,0.0,13.0,-0.03705432815238314,2.1746623774374783,0.0,23.6,-35.0
599,241344000,9358503,0,EVIAPETROL V,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,17,99,21,9,8,0,9.439310193160576,3.7436153526086016,10.3,15.0,0.0,12.0,-0.2711890188029175,9.38153356927117,0.0,78.7,-75.0
600,215781000,9288746,0,SEABORN,,Oil products tanker,Tanker,,,243,-1,-1,-1,-1,-1,42,204,39,20,22,0,11.809739454094293,2.194808298141528,12.3,15.7,4.7,13.0,0.0,0.0,0.0,0.0,0.0
601,538002773,9323376,0,PILTENE,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,166,29,12,20,0,11.408173789017502,2.4397843847919316,12.1,14.0,0.0,13.0,0.11171210708212193,5.940231854077992,0.0,30.2,-27.9
602,309541000,9339636,0,TANKER SPIRIT,,Oil products tanker,Tanker,,,171,-1,-1,-1,-1,-1,28,138,33,19,9,0,13.36066622251832,1.4906160213994033,13.7,15.7,0.0,14.0,0.3150699533644237,3.892332027526676,0.0,35.0,-32.5
603,304414000,9131101,0,JOTAGAS,,Oil products tanker,Tanker,,,114,-1,-1,-1,-1,-1,16,93,21,8,8,0,10.91783930467613,2.9610378495321448,11.8,14.3,0.0,12.0,0.018869705431234517,6.4991202422604335,0.0,45.7,-45.7
604,642122013,9386861,0,MAETIGA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,8,24,0,12.014397539837852,1.0935759803012923,12.1,14.1,7.2,12.0,0.0,0.0,0.0,0.0,0.0
605,249207000,9305180,0,PATALYA,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,113,31,12,11,0,9.7896517007455,3.470821563576393,11.0,14.6,0.0,12.0,0.0015701033151952302,4.583402195115532,0.0,45.7,-48.6
606,248944000,9274800,0,SEATRUST,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,215,34,23,21,0,12.070184277066893,1.9413457401269196,12.6,16.4,6.3,13.0,0.0,0.0,0.0,0.0,0.0
607,538007035,9776470,0,STENAWECO ELEGANCE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,24,8,0,11.757224179994578,3.2802558782495064,13.1,14.1,1.6,13.0,0.3087286527514232,2.960238993097194,0.0,23.6,-16.1
608,256392000,9694361,0,QUARTZ,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,8,24,0,12.084030868022307,1.53304524883129,12.3,14.9,4.0,12.0,0.0,0.0,0.0,0.0,0.0
609,636092701,9365269,0,RHL FLENSBURG,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,104,13,16,2,0,13.43029705573081,1.5374483430261687,14.3,15.4,6.5,15.0,0.11473449001051528,7.605804746538664,0.0,54.7,-51.6
610,240715000,9332157,0,MINERVA GEORGIA,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,50,226,48,21,29,0,12.10134713733317,2.4913794849217217,11.9,15.5,5.6,12.0,0.1013845578146439,2.3228297941134626,0.0,30.2,-14.5
611,240069000,9249099,0,ELKA ARISTOTLE,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,42,194,35,21,21,0,12.018836739843554,1.5105625030686889,12.2,15.8,6.6,12.0,0.0,0.0,0.0,0.0,0.0
612,477612300,9474539,0,MARIANNE,,Oil products tanker,Tanker,,,98,-1,-1,-1,-1,-1,17,75,23,5,12,0,8.23624778761062,3.123998322553343,9.1,12.9,0.0,7.0,0.0,0.0,0.0,0.0,0.0
613,220555000,9318333,0,TORM THAMES,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,32,150,34,16,16,0,12.620422189494354,1.5881834740800247,12.8,16.3,3.6,13.0,0.0,0.0,0.0,0.0,0.0
614,232012089,9351414,0,HELLESPONT PRIDE,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,31,201,27,16,15,0,11.616935263589182,0.849662423106816,11.8,12.5,6.4,12.0,0.0,0.0,0.0,0.0,0.0
615,319161000,9322839,0,MINERVA ATLANTICA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,212,38,24,20,0,11.692454364720767,1.4181817346239391,12.1,14.9,7.7,12.0,0.0,0.0,0.0,0.0,0.0
616,271002559,9411927,0,ALANGOVA,,Oil products tanker,Tanker,,,125,-1,-1,-1,-1,-1,20,105,20,12,8,0,11.563732193732193,2.378858654667713,12.0,13.7,0.0,12.0,0.0,0.0,0.0,0.0,0.0
617,249437000,9447043,0,HULIN,,Oil products tanker,Tanker,,,132,-1,-1,-1,-1,-1,19,66,66,10,9,0,10.385778689708983,3.841014392954933,11.9,15.0,0.0,12.0,-0.04676473138167212,7.729710985167332,0.0,71.4,-64.5
618,244060577,9765079,0,CARDISSA,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,19,85,35,6,13,0,11.588329567918668,1.9832611362895352,11.9,15.8,0.0,12.0,-0.010348771533465115,4.183771732514686,0.0,40.2,-86.4
619,244036000,9404625,0,CORAL LEAF,,Oil products tanker,Tanker,,,108,-1,-1,-1,-1,-1,17,86,22,8,9,0,13.1441866017285,3.9254282536753613,14.4,18.0,0.0,14.0,0.049486702000668466,6.81407619059565,0.0,75.0,-64.5
620,636012814,9311622,0,VLADIMIR TIKHONOV,,Oil products tanker,Tanker,,,280,-1,-1,-1,-1,-1,50,234,46,23,27,0,13.740835738651274,2.5930679059070907,13.9,17.2,4.8,13.0,0.0,0.0,0.0,0.0,0.0
621,664296000,9298181,0,SEYCHELLES PROGRESS,,Oil products tanker,Tanker,,,185,-1,-1,-1,-1,-1,28,162,23,14,14,0,11.897128472563875,3.461756906580658,12.7,15.8,0.0,13.0,0.0,0.0,0.0,0.0,0.0
622,538005410,9706463,0,STI HAMMERSMITH,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,21,6,0,11.44667010752688,3.5033388716469402,12.5,15.8,0.0,13.0,0.0,0.0,0.0,0.0,0.0
623,311027700,9438858,0,AMUNDSEN SPIRIT,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,199,50,24,20,0,13.48460667086218,1.1758804309949134,13.8,15.2,8.3,14.0,0.0,0.0,0.0,0.0,0.0
624,255806146,9403906,0,THEODOR ESSBERGER,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,17,73,33,16,1,0,10.785607712057354,3.3698211965011646,12.0,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0
625,311000306,9696773,0,ALFA BALTICA,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,42,198,31,16,26,0,11.261626844235536,1.591410417011359,11.7,14.3,0.0,12.0,-0.048805327066196634,3.6465386688407806,0.0,25.7,-35.0
626,477184300,9799642,0,FAIRCHEM FALCON,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,24,121,24,6,18,0,13.961714285714288,0.9901562207730944,14.0,16.0,11.5,13.0,-0.0658737541528239,4.5572767579670135,0.0,61.1,-32.5
627,636015943,9531478,0,NAVIGATOR GRACE,,Oil products tanker,Tanker,,,153,-1,-1,-1,-1,-1,25,119,34,20,5,0,14.825690436933224,3.817369262674133,16.2,18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
628,220637000,9428449,0,CAROLINE THERESA,,Oil products tanker,Tanker,,,102,-1,-1,-1,-1,-1,19,77,25,2,17,0,9.342987572914023,2.9724741698239208,10.6,12.3,0.0,11.0,-0.14998731930002535,5.252096419897251,0.0,45.7,-57.9
629,477057300,9742211,0,CHASELKA,,Oil products tanker,Tanker,,,245,-1,-1,-1,-1,-1,44,206,39,16,28,0,10.779391119817172,2.231397971636652,11.8,25.6,3.6,12.0,0.4974779627815867,3.353268130655968,0.0,19.7,-17.9
630,246272000,9625140,0,CORAL ANTHELIA,,Oil products tanker,Tanker,,,115,-1,-1,-1,-1,-1,17,98,17,14,3,0,14.194412496888225,3.0041746881341824,14.8,17.7,0.0,15.0,0.0,0.0,0.0,0.0,0.0
631,538006112,9693812,0,SONGA FORTUNE,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,32,152,32,16,16,0,11.835642458100557,1.0991184994931236,12.1,13.8,7.8,12.0,0.4788268156424581,4.479909362252759,0.0,30.2,-25.7
632,235010100,9306665,0,OCEAN SPIRIT,,Oil products tanker,Tanker,,,171,-1,-1,-1,-1,-1,28,136,35,16,12,0,10.610198300283283,0.760656077366246,10.7,12.2,0.0,11.0,0.13170229204223535,7.770556116625793,0.0,48.6,-32.5
633,220234000,9130808,0,NORDIC NELLY,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,16,89,11,13,3,0,9.334478630432182,2.415918974263167,10.1,12.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0
634,538005422,9289752,0,RIVER SHINER,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,32,189,39,10,22,0,12.220593970301485,1.1961912282436673,12.4,14.5,9.2,13.0,0.0,0.0,0.0,0.0,0.0
635,236006000,9187394,0,STENSTRAUM,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,21,116,29,0,21,0,11.391773652617864,2.02149223919958,11.6,15.6,0.0,12.0,-0.056499263025228064,3.7479460754160785,0.0,42.9,-40.2
636,538002777,9323352,0,UGALE,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,164,31,24,8,0,11.973348492570665,1.768318139806342,12.3,15.0,0.0,12.0,0.2863370839377426,4.6418506612248045,0.0,30.2,-40.2
637,240147000,9276561,0,MINERVA HELEN,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,42,186,58,33,9,0,11.011974415434622,1.301888030497614,11.1,13.8,0.0,11.0,0.0,0.0,0.0,0.0,0.0
638,538004486,9576777,0,INTREPID SEAHAWK,,Oil products tanker,Tanker,,,178,-1,-1,-1,-1,-1,28,139,39,5,23,0,11.919056453750331,2.7042737395409846,12.7,14.3,0.0,13.0,0.0,0.0,0.0,0.0,0.0
639,240906000,9408463,0,DELTA HARMONY,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,230,44,32,16,0,11.966442953020135,1.1510098853487811,12.1,14.0,9.4,12.0,0.0,0.0,0.0,0.0,0.0
640,255805470,9481001,0,ELSA ESSBERGER,,Oil products tanker,Tanker,,,99,-1,-1,-1,-1,-1,18,74,25,9,9,0,10.300693810867582,2.9047157868734548,11.1,14.7,0.0,12.0,0.0,0.0,0.0,0.0,0.0
641,266463000,9739824,0,THUN VENERN,,Oil products tanker,Tanker,,,150,-1,-1,-1,-1,-1,23,120,30,15,8,0,10.399469668775586,3.1178797897300186,11.6,14.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0
642,244630797,0,0,NJORD,,Oil products tanker,Tanker,,,110,-1,-1,-1,-1,-1,14,95,15,6,8,0,0.4574085182963407,1.6491396450987186,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,219397000,9274630,0,MAERSK EDGAR,,Oil products tanker,Tanker,,,186,-1,-1,-1,-1,-1,31,149,37,10,21,0,11.429542786876082,3.5141677274714747,12.0,16.7,0.0,12.0,0.08900005589402492,3.875146235592069,0.0,48.6,-37.5
644,229881000,9327396,0,BALTIC FREEDOM,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,27,148,34,22,5,0,12.284708073173402,1.49844884912419,12.6,15.1,5.9,13.0,0.0,0.0,0.0,0.0,0.0
