mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,mean_draught,mean_heading,mean_course,mean_ROT
219005302,0,0,ND8 KIRSTINE KELLER,,Fishing ship,Fishing,,,12,-1,-1,-1,-1,-1,4,3,9,2,2,0,0.851821760616467,1.0988369943909087,138.2088169960384,83.93904226650767,0.0
211417590,9314583,0,SOLEA,,Fishing ship,Fishing,,,42,-1,-1,-1,-1,-1,10,20,22,5,5,0,5.632689186482585,4.153579297055756,161.16501025616233,177.78453805830475,0.0
219005958,0,0,ND77 SOSTRENE   _,,Fishing ship,Fishing,,,12,-1,-1,-1,-1,-1,4,9,3,2,2,0,0.04312041208503601,1.9931898795719454,1.4028510947117765,5.734857063769909,-0.002475278269186068
211243240,0,0,ODIN,,Fishing ship,Fishing,,,26,-1,-1,-1,-1,-1,7,18,8,1,6,0,1.6714411875234876,2.47347613679068,0.0,58.240929161969184,0.0
211516260,0,0,MARIANNE,,Fishing ship,Fishing,,,15,-1,-1,-1,-1,-1,5,13,2,3,2,0,0.15979889616000575,2.042891312034276,10.004293971611762,158.84979040653766,0.0
218367000,9107605,0,SH 3 STELLA POLARIS,,Fishing ship,Fishing,,,24,-1,-1,-1,-1,-1,8,21,3,6,2,0,1.6011518652298824,3.6458020073749537,0.000961458702520907,155.16748290111684,0.0
219005964,0,0,FN 322 SYRODDE,,Fishing ship,Fishing,,,15,-1,-1,-1,-1,-1,4,11,4,3,1,0,0.17732269885751242,0.0,0.0,22.528756197456346,0.0
219009413,0,0,HEIAN A201,,Fishing ship,Fishing,,,11,-1,-1,-1,-1,-1,4,8,3,2,2,0,0.9681633730787405,0.0,0.0,80.60717362906139,0.0
219006152,0,0,M S FELIX,,Fishing ship,Fishing,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.7600833756822303,0.0,0.0,69.96375636782805,0.0
219011766,0,0,NF 139 MARIA LOUISE,,Fishing ship,Fishing,,,10,-1,-1,-1,-1,-1,4,4,6,2,2,0,1.202599883711272,0.0,0.0,99.83266882631447,0.0
219000895,0,0,ND19 TELSTAR,,Fishing ship,Fishing,,,17,-1,-1,-1,-1,-1,4,12,5,2,2,0,1.5723129745697586,0.0,0.0,102.207089728495,0.0
