"mmsi"	"imo_from_data_set"	"imo_from_ship_db"	"name_from_data_set"	"name_from_ship_db"	"iwrap_type_from_dataset"	"org_type_info_from_data"	"iwrap_type_from_ship_db"	"org_type_from_ship_db"	"length_from_data_set"	"length_from_ship_db"	"height_1"	"height_2"	"height_3"	"depth"	"width"	"size_a"	"size_b"	"size_c"	"size_d"	"class_b"
245455000	9166481	0	"LIAMARE"	""	"Other ship"	"Other"	""	""	108	-1	-1	-1	-1	-1	15	93	15	10	5	0
356680000	9593816	0	"ZHENG RUN"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	200	29	8	24	0
211164270	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244830352	0	0	"NIGHTFLY"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	10	0	4	0	0
211457790	0	0	""	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	4	9	2	2	0
211626740	0	0	"BUTTJER"	""	"Pleasure boat"	"Pleasure"	""	""	7	-1	-1	-1	-1	-1	3	3	4	1	2	0
211215370	0	0	"EISVOGEL"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	10	1	1	2	0
538007405	9575204	0	"MYSTIC EAGLE"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	169	30	16	16	0
211649520	0	0	"BAERBEL"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	6	4	4	0	0
211530460	0	0	"ULRIKE"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211720090	0	0	"NJOY"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	7	3	3	1	0
261016550	0	0	"BESEDER"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	10	1	4	0	0
211591740	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211163340	0	0	"PAPILLON"	""	"Pleasure boat"	"Sailing"	""	""	16	-1	-1	-1	-1	-1	4	10	6	2	2	0
211351260	0	0	"AEGIR"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	13	0	4	0	0
219003808	0	0	"SUNSHINE"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	3	4	7	1	2	0
261041510	0	0	"GENIUS LOCI"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	5	6	4	0	0
211140430	0	0	"SEEWOLF"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	1	3	0
211809300	0	0	"SCHEEBEN WIND"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	6	4	3	1	0
211714860	0	0	"BRAINSTORM"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	5	7	2	2	0
211410980	0	0	"LILY"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	10	1	1	3	0
219006115	0	0	"S509 ANKADU"	""	"Other ship"	"Undefined"	""	""	10	-1	-1	-1	-1	-1	4	8	2	2	2	0
211795350	0	0	"UPLACE"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	0	4	0
257066090	0	0	"ZEPHYR"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	12	1	1	3	0
211373920	0	0	"SY SCHLAWINER"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	5	6	1	3	0
211482090	0	0	"MARE"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	10	0	3	0	0
211812530	0	0	"X-DREAM"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	5	5	3	0	0
211183940	0	0	"HORRIDO"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	6	5	3	0	0
211677910	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
538004396	9595735	0	"CAPETAN COSTAS S"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	206	23	24	8	0
211449170	0	0	"PIPPA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	0	4	0
211757060	0	0	"JAYNE SILVER"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211775520	0	0	"ALTE LIEBE"	""	"Pleasure boat"	"Pleasure"	""	""	15	-1	-1	-1	-1	-1	4	7	8	2	2	0
211617390	0	0	""	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	0	4	0
253615000	9313747	0	"WILSON AVONMOUTH"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	12	75	13	6	6	0
211445710	0	0	""	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	8	3	4	0	0
636018898	9849265	0	"CLEAROCEAN MELODY"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	146	37	12	20	0
211782700	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
256208000	7822457	0	"SAGA SAPPHIRE"	""	"Passenger ship"	"Passenger"	""	""	200	-1	-1	-1	-1	-1	28	33	167	14	14	0
310674000	9584724	0	"REGAL PRINCESS"	""	"Passenger ship"	"Passenger"	""	""	330	-1	-1	-1	-1	-1	44	31	299	22	22	0
211533780	0	0	"CATINCA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	6	5	2	1	0
256908000	9476068	0	"STAR II"	""	"General cargo ship"	"Cargo"	""	""	152	-1	-1	-1	-1	-1	21	128	24	7	14	0
314477000	9849136	0	"TASMAN"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	16	82	8	8	8	0
219025060	0	0	"BANDITTEN2"	""	"Pleasure boat"	"Pleasure"	""	""	6	-1	-1	-1	-1	-1	3	2	4	2	1	0
219024034	0	0	"PERLEN"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	10	1	2	2	0
211498650	0	0	"JUST RIGHT"	""	"Pleasure boat"	"Pleasure"	""	""	8	-1	-1	-1	-1	-1	3	5	3	1	2	0
211657230	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211146400	0	0	"KALLE**"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	11	0	0	4	0
244110643	0	0	"MOLLY MADE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	3	1	0
211721110	0	0	"ANKA"	""	"Pleasure boat"	"Pleasure"	""	""	5	-1	-1	-1	-1	-1	2	3	2	1	1	0
211675430	0	0	"BLUE SHARK"	""	"Fishing ship"	"Fishing"	""	""	9	-1	-1	-1	-1	-1	3	5	4	1	2	0
304050636	9130468	0	"BETAGAS"	""	"Oil products tanker"	"Tanker"	""	""	115	-1	-1	-1	-1	-1	16	88	27	13	3	0
211226970	0	0	"S-E 444"	""	"Fishing ship"	"Fishing"	""	""	7	-1	-1	-1	-1	-1	3	3	4	1	2	0
211455400	0	0	"ARIES"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	3	9	3	2	1	0
983106743	0	0	"REGAL PRINCESS T16"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211206250	0	0	"SHERRYTIME"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	6	4	0	3	0
211484220	0	0	"RATZFATZ"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	8	5	3	1	0
219000384	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211713560	0	0	"STAFIDOPSOMO"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	3	8	3	2	1	0
273385970	9278600	0	"BARENTS"	""	"General cargo ship"	"Cargo"	""	""	99	-1	-1	-1	-1	-1	14	88	11	10	4	0
235093836	0	0	"BLUE MANGO"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	12	1	2	2	0
211438930	0	0	"MORGAN LE FAY"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	6	6	2	2	0
219004445	0	0	"KATIMAJE IV"	""	"Fast ferry"	"HSC"	""	""	10	-1	-1	-1	-1	-1	3	7	3	1	2	0
211594910	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211271650	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211550190	0	0	"OPAL"	""	"Pleasure boat"	"Pleasure"	""	""	18	-1	-1	-1	-1	-1	5	18	0	3	2	0
211356660	0	0	"CABRRY"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	4	7	2	2	0
211212880	0	0	"SAPHIR"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	5	6	2	2	0
370353000	9464508	0	"IMPERIAL ROSE"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	193	32	20	12	0
211555050	0	0	"MEERZEIT"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	5	5	3	0	0
211173240	0	0	"SYCORAX"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	7	4	2	2	0
211758760	0	0	"MINNA KATZ"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244850168	0	0	"KAAIMAN"	""	"Pleasure boat"	"Pleasure"	""	""	17	-1	-1	-1	-1	-1	5	10	7	2	3	0
211610670	0	0	"BALTICA"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	5	7	2	2	0
211168760	0	0	"SOME LIKE IT HOT"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	10	2	3	1	0
247326730	0	0	"DOLCEVITA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	6	6	3	0	0
211397720	0	0	"BRUTY"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	11	1	1	3	0
211437580	0	0	"PURE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	2	2	0
211372050	0	0	"LOUISE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	3	1	0
211718070	0	0	"ULLA"	""	"Fishing ship"	"Fishing"	""	""	8	-1	-1	-1	-1	-1	4	3	5	2	2	0
211303670	0	0	"FAIR WIND"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	4	0	0
203018200	0	0	"ELISE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	3	1	0
211254470	0	0	"ANDRA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	8	4	2	2	0
211735090	0	0	"HOPPETOSSE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	3	1	0
211118050	0	0	"TRAUMFAENGER"	""	"Pleasure boat"	"Pleasure"	""	""	20	-1	-1	-1	-1	-1	5	15	5	1	4	0
211133710	0	0	"AMATI"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	5	8	7	2	3	0
245944000	0	0	"HNLMS VLAARDINGEN"	""	"Other ship"	"Military"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211757400	0	0	"CURRY"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	1	3	0
211570780	0	0	"CYCNUS"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	9	1	2	1	0
211237310	0	0	"GORGINA"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211408140	0	0	"FREYJA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	9	1	2	2	0
211184690	0	0	"FREEDOM"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	2	2	0
248298000	9315771	0	"SEAVALOUR"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	150	33	11	21	0
211682970	0	0	"SY TOPEJA"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211727050	0	0	"LIBERTAS"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	5	7	3	1	0
227473000	0	0	"FRENCH WARSHIP"	""	"Other ship"	"Law enforcement"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211450600	0	0	"MALAMOK"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	3	12	1	2	1	0
211560220	0	0	"EUPLOIA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	10	0	2	1	0
211789260	0	0	"SOLIDIX"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	10	1	0	4	0
269107620	0	0	"ASHONA"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	5	15	0	2	3	0
555555555	0	0	"FRENCH WARSHIP"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
273243700	6822979	0	"KRUZENSHTERN"	""	"Pleasure boat"	"Sailing"	""	""	114	-1	-1	-1	-1	-1	14	58	56	2	12	0
251727635	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211791120	0	0	"EVIL EYE"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	7	4	4	0	0
258215000	9725421	0	"VIKING SEA"	""	"Passenger ship"	"Passenger"	""	""	228	-1	-1	-1	-1	-1	34	43	185	17	17	0
205207000	0	0	"BNS BELLIS"	""	"Other ship"	"Military"	""	""	51	-1	-1	-1	-1	-1	9	17	34	1	8	0
538003688	9450820	0	"THOMAS C"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	150	30	6	24	0
636015834	9589944	0	"NAVE CETUS"	""	"Oil products tanker"	"Tanker"	""	""	228	-1	-1	-1	-1	-1	32	188	40	20	12	0
249384000	9537472	0	"SANNA"	""	"General cargo ship"	"Cargo"	""	""	147	-1	-1	-1	-1	-1	23	127	20	15	8	0
636092811	9468114	0	"BBC UTAH"	""	"General cargo ship"	"Cargo"	""	""	139	-1	-1	-1	-1	-1	21	124	15	13	8	0
211133460	0	0	"BUTTERFLY"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
257320000	9818058	0	"EIKEVIKEN"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	207	43	16	28	0
211571680	0	0	"HANS E."	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	0	4	0
211123220	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211318020	0	0	"PANTA RHEI"	""	"Pleasure boat"	"Pleasure"	""	""	4	-1	-1	-1	-1	-1	4	0	4	4	0	0
355351000	9235414	0	"MALACCA HIGHWAY"	""	"General cargo ship"	"Cargo"	""	""	139	-1	-1	-1	-1	-1	23	32	107	4	19	0
211304970	0	0	"LONESTAR"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	7	6	2	2	0
211693250	0	0	"CEST LA VIE"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	6	3	1	2	0
211180600	0	0	"KITA"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	8	5	2	2	0
259019000	0	0	"NATO WARSHIP M343"	""	"Other ship"	"Military"	""	""	66	-1	-1	-1	-1	-1	9	49	17	9	0	0
234629000	0	0	"NATO WARSHIP M110"	""	"Other ship"	"Military"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244591000	0	0	"HNLMS ZIERIKZEE"	""	"Other ship"	"Undefined"	""	""	52	-1	-1	-1	-1	-1	9	25	27	2	7	0
219000093	0	0	"NATO WARSHIP MSD6"	""	"Other ship"	"Military"	""	""	29	-1	-1	-1	-1	-1	7	14	15	2	5	0
219522000	0	0	"NATO WARSHIP F357"	""	"Other ship"	"Military"	""	""	112	-1	-1	-1	-1	-1	13	40	72	3	10	0
211758780	0	0	"LYKKE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	2	5	7	1	1	0
211625970	0	0	"DUO"	""	"Pleasure boat"	"Pleasure"	""	""	14	-1	-1	-1	-1	-1	4	13	1	3	1	0
211752400	0	0	"CARISSMA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	7	10	1	3	4	0
211598840	0	0	"STURMSCHWALBE"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	9	0	2	1	0
211593070	0	0	"KLEINER BAER"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	6	5	2	2	0
211188690	0	0	"STARLIGHT"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	14	1	2	2	0
211117090	0	0	"SY USE AKSCHEN"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	9	3	4	0	0
636016275	9343340	0	"GEMINI SUN"	""	"Oil products tanker"	"Tanker"	""	""	244	-1	-1	-1	-1	-1	42	209	35	26	16	0
211757390	0	0	"LETJ LUNN"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	10	0	0	3	0
273444990	8728244	0	"TUR"	""	"Support ship"	"Tug"	""	""	36	-1	-1	-1	-1	-1	9	21	15	6	3	0
211236290	5317305	0	"SCHALL"	""	"Other ship"	"Other"	""	""	50	-1	-1	-1	-1	-1	8	33	17	5	3	0
351427000	9577460	0	"ILIA"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	195	34	11	21	0
211176500	0	0	"MONSIEUR TOMMI"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	5	5	1	2	0
211301030	0	0	"KRANICH"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	4	0	0
211622690	0	0	"FOX"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	-1	6	4	0	0	0
538006106	9643881	0	"HARVEST TIME"	""	"General cargo ship"	"Cargo"	""	""	237	-1	-1	-1	-1	-1	40	201	36	27	13	0
304746000	9291975	0	"BBC PLATA"	""	"General cargo ship"	"Cargo"	""	""	138	-1	-1	-1	-1	-1	21	123	15	7	14	0
211779310	0	0	"LILLE ROSE"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	9	3	3	1	0
244100709	0	0	"OLLE MOEKE"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	7	4	2	2	0
253356000	9587831	0	"AGENA"	""	"Oil products tanker"	"Tanker"	""	""	184	-1	-1	-1	-1	-1	27	150	34	10	17	0
211590510	0	0	"SUNRISE"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	6	4	3	0	0
211200960	0	0	"YEMANJA"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	12	1	2	2	0
211105130	0	0	"EXPRESSO"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	7	5	1	3	0
211638950	0	0	""	""	"Pleasure boat"	"Pleasure"	""	""	14	-1	-1	-1	-1	-1	4	6	8	3	1	0
273413400	8507731	0	"AKADEMIK IOFFE"	""	"Passenger ship"	"Passenger"	""	""	117	-1	-1	-1	-1	-1	18	30	87	12	6	0
636017430	9728162	0	"DORIC JAVELIN"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	167	23	21	11	0
305753000	9425198	0	"KINGFISHER"	""	"General cargo ship"	"Cargo"	""	""	166	-1	-1	-1	-1	-1	27	152	14	17	10	0
246167000	9122552	0	"M/S ROTTERDAM"	""	"Passenger ship"	"Passenger"	""	""	238	-1	-1	-1	-1	-1	32	70	168	18	14	0
572912210	9640413	0	"NEPTUNE"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	28	164	16	17	11	0
370687000	9403097	0	"NORD EXPLORER"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	166	24	20	12	0
273338780	9106936	0	"MERLE"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	13	72	16	6	7	0
244875000	5209699	0	"ARTEMIS"	""	"Pleasure boat"	"Sailing"	""	""	59	-1	-1	-1	-1	-1	7	50	9	3	4	0
244850975	9660944	0	"DIAN KINGDOM"	""	"Support ship"	"Tug"	""	""	30	-1	-1	-1	-1	-1	11	12	18	6	5	0
211296744	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211401610	0	0	"LIPSIA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	6	4	0	3	0
211339240	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211141290	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
304071000	9369083	0	"MARMACTAN"	""	"General cargo ship"	"Cargo"	""	""	146	-1	-1	-1	-1	-1	18	132	14	14	4	0
244026060	0	0	"MODESTY"	""	"Pleasure boat"	"Pleasure"	""	""	16	-1	-1	-1	-1	-1	6	11	5	3	3	0
211306470	0	0	"NOA"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	7	3	0	3	0
211148690	0	0	"POMUCHEL"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	2	2	0
373773000	9783655	0	"SEAMASTER"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	154	26	20	10	0
211704160	0	0	"BOOT"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	7	6	4	0	0
211683280	0	0	"JETTE"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	4	6	3	2	2	0
211770520	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219022223	0	0	"FEOS"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	7	6	4	0	0
219024873	0	0	"BALTIC SWAN S/Y N361"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	1	3	0
211604910	0	0	"MAREE"	""	"Pleasure boat"	"Sailing"	""	""	8	-1	-1	-1	-1	-1	3	4	4	0	3	0
246253000	8333635	0	"ATLANTIS"	""	"Pleasure boat"	"Sailing"	""	""	40	-1	-1	-1	-1	-1	7	35	5	2	5	0
211157050	0	0	"CHRISTINA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	5	5	1	3	0
211716020	0	0	"MY SOLUTION"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	7	2	3	0	0
211127270	0	0	"HEAVEN CAN WAIT"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	5	5	1	2	0
374279000	9728174	0	"NORD POLLUX"	""	"General cargo ship"	"Cargo"	""	""	228	-1	-1	-1	-1	-1	32	202	26	21	11	0
310624000	9320556	0	"QUEEN VICTORIA"	""	"Passenger ship"	"Passenger"	""	""	294	-1	-1	-1	-1	-1	32	42	252	16	16	0
311015600	9300192	0	"SARONIC SPIRE"	""	"General cargo ship"	"Cargo"	""	""	177	-1	-1	-1	-1	-1	28	150	27	14	14	0
219923000	7409281	0	"CABLE ONE"	""	"Other ship"	"Reserved"	""	""	40	-1	-1	-1	-1	-1	8	11	29	1	7	0
244730468	9776169	0	"AITANA B"	""	"Support ship"	"Tug"	""	""	27	-1	-1	-1	-1	-1	12	15	12	4	8	0
351374000	9658771	0	"ASPRI"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	28	157	23	19	9	0
235040198	0	0	"JAMBO"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211182280	0	0	"KOALA"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	-1	6	5	0	0	0
235103736	9136204	0	"CELTIC SPIRIT"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	14	81	9	5	9	0
211468590	0	0	"SY SEESTERN"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	12	0	3	0	0
799999999	0	0	"TESTTEST"	""	"Other ship"	"Other"	""	""	118	-1	-1	-1	-1	-1	22	18	100	16	6	0
311000625	9037161	0	"NORDANVIK"	""	"General cargo ship"	"Cargo"	""	""	97	-1	-1	-1	-1	-1	17	83	14	14	3	0
211707790	0	0	"LUCY"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	8	4	0	4	0
309393000	8207836	0	"KOMMANDOR 3000"	""	"Other ship"	"Other"	""	""	118	-1	-1	-1	-1	-1	22	18	100	16	6	0
211377500	0	0	"ALPHA TAURI"	""	"Pleasure boat"	"Sailing"	""	""	14	-1	-1	-1	-1	-1	4	13	1	1	3	0
211677920	0	0	"FABEA"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	10	2	3	1	0
211138180	0	0	"HAVLYS"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	4	5	1	2	0
311062400	8819926	0	"DITLEV REEFER"	""	"General cargo ship"	"Cargo"	""	""	164	-1	-1	-1	-1	-1	24	143	21	0	24	0
237062520	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211450420	0	0	"ENDEAVOUR"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	10	1	1	3	0
211168480	0	0	"MOANA"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	14	1	4	0	0
211810970	0	0	"YUANA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	12	0	0	3	0
