256341000,100,14,3,6,70,70,9114725,KADRI,1,9HRQ8,87,13,2,12
230992710,48,10,4,4,60,60,8421195,KNIPAN,1,OITQ,19,29,5,5
230361000,172,28,7,7,60,69,8917601,GABRIELLA,1,OJHP,45,127,14,14
265513460,15,5,2,2,50,50,0,PILOT 737 SE,1,SGPK,10,5,3,2
245701000,82,12,3,6,70,70,9279410,FLINTERBALTICA,1,PBLS,70,12,6,6
211364240,690,28,6,11,89,89,9251640,SEABASS,1,DLDY,208,482,14,14
230952000,170,24,7,11,80,81,9255270,JURMO,1,OJKT,145,25,12,12
304435000,114,14,3,4,70,70,8230053,NOVAYA LADOGA,1,V2VG,100,14,1,13
265768000,30,7,,,30,30,0,F/V KENYA,2,SLGR,20,10,3,4
265604470,64,12,3,3,90,90,0,LINEA,1,SJEC,34,30,6,6
244996000,0,0,4,7,70,70,8917728,SERENO,1,PHMA,0,0,0,0
273342000,140,16,3,5,70,70,9133197,VOLGA-35,1,UCRA,115,25,10,6
212838000,118,16,4,7,70,71,9436226,MEDONEGA,1,5BHU2,100,18,1,15
210974000,89,16,4,5,70,70,9471991,AMAZONDIEP,1,5BCT2,80,9,9,7
265507590,15,4,1,2,50,50,0,PILOT 736 SE,1,SKFD,10,5,2,2
273421710,116,13,3,4,70,70,8721466,AMUR-2520,1,UIQE,97,19,10,3
230017340,16,6,,,0,50,0,PILOT L145,1,OJ7875,11,5,3,3
265522680,35,7,3,3,60,60,8424484,BLIDOSUND,1,SDKG,7,28,3,4
211222790,15,4,1,1,50,50,0,PILOT MUTTLAND,1,DQKL,10,5,2,2
377661000,80,11,3,5,70,70,8511885,RUBYN,1,J8B2973,71,9,8,3
265581130,15,5,,,0,36,,,2,SJHG,14,1,1,4
244735000,133,19,5,8,70,71,9123805,ELUSIVE,1,PHKY,117,16,13,6
236125000,82,10,4,6,70,79,9197818,SAXUM,1,ZDEH8,71,11,6,4
311945000,82,11,3,4,70,70,8422022,CELTICA HAV,1,C6UL3,63,19,10,1
265561990,20,8,0,2,90,90,0,SOUND SUPPORTER,1,SLDI,11,9,4,4
230957000,140,22,6,9,80,83,9267560,SUULA,1,OJKZ,111,29,8,14
230947000,34,13,6,6,52,52,9230256,AHTI,1,OJJQ,16,18,8,5
311092000,237,41,9,14,80,81,9209130,NAVION OSLO,1,C6RL5,202,35,31,10
266062000,22,6,,,0,30,0,VG 106 THESEUS,2,SMIB,15,7,3,3
265465000,37,8,5,6,90,90,7414212,FV\GLITTVAG,1,SMXF,9,28,4,4
230938210,44,8,,,60,60,0,REPLOT 2,1,OF 2244,22,22,4,4
273343810,100,17,1,7,0,71,9216482,MIKHAIL_LOMONOSOV,1,UBTE3,90,10,13,4
506026000,81,13,4,6,70,70,8003931,SIEGFRIED LEHMANN,1,XYKP,74,7,10,3
636090153,147,23,5,9,70,70,8100507,SIRIUS,1,ELSF8,118,29,11,12
265601650,19,5,1,1,90,90,0,VIND,1,SHLQ,7,12,3,2
230994270,24,6,2,2,51,51,0,RESCUE JENNY WIHURI,1,OJID,8,16,2,4
219001058,14,4,2,2,50,50,0,MARS,1,XPC8385,9,5,2,2
304010265,82,11,3,3,0,0,8409654,JOKER,1,V2LE,67,15,4,7
265769000,30,7,,,30,30,0,ALVSBORG,2,SKBH,20,10,5,2
244519000,205,26,7,8,70,74,9307372,GENCA,1,PHKD,147,58,26,0
230109470,16,5,3,3,50,50,0,PILOT L129,1,,12,4,2,3
230990000,46,8,4,6,30,31,7647479,KARELIA,1,OJMV,31,15,2,6
265260000,69,11,3,5,70,70,6705298,VIA,1,SLDY,58,11,5,6
265126000,154,22,5,5,60,60,7128332,SEA WIND,1,SDNE,30,124,11,11
230184000,203,32,7,7,60,71,8715259,SILJA SERENADE,1,OJCS,17,186,16,16
230991740,25,7,0,2,33,33,0,OILI 3,1,OF-4174,19,6,3,4
277291000,154,24,5,6,60,69,8917390,LISCO PATRIA,1,LYRC,14,140,10,14
356096000,134,18,6,7,70,70,8826759,SEVASTOPOL BUKHTA,1,3FYJ6,93,41,7,11
255801670,119,17,4,8,80,89,9305362,AMANDA,1,CQQL,98,21,9,8
210561000,164,24,6,10,70,70,8416554,ANATOLIY LYAPIDEVSKI,1,P3NF5,126,38,3,21
266296000,136,24,6,6,60,60,7901265,ROSELLA,1,SDEV,40,96,12,12
275322000,35,9,,,0,52,,,2,YL2360,10,25,3,6
273317640,178,22,5,7,70,99,8318130,BALTIYSK,1,UHMA,35,143,11,11
230992740,48,11,0,4,60,60,8412807,SKIFTET,1,OIRS,23,25,5,5
265902180,100,12,0,26,0,99,0,,1,,50,50,6,6
305299000,133,22,1,9,70,71,9231834,OOCL NEVSKIY,1,V2PW8,123,10,11,11
265519620,13,5,2,2,50,50,0,PILOT 116 SE,1,SDXQ,8,5,3,2
273314040,60,11,3,4,80,80,0,LILASTE,1,UMSC,43,17,4,7
236150000,99,16,3,5,70,70,9199385,LONTANO,1,ZDEP9,90,9,8,8
265568080,12,4,1,1,51,51,0,RESCUE GRIPEN,1,7SA2266,9,3,2,2
219002392,81,11,3,3,70,70,8104565,AMANDA,1,OURV2,60,21,5,6
219653000,87,24,4,4,40,40,9216250,VILLUM CLAUSEN,1,OYVY,30,57,10,14
247698000,144,22,5,9,89,89,9114969,SAPPHIRE,1,IBOV,122,22,12,10
265515700,8,0,3,3,55,55,0,KBV 289,1,SBKZ,8,0,0,0
265515570,36,8,2,2,55,55,0,KBV 047,1,SJMY,24,12,4,4
265585630,17,4,1,1,50,50,0,PILOT 792 SE,1,SMWE,13,4,2,2
209627000,134,22,6,9,71,71,9234989,AURORA,1,P3QH9,123,11,13,9
265513280,15,5,2,2,50,50,0,PILOT 358 SE,1,SCRF,10,5,3,2
265145000,169,26,6,7,70,79,8903155,HELENA,1,SCGL,130,39,13,13
240775000,190,35,7,10,70,70,9460320,MV PANOCEANIS,1,SVAB2,95,95,18,17
265038000,157,24,6,7,60,70,8401444,FINNSAILOR,1,SBHY,93,64,20,4
276675000,18,4,,,0,0,0,PILOT AHTO-25,1,ES-2677,17,1,2,2
207066000,169,25,5,9,70,70,9015656,MIDJUR,1,LZDN,138,31,12,13
230987380,62,12,4,4,60,60,0,STERNA,1,OI 6508,29,33,9,3
230112970,36,10,,,60,60,0,FRIDA 2,1,OJJF,18,18,4,6
100000000,30,70,2,4,37,60,0,SJOKRIGSSKOLEN,1,SKSK,10,20,30,40
265607640,28,8,0,2,90,90,0,SJOGRIP,1,SKOC,4,24,3,5
273338300,114,13,3,4,70,70,8230455,VOLGO-BALT 231,1,UHZZ,99,15,9,4
230991710,24,6,,,54,54,0,OILI 2,1,OF-4149,19,5,5,1
265510870,32,8,5,5,90,90,6420642,KARL AF KARLSTAD,1,SIML,8,24,4,4
265558290,64,12,4,4,90,90,0,FRAGANCIA,1,SJFZ,34,30,5,7
257607000,90,14,4,7,70,70,7610048,ABILITY,1,LAOY5,75,15,7,7
261196000,61,10,3,3,33,33,8121513,PLANETA,1,,30,31,4,6
265225000,65,11,3,4,70,70,7113167,VINGA,1,SJAN,40,25,6,5
230006000,163,20,5,7,70,72,9207883,FINNKRAFT,1,OJNK,28,135,10,11
265501860,22,4,1,2,55,55,0,KBV 305,1,SHQP,11,11,3,2
266013000,188,30,5,6,71,71,9145164,FINNFELLOW,1,SBWA,23,165,10,20
265516070,22,6,3,3,36,36,0,ARIEL,1,SGUB,15,7,2,4
256994000,184,27,7,12,80,80,9380582,ROCK,1,9HHM9,149,35,20,7
273454300,119,13,3,5,70,70,8702252,SORMOVSKIY-3064,1,UIYD,90,29,5,8
17002,48,0,0,1,0,0,0,,1,,0,48,0,0
219007862,15,4,,,0,30,0,HAVHESTEN,2,OU9359,3,12,2,2
230938240,40,8,,,60,60,8634546,NAGU 2,1,OF 2239,20,20,5,3
276647000,203,25,6,7,60,63,9198941,SUPERFAST VII,1,ESIH,25,178,12,13
261449000,160,22,5,6,69,69,7527887,KOPERNIK,1,SPS2643,25,135,6,16
246067000,88,12,4,6,70,70,9126352,MENNA,1,PFXO,80,8,6,6
211189000,172,24,5,8,60,60,8705383,SASSNITZ,1,DQEJ,27,145,15,9
230987000,219,31,6,7,60,61,9336268,FINNLADY,1,OJMQ,25,194,30,1
236223000,99,16,4,6,70,70,9237034,LIVLAND,1,ZDGA5,0,100,0,16
230113940,15,4,2,2,50,90,0,PILOT L133,1,OG8951,10,5,2,2
230111470,13,5,,,50,90,0,PILOT L124,1,OI-4749,8,5,1,4
514227000,30,9,5,6,31,32,7341130,TIGRAN/VYSOTSK,1,XUVL7,5,25,4,5
265740000,188,30,5,7,60,97,9138006,FINNEAGLE,1,SKUH,28,160,15,15
265588260,18,6,1,1,51,51,0,MARELD,1,SLDE,12,6,3,3
267119000,115,18,4,7,70,70,8512009,OREANDA,1,OMQC,86,29,10,8
265444000,40,8,5,6,30,30,6721357,WESTFJORD,1,SGZE,25,15,4,4
232414000,91,16,4,5,70,71,9103740,VIRTSU,1,MGLJ3,79,12,13,3
235000940,100,16,4,7,70,70,9190808,TORNEDALEN,1,ZQVN2,94,6,9,7
245834000,92,12,3,5,70,70,9214006,MARE,1,PCBR,80,12,5,7
249986000,174,24,7,11,70,70,8314677,ATLANTIC TRADER,1,9HND5,130,44,14,10
636090956,149,24,6,9,84,84,9173094,MCT ALIOTH,1,A8IB4,120,29,5,19
235010600,117,16,4,25,50,70,9301598,FINNLAND,1,MLGJ9,100,17,10,6
230916000,137,22,5,9,70,70,9173692,TALI,1,OJIH,113,24,11,11
311988000,97,17,5,7,70,70,9037173,CYPRUS CEMENT,1,C6UP5,75,22,1,16
219850000,127,19,5,8,52,52,8802064,JOULIUS,1,OWQY2,110,17,12,7
257955000,0,0,4,7,80,80,7235018,AMONITH,1,LADS6,0,0,0,0
265546940,83,14,4,4,60,60,0,VAXHOLMEN,1,SLEK,41,42,4,10
230992160,10,3,,,50,90,0,PILOT L204,1,OF-4063,8,2,3,0
253153000,168,27,6,10,70,73,9432232,CHARLOTTA,1,LXZR,157,11,23,4
265816000,45,12,7,7,30,30,9217852,TOR-0N,1,SMIT,23,21,6,5
354613000,186,28,6,12,70,70,7612735,CHALLEN,1,H3SP,151,35,10,18
276297000,78,14,5,26,80,84,8711760,VIIMSI,1,ES2084,55,23,7,7
256190000,90,13,3,5,70,70,9057252,BALTIYSKIY-202,1,9HNQ8,75,15,11,2
265513400,12,4,1,1,50,50,0,PILOT 714 SE,1,SFB5633,8,4,2,2
265619980,26,8,5,5,52,52,7912678,KARLSHAMN,1,SBMY,9,17,4,4
266301000,212,30,0,1,69,69,9333694,GALAXY,1,SFZQ,17,195,15,15
314220000,87,13,3,5,70,79,9005742,WILSON DVINA,1,8PTC,61,26,4,9
273142300,135,26,9,10,0,59,7330038,ERMAK,1,UINH,30,105,14,12
273414510,95,16,5,7,70,70,8814378,ALTERSHIP,1,UDZR,76,19,8,8
209810000,105,15,4,7,70,70,7707839,WILSON_MALO,1,P3ZB4,90,15,13,2
265546910,64,14,4,4,60,60,0,FRIDA,1,SMJT,40,24,5,9
230981000,219,31,6,7,60,69,9319442,FINNSTAR,1,OJMH,26,193,23,8
240480000,244,42,7,15,81,81,9297333,MINERVA CLARA,1,SXGT,207,37,22,20
265546900,65,13,4,4,1,1,0,CASTELLA,1,SMJR,29,36,5,8
