230935000,157,25,6,9,70,70,9225299,EIRA,1,OJJP,133,24,4,21
375784000,90,12,3,4,70,70,9048639,TROUBADOUR,1,J8B3723,75,15,4,8
210974000,89,16,4,5,70,70,9471991,AMAZONDIEP,1,5BCT2,80,9,9,7
477559400,189,30,7,12,70,70,9079157,NORDIC BOTHNIA,1,VRFQ4,153,36,20,10
304010455,86,13,3,6,70,70,8906303,VITA,1,V2TV,77,9,3,10
277999999,42,7,,,33,33,0,CHABIRA,2,,32,10,4,3
277157000,0,0,4,4,35,35,0,M52 SUDUVIS,1,LYPD,0,0,0,0
219000195,0,0,4,4,33,70,8400048,BALTIC,1,OUSR,0,0,0,0
376371000,41,10,4,5,90,99,7112187,DP STAR,1,J8B3823,9,32,10,0
277150000,20,5,,,0,52,0,STUMBRAS,2,LYLW,10,10,3,2
256016000,89,13,3,6,70,70,8906298,KAIE,1,9HIM8,69,20,7,6
246484000,112,15,4,7,70,70,9213882,FLINTERDUIN,1,PEBT,99,13,6,9
265610950,17,6,2,2,50,50,0,PILOT 213 SE,1,SCEP,10,7,3,3
273410800,38,10,4,5,52,52,8724509,BALKHAN,1,UBXL,10,28,3,7
230911000,40,10,3,3,90,90,7392854,SUUNTA,1,OHMT,15,25,5,5
636009794,237,32,8,12,71,71,8913461,MSC SCOTLAND,1,ELPL3,192,45,19,13
220377000,125,24,5,5,60,69,9323704,DUEODDE,1,OYBB,33,92,12,12
265548360,30,10,5,5,52,52,8701014,DUNKER,1,SMCV,12,18,5,5
304010571,88,13,4,5,70,70,8504260,HEIKE LEHMANN,1,V2HT,73,15,7,6
211245200,200,28,5,9,69,69,9131797,MECKLENBUG-VORPOMMER,1,DQLV,4,196,15,15
277320000,133,20,5,8,70,75,8711306,ALKA,1,LYRP,95,38,9,11
211233870,100,17,5,7,70,70,9123300,FORESTER,1,DIUT,80,20,10,7
244936000,104,16,4,7,70,70,8917716,SOAVE,1,PBIX,93,11,8,8
220259000,30,11,5,5,52,52,9292852,SVITZER MARS,1,OVID2,12,18,5,6
219001159,20,6,,,60,60,0,,2,XPD2714,1,19,3,3
265501190,33,5,0,3,35,35,0,PELIKANEN,1,SBCP,27,6,5,0
219005252,20,6,,,0,60,0,H C ANDERSEN,2,XPD5164,1,19,3,3
219000852,40,9,4,4,33,33,7726782,AHLSELL,1,OYZH,32,8,8,1
219256000,76,12,3,5,70,70,7413593,VEGA,1,OXSX 2,66,10,3,9
230006760,16,6,0,2,50,50,0,PILOT L-143,1,OJ6711,12,4,3,3
312252000,81,12,3,5,70,70,7614628,IZBORSK,1,V3JW,59,22,10,2
304753000,100,18,5,7,70,71,9123817,CARTAGENA,1,V2OZ4,93,7,12,6
257470000,145,22,6,10,80,81,9056868,EK-RIVER,1,LAIN7,120,25,11,11
230276000,36,9,5,6,52,52,7618399,KRAFT,1,OIHG,9,27,4,5
355195000,150,22,6,9,80,80,9341342,STX INFINITY,1,3FSV8,125,25,14,8
273458860,85,22,6,7,59,59,5418197,TOR,1,UBWX,20,65,11,11
276780000,45,12,2,2,40,40,9124433,KAROLIN,1,ESJK,17,28,7,5
212036000,134,20,5,8,70,74,9328651,HERM J,1,5BWT2,12,122,10,10
219002857,21,6,3,3,69,69,0,LANGOE,1,OWLG,9,12,2,4
636006949,135,19,5,7,70,70,8014954,AFRICAN FERN,1,ELAS9,112,23,6,13
219000028,257,1,4,4,69,69,8611623,MERCANDIA VIII,1,OVSK 2,0,0,0,1
219014049,16,5,,,30,93,0,R 119 SVALBARD,1,OWEF,11,5,2,3
309801000,189,24,5,6,69,69,8420842,WOLIN,1,C6WN4,40,149,11,13
273316430,128,16,3,5,70,70,9331799,RUSICH-4,1,UBFO,118,10,9,7
308079000,127,22,5,6,60,61,7516761,POMERANIA,1,C6RA9,21,106,13,9
325350000,94,16,5,6,70,70,8320585,GREEN ATLANTIC,1,J7BD6,79,15,5,11
477264700,171,26,7,10,70,71,9386524,A LA MARINE,1,VRFG7,154,17,13,13
257802000,97,16,4,7,70,70,7633466,M/V LIV,1,LARJ5,90,7,11,5
230988090,48,10,4,4,60,60,8634223,ANTONIA,1,OJAM,26,22,4,6
273343810,100,17,4,6,70,71,9216482,MIKHAIL LOMONOSOV,1,UBTE3,100,0,0,17
218627000,169,28,7,9,70,71,9432220,VERA RAMBOW,1,DFUT2,153,16,1,27
277093000,191,28,5,9,60,64,8311900,VILNIUS,1,LYAI,20,171,14,14
249455000,105,16,4,7,70,73,8912510,HELMA,1,9HSL9,90,15,10,6
276675000,18,4,,,0,0,0,PILOT AHTO-25,1,ES-2677,17,1,2,2
219014146,30,10,4,4,31,39,8027793,BURE,1,OXAE2,10,20,5,5
210001000,122,18,6,8,70,71,9162681,BORUSSIA DORTMUND,1,C4RW2,110,12,11,7
276647000,203,25,6,12,60,63,9198941,SUPERFAST VII,1,ESIH,25,178,12,13
273317430,128,16,3,5,70,70,9353046,RUSICH-5,1,UBHY,107,21,7,9
273311340,54,10,3,3,0,0,9024918,SVYATITEL PETR,1,UICV,31,23,5,5
636013151,142,20,6,8,0,70,8129852,PIONEER   BAY,1,A8KZ6,106,36,5,15
273441620,73,12,5,6,80,80,7804948,ECOMAR,1,UEWV,43,30,3,9
305166000,83,13,3,6,70,70,9279070,ELKE W,1,V2DC3,78,5,6,7
306431000,90,14,4,6,70,70,9100140,GEULBORG,1,PJNH,82,8,4,10
240244000,249,44,7,15,80,89,9288693,DELTA PIONEER,1,SYIO,209,40,22,22
275006000,18,4,2,2,55,55,0,KA09 KLINTS,1,YLNE,9,9,1,3
211216570,55,13,4,4,99,99,8905880,ALKOR,1,DBND,20,35,6,7
219012397,15,5,,,0,53,0,INA III,2,OU7447,12,3,2,3
257332000,89,13,3,6,70,71,9020285,NAVEN,1,LALD5,74,15,6,7
224988000,75,16,6,6,90,90,9258533,GRAMPIAN SURVEYOR,1,EADQ,27,48,8,8
273136100,140,32,9,9,59,99,7413488,KAPITAN SOROKIN,1,UENQ,50,90,28,4
311878000,89,12,3,5,70,70,9115896,FRI STREAM,1,C6UD4,79,10,7,5
220236000,99,16,4,6,83,89,9122112,CLIPPER NADJA,1,OXNJ2,70,29,8,8
211687000,183,30,6,8,60,69,9010175,TRANSEUROPA,1,DMKC,11,172,15,15
230145000,60,14,5,5,90,90,8802076,ARANDA,1,OIRY,30,30,7,7
265819000,52,8,4,4,55,55,0,KBV 202,1,SMLA,22,30,4,4
267370000,33,9,4,5,31,95,6819697,LEOPARD,1,OMOG,0,33,4,5
304768000,88,13,3,6,70,79,9014949,SKY VITA,1,V2PU8,71,17,6,7
233234000,100,20,5,6,70,70,9046368,CITY OF BARCELONA,1,MRDP 6,15,85,10,10
220378000,125,24,5,5,60,60,9323699,HAMMERODDE,1,OYAX,33,92,12,12
375525000,100,14,3,7,70,70,6711417,RESOLUTE,1,J8B2093,86,14,5,9
276180000,75,16,4,5,60,60,6809771,OFELIA,1,ESFB,7,68,8,8
265523070,50,10,3,3,69,69,7005346,SOLSUND,1,SBQN,15,35,7,3
219003704,13,4,,,30,30,0,JUVENTUS,2,5 QDU,12,1,1,3
236131000,100,14,4,7,70,79,9108489,BAUMWALL,1,ZDEJ9,90,10,7,7
259880000,169,22,7,8,70,79,9070931,M/V VINNI,1,C6TV6,119,50,11,11
265514800,15,5,3,3,50,50,0,PILOT 114 SE,1,SLKX,10,5,3,2
218321000,32,12,6,6,52,52,9429560,BUGSIER 10,1,DFWB2,11,21,6,6
273421260,56,10,4,4,80,80,8866254,SESKAR,1,UEUG,47,9,2,8
219001789,16,4,,,52,52,999998200,SOUND LINK,1,OXFT2,5,11,2,2
219006386,20,6,,,60,60,0,,2,XP6073,1,19,3,3
230945000,252,44,8,15,81,89,9235892,MASTERA,1,OJKE,198,54,17,27
230964000,170,24,6,11,80,91,9255282,FUTURA,1,OJLH,135,35,12,12
372810000,48,9,3,3,70,70,5388433,BALTIC BREEZE I,1,HO2910,40,8,4,5
308542000,90,13,3,6,70,70,9063885,KAAMI,1,C6V09,78,12,3,10
212231000,176,27,6,10,80,89,9384447,RN MURMANSK,1,5BQV2,135,41,16,11
230304000,62,12,5,10,55,55,0,UISKO,1,OIUM,19,43,6,6
275032000,0,0,2,2,35,35,0,LINGA,1,YLNO,0,0,0,0
231741000,119,16,6,7,80,89,9327334,ALICE,1,OZ2087,15,104,8,8
304981000,109,19,4,7,70,70,9306328,CIMBRIA,1,V2CC7,100,9,10,9
259724000,121,19,7,8,0,70,8702848,SILVER STOCKHOLM,1,LAEJ7,97,24,9,10
211207450,104,15,3,5,70,70,9053907,GRIMM,1,DIDG,85,19,6,9
311007200,173,24,6,6,60,60,9086588,SKANIA,1,C6XF4,36,137,12,12
277279000,200,26,5,6,60,63,9212151,LISCO GLORIA,1,LYQT,50,150,13,13
265555950,20,5,1,1,51,51,0,RESCUE BJORNCHRISTER,1,SCWF,12,8,2,3
636013598,134,20,5,8,79,79,9111242,ARCTIC SKY,1,A8OB8,100,34,16,4
273126000,56,16,4,5,31,99,7406318,KAP. IZMAYLOV,1,UFPC,16,40,14,2
245157000,89,12,4,6,70,70,9148180,NORDGARD,1,PIBU,79,10,6,6
219005504,34,10,3,3,64,64,0,SAGA QUEEN,1,OUOC,20,14,2,8
212664000,119,16,4,7,70,79,9436264,MEDARCTIC,1,5BSN2,106,13,5,11
230938240,40,8,,,60,60,8634546,NAGU 2,1,OF 2239,20,20,5,3
209478000,129,21,6,9,70,70,9440576,PANTONIO,1,C4YG2,117,12,8,13
245207000,83,13,1,6,70,99,9279446,FLINTERBELT,1,PHCB,75,8,6,7
266174000,18,6,3,4,30,30,0,VIKEN,1,SBMW,4,14,3,3
265585560,13,4,1,1,51,51,0,,1,SCIR,5,8,2,2
265571650,11,3,1,1,51,51,0,RESCUE RAGNHILD,1,7SA2277,6,5,1,2
240749000,181,27,7,11,83,89,9260031,HIONA,1,SYNJ,150,31,17,10
266204000,80,12,4,5,89,89,9200158,VINGA SAFIR,1,SCWJ,63,17,4,8
273447920,74,16,6,7,59,99,5182205,KARU,1,UFJV,30,44,11,5
211636000,100,16,5,8,80,89,9212486,PATRICIA ESSBERGER,1,DALU,74,26,7,7
265615860,7,3,1,1,51,51,0,RESCUE LOMMA,1,7SA2394,4,3,2,1
230947000,34,13,6,6,52,52,9230256,AHTI,1,OJJQ,16,18,8,5
240305000,249,44,5,16,80,87,9288710,DELTA CAPTAIN,1,SYEF,209,40,22,22
249849000,88,13,3,6,70,70,9150509,WILSON LEITH,1,9HII5,77,11,6,7
236445000,100,15,5,7,83,83,9318216,BROVIG VINDUR,1,ZDIJ3,73,27,9,6
305263000,115,15,4,7,70,72,9454826,BLUE LOTUS,1,V2DN3,101,14,10,5
273121000,77,14,3,6,80,80,8711722,KAPITAN KOVALENKO,1,UAGS,50,27,3,11
273317850,27,8,3,3,52,52,8228012,GRIFON 3,1,,10,17,3,5
273315070,23,8,4,4,10,10,9360075,VIKHREVOY,1,UEEO,8,15,4,4
266034000,47,10,26,26,35,35,0,HMS KULLEN,1,SLMW,19,28,5,5
230007000,168,21,5,7,70,72,9207895,FINNHAWK,1,OJNL,15,148,16,5
211130000,67,14,4,4,55,55,9285811,ARKONA,1,DBBU,10,57,7,7
230125940,16,6,,,50,50,0,PILOT L140,1,OJ-3546,11,5,3,3
305170000,80,12,3,5,70,70,9454462,ELISE,1,V2DC7,65,15,6,6
230980760,30,6,2,24,60,60,8035025,SUMMERSEA,1,OG-8046,12,18,3,3
219012959,0,0,4,4,31,31,9059248,EGESUND,1,OWEQ2,0,0,0,0
305190000,107,15,4,6,70,79,9342164,EMSCARRIER,1,V2DE8,96,11,4,11
219622000,110,26,5,5,61,61,9150030,HAMLET,1,OZMH2,70,40,13,13
230994000,164,24,6,7,70,71,9348936,MISANA,1,OJNB,120,44,12,12
230992710,48,10,4,4,60,60,8421195,KNIPAN,1,OITQ,19,29,5,5
230347000,49,9,2,2,72,72,8857148,VILLE,1,OJFF,37,12,1,8
265588260,18,6,1,1,51,51,0,MARELD,1,SLDE,12,6,3,3
212204000,99,19,5,5,70,70,9179983,MAIN HIGHWAY,1,P3ZV9,76,23,6,13
273444430,29,9,4,4,,,8846967,GRIFON-2,1,,10,19,7,2
219010987,15,5,0,2,0,53,0,INA II,2,OU7446,12,3,2,3
273426110,64,18,5,6,99,99,6521850,YURIY LISYANSKIY,1,UIRX,27,37,9,9
304582000,90,15,3,5,70,70,9290672,VINDO,1,V2OM2,75,15,9,6
275295000,154,22,6,6,60,60,7329522,VANA TALLINN,1,YLBQ,30,124,8,14
219013178,17,6,4,4,30,30,0,ALBATROS,1,OZCF,8,9,3,3
211852000,168,26,6,9,80,89,9327102,AURELIA,1,DDNW,10,158,13,13
212360000,95,13,4,7,79,79,9180401,CEMSOL,1,C4WH2,83,12,6,7
220041000,32,8,5,5,31,39,7529067,T/B LUCAS,1,OWHS2,10,22,4,4
304010160,87,13,3,5,70,70,8912027,ADELE,1,V2UE,75,12,3,10
245921000,87,12,3,6,70,70,9054963,MAGDA,1,PFRG,75,15,8,4
277288000,120,16,5,6,70,70,9000376,MV ASTRA,1,LYRA,97,23,7,9
230977000,83,12,2,5,70,70,8611233,CARISSA,1,OJMC,70,13,11,1
273336400,105,17,3,4,70,70,8869543,PYALMA,1,UIBN,30,60,8,7
215845000,129,19,5,8,80,80,7917587,VIKSTRAUM,1,9HCY8,103,26,11,8
357562000,203,26,6,10,70,70,8201636,MSC MALIN,1,H3EU,153,50,11,15
273128000,75,14,3,6,80,80,8227903,KAPITAN DANILOV,1,UBPU,50,25,8,6
636014191,250,44,8,15,80,89,9413559,NS ANTARCTIC,1,A8SA9,207,43,15,29
244063000,89,13,3,6,70,70,9263576,LECKO,1,PBKR,75,14,3,10
211707000,188,26,8,10,70,71,9208356,AS SCOTIA,1,DAGB,172,16,13,13
261145000,137,23,6,6,70,70,7804053,INOWROCLAW,1,SQKS,37,100,15,8
219000321,70,11,2,4,70,79,7826374,ANDERS ROUSING,1,OZHW2,56,14,6,5
636012911,183,32,7,13,89,89,9333400,SCF NEVA,1,A8IZ9,146,37,11,21
235007550,100,16,1,5,70,70,9165085,DALARNA,1,MEUM6,85,15,8,8
