"timestamp"	"lat [deg]"	"lon [deg]"	"sog [kn]"	"draught [m]"	"heading [deg]"	"cog [deg]"	"rot [deg/min]"
2017-02-26T23:30:52	54.38905	10.197488	10.2	4.7	20	19.3	0	
2017-02-26T23:31:02	54.389495	10.197763	10.2	4.7	20	19.7	0	
2017-02-26T23:31:14	54.389985	10.198062	10.2	4.7	20	19.7	0	
2017-02-26T23:31:23	54.390428	10.198342	10.2	4.7	20	20.2	0	
2017-02-26T23:31:33	54.390868	10.198628	10.2	4.7	21	20.6	0	
2017-02-26T23:31:43	54.391267	10.19888	10.2	4.7	21	20.5	0	
2017-02-26T23:31:52	54.39166	10.199153	10.2	4.7	19	21.4	0	
2017-02-26T23:32:02	54.392142	10.199467	10.1	4.7	18	20.9	0	
2017-02-26T23:32:14	54.392677	10.199773	10.1	4.7	18	19.2	0	
2017-02-26T23:32:23	54.393075	10.200002	10.1	4.7	17	18.8	0	
2017-02-26T23:32:33	54.393522	10.200245	10.1	4.7	17	18	0	
2017-02-26T23:32:43	54.39397	10.200485	10.1	4.7	18	17.6	0	
2017-02-26T23:32:52	54.394375	10.200698	10.1	4.7	18	17.4	0	
2017-02-26T23:33:02	54.394818	10.200945	10.1	4.7	18	17.8	0	
2017-02-26T23:33:14	54.39531	10.201205	10.1	4.7	18	17.4	0	
2017-02-26T23:33:23	54.395758	10.201447	10.1	4.7	18	17.6	0	
2017-02-26T23:33:33	54.396158	10.201668	10.1	4.7	18	17.9	0	
2017-02-26T23:33:43	54.396607	10.201915	10.1	4.7	19	17.9	0	
2017-02-26T23:33:52	54.397052	10.202165	10.1	4.7	18	18.3	0	
2017-02-26T23:34:02	54.397497	10.202417	10.1	4.7	18	18.4	0	
2017-02-26T23:34:14	54.397987	10.202685	10.1	4.7	18	18.1	0	
2017-02-26T23:34:20	54.397987	10.202685	10.1	4.7	18	18.1	0	
2017-02-26T23:34:23	54.39843	10.202932	10.1	4.7	18	18.1	0	
2017-02-26T23:34:33	54.398873	10.203177	10.1	4.7	18	18.1	0	
2017-02-26T23:34:43	54.399318	10.203423	10.1	4.7	18	18.1	0	
2017-02-26T23:34:52	54.399673	10.203625	10.1	4.7	18	18.3	0	
2017-02-26T23:35:02	54.400162	10.203895	10.1	4.7	18	18.1	0	
2017-02-26T23:35:13	54.400603	10.204142	10.1	4.7	18	18.2	0	
2017-02-26T23:35:23	54.401047	10.204383	10	4.7	19	18	0	
2017-02-26T23:35:34	54.40158	10.204675	10	4.7	20	18	0	
2017-02-26T23:35:43	54.401973	10.204912	10	4.7	20	18.7	0	
2017-02-26T23:35:54	54.402408	10.205182	10	4.7	20	19.3	0	
2017-02-26T23:36:02	54.4028	10.205432	10	4.7	20	19.9	0	
2017-02-26T23:36:13	54.403233	10.205705	10	4.7	20	20	0	
2017-02-26T23:36:23	54.40371	10.206005	10	4.7	21	20	0	
2017-02-26T23:36:34	54.404143	10.206287	10	4.7	20	20.4	0	
2017-02-26T23:36:43	54.404528	10.20655	10	4.7	20	21.1	0	
2017-02-26T23:36:54	54.405003	10.206858	10	4.7	20	20.7	0	
2017-02-26T23:37:02	54.40535	10.20708	10	4.7	20	20.6	0	
2017-02-26T23:37:13	54.405827	10.207392	10	4.7	20	20.6	0	
2017-02-26T23:37:22	54.406262	10.207667	10	4.7	20	20.2	0	
2017-02-26T23:37:34	54.406738	10.207972	10	4.7	20	20.3	0	
2017-02-26T23:37:42	54.407128	10.208218	10	4.7	20	20.2	0	
2017-02-26T23:37:54	54.407605	10.208528	10	4.7	19	20.5	0	
2017-02-26T23:38:02	54.407998	10.208773	10	4.7	20	20.2	0	
2017-02-26T23:38:13	54.408435	10.20905	10	4.7	20	20.2	0	
2017-02-26T23:38:22	54.408825	10.209308	10	4.7	19	20.6	0	
2017-02-26T23:38:34	54.40935	10.209635	10	4.7	19	20	0	
2017-02-26T23:38:42	54.4097	10.209845	10	4.7	19	19.5	0	
2017-02-26T23:38:54	54.410223	10.21017	10	4.7	19	19.7	0	
2017-02-26T23:39:04	54.410665	10.210422	10	4.7	20	18.8	0	
2017-02-26T23:39:13	54.411107	10.210677	10	4.7	21	18.7	0	
2017-02-26T23:39:22	54.411502	10.210923	10	4.7	23	19.2	0	
2017-02-26T23:39:34	54.411983	10.21124	10	4.7	25	20.4	0	
2017-02-26T23:39:42	54.412368	10.211522	10	4.7	26	21.9	0	
2017-02-26T23:39:52	54.412788	10.211857	10	4.7	26	23.6	0	
2017-02-26T23:40:13	54.413618	10.212538	9.9	4.7	25	25.2	0	
2017-02-26T23:40:20	54.413618	10.212538	9.9	4.7	25	25.2	0	
2017-02-26T23:40:22	54.413995	10.212838	9.9	4.7	26	25	0	
2017-02-26T23:40:34	54.414493	10.213252	10	4.7	27	25.5	0	
2017-02-26T23:40:42	54.414867	10.213565	10	4.7	27	25.8	0	
2017-02-26T23:40:52	54.415278	10.213927	10	4.7	27	26.6	0	
2017-02-26T23:41:13	54.416102	10.214653	10	4.7	27	27.2	0	
2017-02-26T23:41:22	54.416508	10.215022	9.9	4.7	27	27.5	0	
2017-02-26T23:41:33	54.41696	10.215422	9.9	4.7	27	27.3	0	
2017-02-26T23:41:52	54.417742	10.21611	10	4.7	27	27	0	
2017-02-26T23:42:04	54.418192	10.21651	10	4.7	27	27.2	0	
2017-02-26T23:42:13	54.418562	10.216837	10	4.7	27	27	0	
2017-02-26T23:42:22	54.418972	10.2172	10	4.7	27	27.2	0	
2017-02-26T23:42:33	54.419423	10.217602	10	4.7	27	27.3	0	
2017-02-26T23:42:52	54.420212	10.218285	10	4.7	27	26.7	0	
2017-02-26T23:43:04	54.420665	10.218687	10	4.7	27	27.1	0	
2017-02-26T23:43:13	54.421032	10.219027	10	4.7	27	27.8	0	
2017-02-26T23:43:22	54.421402	10.219358	10	4.7	27	27.6	0	
2017-02-26T23:43:33	54.421852	10.219763	10	4.7	27	27.6	0	
2017-02-26T23:43:52	54.422637	10.220463	10	4.7	26	27.5	0	
2017-02-26T23:44:04	54.423133	10.220898	10.1	4.7	27	27.1	0	
2017-02-26T23:44:13	54.423505	10.221225	10.1	4.7	27	27	0	
2017-02-26T23:44:22	54.42392	10.221583	10.1	4.7	27	27	0	
2017-02-26T23:44:33	54.424375	10.221983	10	4.7	27	27	0	
2017-02-26T23:44:53	54.425162	10.22267	10	4.7	27	26.9	0	
2017-02-26T23:45:04	54.425618	10.223063	10	4.7	27	26.8	0	
2017-02-26T23:45:13	54.42599	10.223387	10	4.7	27	26.7	0	
2017-02-26T23:45:22	54.426363	10.223705	10	4.7	27	26.5	0	
2017-02-26T23:45:33	54.426818	10.224095	10	4.7	27	26.5	0	
2017-02-26T23:45:53	54.427685	10.224837	9.9	4.7	27	26.5	0	
2017-02-26T23:46:04	54.428093	10.225202	9.9	4.7	26	27.1	0	
2017-02-26T23:46:13	54.42846	10.225522	9.9	4.7	26	26.9	0	
2017-02-26T23:46:20	54.42846	10.225522	9.9	4.7	26	26.9	0	
2017-02-26T23:46:22	54.42887	10.225867	9.9	4.7	26	26.4	0	
2017-02-26T23:46:33	54.429318	10.226258	9.8	4.7	26	26.7	0	
2017-02-26T23:46:53	54.430095	10.226922	9.8	4.7	26	26.6	0	
2017-02-26T23:47:03	54.430505	10.227268	9.9	4.7	26	26.4	0	
2017-02-26T23:47:13	54.430915	10.227617	9.9	4.7	27	26.4	0	
2017-02-26T23:47:22	54.431323	10.227968	9.9	4.7	27	26.5	0	
2017-02-26T23:47:34	54.431817	10.228385	9.9	4.7	27	26.4	0	
2017-02-26T23:47:53	54.432587	10.229077	9.9	4.7	27	27.3	0	
2017-02-26T23:48:03	54.432953	10.229402	9.9	4.7	27	27.2	0	
2017-02-26T23:48:13	54.43336	10.22976	9.9	4.7	27	27.1	0	
2017-02-26T23:48:22	54.433725	10.230083	9.9	4.7	27	27.1	0	
2017-02-26T23:48:34	54.43421	10.230517	9.8	4.7	27	27.3	0	
2017-02-26T23:48:52	54.434938	10.231167	9.9	4.7	27	27.3	0	
2017-02-26T23:49:03	54.435432	10.231593	9.9	4.7	27	26.9	0	
2017-02-26T23:49:13	54.435837	10.231953	9.9	4.7	27	27.2	0	
2017-02-26T23:49:22	54.436203	10.232275	9.9	4.7	27	27.1	0	
2017-02-26T23:49:34	54.43665	10.23267	9.9	4.7	28	27.2	0	
2017-02-26T23:49:43	54.437012	10.233007	9.8	4.7	27	28	0	
2017-02-26T23:49:52	54.437412	10.233377	9.8	4.7	27	28.1	0	
2017-02-26T23:50:03	54.43782	10.233728	9.8	4.7	28	27.2	0	
2017-02-26T23:50:13	54.438223	10.234092	9.8	4.7	28	27.5	0	
2017-02-26T23:50:22	54.438583	10.234427	9.8	4.7	27	28	0	
2017-02-26T23:50:34	54.439067	10.234865	9.8	4.7	28	27.8	0	
2017-02-26T23:50:43	54.439468	10.235232	9.8	4.7	27	27.9	0	
2017-02-26T23:50:52	54.439828	10.235563	9.8	4.7	27	28.1	0	
2017-02-26T23:51:03	54.440232	10.235928	9.9	4.7	27	27.9	0	
2017-02-26T23:51:13	54.440677	10.236327	9.9	4.7	28	27.6	0	
2017-02-26T23:51:22	54.44104	10.236658	9.9	4.7	27	27.8	0	
2017-02-26T23:51:34	54.441485	10.237063	9.9	4.7	27	27.8	0	
2017-02-26T23:51:43	54.44185	10.237387	9.9	4.7	27	27.5	0	
2017-02-26T23:51:52	54.442217	10.237713	9.9	4.7	27	27.5	0	
2017-02-26T23:52:03	54.442663	10.238115	9.9	4.7	27	27.6	0	
2017-02-26T23:52:13	54.443072	10.238472	9.9	4.7	27	27.2	0	
2017-02-26T23:52:20	54.443072	10.238472	9.9	4.7	27	27.2	0	
2017-02-26T23:52:22	54.443475	10.23884	9.9	4.7	27	27.6	0	
2017-02-26T23:52:34	54.44396	10.239278	9.9	4.7	27	27.8	0	
2017-02-26T23:52:43	54.444322	10.239603	9.9	4.7	27	27.8	0	
2017-02-26T23:52:52	54.444687	10.239928	9.9	4.7	27	27.6	0	
2017-02-26T23:53:02	54.44509	10.240298	9.9	4.7	27	27.8	0	
2017-02-26T23:53:13	54.445495	10.240665	9.9	4.7	26	27.8	0	
2017-02-26T23:53:22	54.445903	10.241025	9.9	4.7	27	27.2	0	
2017-02-26T23:53:34	54.446353	10.241423	9.9	4.7	26	27.2	0	
2017-02-26T23:53:43	54.446722	10.241747	9.9	4.7	26	27	0	
2017-02-26T23:53:52	54.447092	10.242068	9.9	4.7	27	26.8	0	
2017-02-26T23:54:02	54.447542	10.242468	9.9	4.7	27	27	0	
2017-02-26T23:54:13	54.447992	10.242867	9.9	4.7	27	27	0	
2017-02-26T23:54:22	54.448357	10.243198	9.9	4.7	27	27.4	0	
2017-02-26T23:54:34	54.448812	10.243612	9.9	4.7	26	27.4	0	
2017-02-26T23:54:43	54.449183	10.243938	9.9	4.7	27	27.1	0	
2017-02-26T23:54:52	54.449592	10.244308	10	4.7	27	27.5	0	
2017-02-26T23:55:02	54.449958	10.244645	10	4.7	26	27.8	0	
2017-02-26T23:55:13	54.450453	10.24507	10	4.7	27	26.8	0	
2017-02-26T23:55:22	54.450783	10.245358	10	4.7	27	26.9	0	
2017-02-26T23:55:34	54.451273	10.245798	10	4.7	27	27.3	0	
2017-02-26T23:55:43	54.451682	10.246168	10	4.7	28	27.6	0	
2017-02-26T23:55:52	54.452045	10.246507	10	4.7	27	28	0	
2017-02-26T23:56:02	54.452448	10.246878	9.9	4.7	27	28.2	0	
2017-02-26T23:56:22	54.453257	10.24762	9.9	4.7	27	28	0	
2017-02-26T23:56:34	54.453705	10.248028	9.9	4.7	27	27.8	0	
2017-02-26T23:56:43	54.45407	10.248363	9.9	4.7	27	27.9	0	
2017-02-26T23:56:53	54.454477	10.248738	9.9	4.7	27	28	0	
2017-02-26T23:57:02	54.454843	10.249073	9.9	4.7	27	27.9	0	
2017-02-26T23:57:13	54.455295	10.24948	9.9	4.7	28	27.6	0	
2017-02-26T23:57:22	54.455658	10.249823	9.9	4.7	27	28	0	
2017-02-26T23:57:34	54.45618	10.250317	9.9	4.7	27	28.3	0	
2017-02-26T23:57:43	54.456545	10.250648	9.9	4.7	27	28	0	
2017-02-26T23:57:53	54.456948	10.251027	9.9	4.7	27	28.3	0	
2017-02-26T23:58:02	54.457313	10.251365	9.9	4.7	27	28.2	0	
2017-02-26T23:58:13	54.457762	10.251775	9.9	4.7	27	28	0	
2017-02-26T23:58:20	54.457762	10.251775	9.9	4.7	27	28	0	
2017-02-26T23:58:22	54.458127	10.252113	9.9	4.7	27	28.2	0	
2017-02-26T23:58:34	54.458572	10.25253	9.9	4.7	27	28.3	0	
2017-02-26T23:58:43	54.458938	10.252867	10	4.7	27	28.2	0	
2017-02-26T23:58:53	54.459347	10.253242	10	4.7	27	28.2	0	
2017-02-26T23:59:02	54.45971	10.25358	10	4.7	28	28.2	0	
2017-02-26T23:59:13	54.460195	10.254038	10	4.7	27	28.5	0	
2017-02-26T23:59:23	54.4606	10.254415	9.9	4.7	27	28.3	0	
2017-02-26T23:59:32	54.460965	10.25475	9.9	4.7	27	28.1	0	
2017-02-26T23:59:43	54.461372	10.25512	9.9	4.7	27	27.9	0	
2017-02-26T23:59:53	54.461815	10.255523	9.9	4.7	27	27.9	0	
2017-02-27T00:00:02	54.462138	10.255818	9.9	0	27	27.9	0	
2017-02-27T00:00:13	54.462623	10.256255	9.9	0	27	27.6	0	
2017-02-27T00:00:23	54.462988	10.256587	9.9	0	27	27.6	0	
2017-02-27T00:00:32	54.463395	10.256962	9.9	0	27	27.9	0	
2017-02-27T00:00:42	54.463762	10.257297	9.9	0	27	27.8	0	
2017-02-27T00:00:53	54.464248	10.257737	9.9	0	28	27.6	0	
2017-02-27T00:01:02	54.46461	10.258075	9.9	0	27	28.2	0	
2017-02-27T00:01:13	54.465055	10.258485	9.9	0	27	28.1	0	
2017-02-27T00:01:23	54.46542	10.258815	9.9	0	26	27.8	0	
2017-02-27T00:01:32	54.46583	10.25917	9.9	0	27	27.2	0	
2017-02-27T00:01:42	54.466237	10.259537	9.9	0	27	27.4	0	
2017-02-27T00:01:53	54.466645	10.2599	9.9	0	27	27.3	0	
2017-02-27T00:02:02	54.467012	10.260227	9.9	0	27	27.3	0	
2017-02-27T00:02:12	54.46746	10.26063	9.9	0	26	27.4	0	
2017-02-27T00:02:23	54.467868	10.260993	9.9	0	26	27.2	0	
2017-02-27T00:02:32	54.468277	10.261352	9.9	0	26	27	0	
2017-02-27T00:02:42	54.46868	10.261702	9.8	0	27	26.8	0	
2017-02-27T00:02:53	54.46911	10.26208	9.6	0	27	26.8	0	
2017-02-27T00:03:02	54.469448	10.262375	9.3	0	28	26.8	0	
2017-02-27T00:03:12	54.469812	10.262695	9	0	29	26.9	0	
2017-02-27T00:03:23	54.47016	10.263013	8.7	0	32	27.5	0	
2017-02-27T00:03:32	54.47049	10.263333	8.4	0	34	28.6	0	
2017-02-27T00:03:42	54.470802	10.26367	8.1	0	38	30.2	0	
2017-02-27T00:03:53	54.47109	10.26401	7.8	0	42	32.2	0	
2017-02-27T00:04:02	54.471333	10.264318	7.5	0	46	34.4	0	
2017-02-27T00:04:09	54.471535	10.264598	7.2	0	49	36.5	0	
2017-02-27T00:04:12	54.471607	10.264703	7.1	0	50	37.4	0	
2017-02-27T00:04:16	54.4717	10.264847	7	0	52	38.6	0	
2017-02-27T00:04:19	54.471768	10.264953	6.9	0	54	39.6	0	
2017-02-27T00:04:20	54.471768	10.264953	6.9	4.7	54	39.6	0	
2017-02-27T00:04:23	54.471833	10.265062	6.8	4.7	56	40.6	0	
2017-02-27T00:04:26	54.471917	10.26521	6.7	4.7	58	42	0	
2017-02-27T00:04:30	54.471977	10.265322	6.6	4.7	60	43.1	0	
2017-02-27T00:04:32	54.472037	10.265435	6.5	4.7	62	44.3	0	
2017-02-27T00:04:36	54.47211	10.265588	6.4	4.7	64	46	0	
2017-02-27T00:04:39	54.472163	10.265705	6.4	4.7	65	47.3	0	
2017-02-27T00:04:43	54.472228	10.265863	6.3	4.7	67	49.4	0	
2017-02-27T00:04:46	54.472275	10.265982	6.2	4.7	69	51	0	
2017-02-27T00:04:49	54.472322	10.266103	6.1	4.7	71	52.4	0	
2017-02-27T00:04:53	54.472362	10.266225	6.1	4.7	72	54	0	
2017-02-27T00:04:56	54.472415	10.266388	6	4.7	74	56.1	0	
2017-02-27T00:05:00	54.472453	10.26651	5.9	4.7	76	57.6	0	
2017-02-27T00:05:02	54.472488	10.266635	5.9	4.7	77	59.1	0	
2017-02-27T00:05:06	54.47253	10.2668	5.8	4.7	78	61.2	0	
2017-02-27T00:05:09	54.47256	10.266923	5.7	4.7	79	62.8	0	
2017-02-27T00:05:12	54.472587	10.267048	5.7	4.7	80	64.4	0	
2017-02-27T00:05:16	54.472612	10.267173	5.6	4.7	81	66	0	
2017-02-27T00:05:20	54.472642	10.267338	5.6	4.7	82	68.1	0	
2017-02-27T00:05:23	54.472663	10.267463	5.5	4.7	82	69.7	0	
2017-02-27T00:05:26	54.472682	10.267587	5.5	4.7	83	71.2	0	
2017-02-27T00:05:29	54.472698	10.26771	5.4	4.7	83	72.7	0	
2017-02-27T00:05:32	54.47272	10.267875	5.3	4.7	83	74.4	0	
2017-02-27T00:05:36	54.472733	10.267998	5.3	4.7	83	75.6	0	
2017-02-27T00:05:43	54.472762	10.268283	5.2	4.7	83	78.1	0	
2017-02-27T00:05:53	54.472798	10.26873	5.1	4.7	82	80.8	0	
2017-02-27T00:06:02	54.472827	10.269092	5.1	4.7	81	81.9	0	
2017-02-27T00:06:12	54.472858	10.269495	5.1	4.7	79	82.1	0	
2017-02-27T00:06:23	54.472892	10.269897	5	4.7	78	81.8	0	
2017-02-27T00:06:32	54.472932	10.270293	5	4.7	77	80.7	0	
2017-02-27T00:06:43	54.472973	10.270683	5	4.7	76	79.5	0	
2017-02-27T00:06:53	54.473028	10.271078	5	4.7	75	78.1	0	
2017-02-27T00:07:02	54.47308	10.271468	5	4.7	74	77.3	0	
2017-02-27T00:07:12	54.47313	10.271855	5	4.7	73	77	0	
2017-02-27T00:07:23	54.473185	10.27224	5	4.7	71	76.6	0	
2017-02-27T00:07:32	54.473245	10.272627	4.9	4.7	69	75.9	0	
2017-02-27T00:07:43	54.473317	10.273053	5	4.7	66	74.7	0	
2017-02-27T00:07:53	54.47339	10.273445	5.1	4.7	63	73.1	0	
2017-02-27T00:08:02	54.473463	10.273798	5.1	4.7	60	71.4	0	
2017-02-27T00:08:12	54.47356	10.274185	5.2	4.7	57	68.3	0	
2017-02-27T00:08:23	54.473675	10.274565	5.3	4.7	55	64.9	0	
2017-02-27T00:08:32	54.473798	10.27494	5.3	4.7	54	61.7	0	
2017-02-27T00:08:43	54.473942	10.275308	5.4	4.7	54	58.3	0	
2017-02-27T00:08:53	54.474088	10.27568	5.5	4.7	55	56.7	0	
2017-02-27T00:09:02	54.474222	10.276025	5.7	4.7	54	56.2	0	
2017-02-27T00:09:12	54.474393	10.27646	5.9	4.7	54	55.8	0	
2017-02-27T00:09:23	54.47456	10.276868	6.1	4.7	54	55.3	0	
2017-02-27T00:09:32	54.474732	10.277288	6.3	4.7	54	54.9	0	
2017-02-27T00:09:53	54.475088	10.278158	6.6	4.7	54	54.7	0	
2017-02-27T00:10:02	54.475275	10.278605	6.7	4.7	54	54.4	0	
2017-02-27T00:10:12	54.475462	10.27906	6.9	4.7	54	54.5	0	
2017-02-27T00:10:20	54.475462	10.27906	6.9	4.7	54	54.5	0	
2017-02-27T00:10:23	54.475652	10.27952	7	4.7	54	54.6	0	
2017-02-27T00:10:32	54.475845	10.279983	7.1	4.7	55	54.2	0	
2017-02-27T00:10:52	54.476235	10.28094	7.3	4.7	54	54.3	0	
2017-02-27T00:11:02	54.476438	10.28142	7.4	4.7	54	53.9	0	
2017-02-27T00:11:13	54.47664	10.281907	7.4	4.7	54	54.2	0	
2017-02-27T00:11:23	54.476847	10.28239	7.5	4.7	54	53.9	0	
2017-02-27T00:11:32	54.477055	10.282875	7.5	4.7	54	53.7	0	
2017-02-27T00:11:44	54.477282	10.283412	7.6	4.7	54	53.9	0	
2017-02-27T00:11:52	54.47747	10.283848	7.6	4.7	54	53.7	0	
2017-02-27T00:12:03	54.4777	10.284383	7.6	4.7	55	53.6	0	
2017-02-27T00:12:13	54.477887	10.284828	7.7	4.7	55	53.8	0	
2017-02-27T00:12:23	54.478095	10.285323	7.7	4.7	55	53.8	0	
2017-02-27T00:12:32	54.478305	10.28582	7.7	4.7	55	53.9	0	
2017-02-27T00:12:44	54.478538	10.286372	7.7	4.7	55	54	0	
2017-02-27T00:12:52	54.478727	10.286823	7.7	4.7	55	54	0	
2017-02-27T00:13:03	54.478962	10.287375	7.7	4.7	55	53.9	0	
2017-02-27T00:13:13	54.47915	10.287828	7.7	4.7	55	54.1	0	
2017-02-27T00:13:23	54.47938	10.288383	7.7	4.7	55	54.3	0	
2017-02-27T00:13:34	54.47959	10.288887	7.7	4.7	54	54.2	0	
2017-02-27T00:13:44	54.479803	10.289388	7.8	4.7	55	54	0	
2017-02-27T00:13:52	54.479975	10.289788	7.8	4.7	55	53.7	0	
2017-02-27T00:14:03	54.480207	10.290345	7.8	4.7	55	54.1	0	
2017-02-27T00:14:13	54.480438	10.290902	7.8	4.7	54	54.2	0	
2017-02-27T00:14:23	54.48065	10.291408	7.8	4.7	54	54.1	0	
2017-02-27T00:14:34	54.480883	10.29196	7.8	4.7	54	53.9	0	
2017-02-27T00:14:44	54.481077	10.29241	7.8	4.7	54	53.7	0	
2017-02-27T00:14:52	54.481273	10.29286	7.8	4.7	54	53.3	0	
2017-02-27T00:15:03	54.481518	10.293417	7.9	4.7	54	53.1	0	
2017-02-27T00:15:14	54.48174	10.293933	8	4.7	54	53.2	0	
2017-02-27T00:15:23	54.481942	10.294402	8.1	4.7	54	53.2	0	
2017-02-27T00:15:34	54.482188	10.294982	8.2	4.7	54	53.3	0	
2017-02-27T00:15:44	54.482415	10.295515	8.3	4.7	54	53.5	0	
2017-02-27T00:15:52	54.482623	10.295997	8.3	4.7	54	53.4	0	
2017-02-27T00:16:03	54.482882	10.296588	8.4	4.7	54	53.2	0	
2017-02-27T00:16:14	54.483115	10.297133	8.5	4.7	54	53.4	0	
2017-02-27T00:16:20	54.483115	10.297133	8.5	4.7	54	53.4	0	
2017-02-27T00:16:23	54.483348	10.297682	8.5	4.7	54	53.4	0	
2017-02-27T00:16:34	54.483585	10.29823	8.5	4.7	55	53.3	0	
2017-02-27T00:16:43	54.483793	10.298727	8.6	4.7	54	53.5	0	
2017-02-27T00:16:52	54.484028	10.29928	8.6	4.7	54	53.6	0	
2017-02-27T00:17:03	54.48429	10.299887	8.6	4.7	55	53.3	0	
2017-02-27T00:17:14	54.484527	10.30044	8.6	4.7	55	53.6	0	
2017-02-27T00:17:23	54.484738	10.300942	8.6	4.7	55	53.8	0	
2017-02-27T00:17:34	54.485023	10.301608	8.6	4.7	55	53.7	0	
2017-02-27T00:17:43	54.485238	10.30211	8.7	4.7	55	53.6	0	
2017-02-27T00:17:52	54.48545	10.302613	8.7	4.7	55	53.8	0	
2017-02-27T00:18:03	54.485712	10.30323	8.7	4.7	55	54	0	
2017-02-27T00:18:14	54.485948	10.303792	8.7	4.7	55	54	0	
2017-02-27T00:18:23	54.486162	10.304302	8.7	4.7	55	54.2	0	
2017-02-27T00:18:34	54.486423	10.304923	8.7	4.7	55	54.3	0	
2017-02-27T00:18:43	54.486635	10.305435	8.7	4.7	55	54.2	0	
2017-02-27T00:18:52	54.486877	10.306007	8.8	4.7	55	54.1	0	
2017-02-27T00:19:03	54.487145	10.306647	8.9	4.7	55	54.1	0	
2017-02-27T00:19:14	54.487415	10.307293	9	4.7	55	54.1	0	
2017-02-27T00:19:23	54.487637	10.307828	9.1	4.7	55	54.2	0	
2017-02-27T00:19:34	54.48791	10.308488	9.2	4.7	55	54.2	0	
2017-02-27T00:19:43	54.488137	10.309028	9.2	4.7	55	54.1	0	
2017-02-27T00:19:52	54.488363	10.309577	9.3	4.7	55	54.4	0	
2017-02-27T00:20:03	54.488643	10.310247	9.3	4.7	55	54.3	0	
2017-02-27T00:20:12	54.488848	10.310737	9.4	4.7	55	54.3	0	
2017-02-27T00:20:23	54.489125	10.311417	9.4	4.7	55	54.6	0	
2017-02-27T00:20:34	54.489408	10.312095	9.4	4.7	55	54.5	0	
2017-02-27T00:20:43	54.48964	10.31265	9.4	4.7	55	54.4	0	
2017-02-27T00:20:52	54.489868	10.313212	9.4	4.7	55	54.8	0	
2017-02-27T00:21:03	54.490182	10.313952	9.5	4.7	56	54.2	0	
2017-02-27T00:21:12	54.49041	10.314515	9.5	4.7	57	54.9	0	
2017-02-27T00:21:23	54.490685	10.31521	9.5	4.7	57	55.4	0	
2017-02-27T00:21:32	54.490908	10.315778	9.5	4.7	58	55.7	0	
2017-02-27T00:21:43	54.491152	10.316415	9.5	4.7	58	56.3	0	
2017-02-27T00:21:53	54.491392	10.317055	9.5	4.7	58	56.7	0	
2017-02-27T00:22:04	54.491653	10.31776	9.6	4.7	58	56.9	0	
2017-02-27T00:22:12	54.491843	10.318273	9.6	4.7	58	57	0	
2017-02-27T00:22:20	54.491843	10.318273	9.6	4.7	58	57	0	
2017-02-27T00:22:23	54.492105	10.318977	9.5	4.7	58	57.1	0	
2017-02-27T00:22:32	54.492315	10.319555	9.5	4.7	58	57.3	0	
2017-02-27T00:22:43	54.492605	10.320323	9.5	4.7	58	57.1	0	
2017-02-27T00:22:53	54.492845	10.320963	9.5	4.7	58	57.1	0	
2017-02-27T00:23:04	54.493112	10.321663	9.5	4.7	58	56.8	0	
2017-02-27T00:23:12	54.493303	10.322177	9.5	4.7	58	57.1	0	
2017-02-27T00:23:23	54.493545	10.322818	9.5	4.7	59	56.9	0	
2017-02-27T00:23:32	54.493793	10.323455	9.6	4.7	60	56.6	0	
2017-02-27T00:23:43	54.494027	10.324103	9.6	4.7	61	57.6	0	
2017-02-27T00:23:53	54.494258	10.324753	9.6	4.7	61	58.1	0	
2017-02-27T00:24:04	54.49451	10.325485	9.6	4.7	62	59.1	0	
2017-02-27T00:24:12	54.494693	10.32603	9.7	4.7	62	59.6	0	
2017-02-27T00:24:23	54.49497	10.326858	9.9	4.7	62	60	0	
2017-02-27T00:24:32	54.495173	10.32749	10	4.7	62	60.6	0	
2017-02-27T00:24:42	54.49541	10.328195	10.1	4.7	62	60.3	0	
2017-02-27T00:24:53	54.495665	10.328982	10.2	4.7	62	60.7	0	
2017-02-27T00:25:04	54.4959	10.329703	10.3	4.7	62	60.7	0	
2017-02-27T00:25:12	54.496092	10.330282	10.3	4.7	62	60.5	0	
2017-02-27T00:25:22	54.496352	10.331085	10.4	4.7	62	60.7	0	
2017-02-27T00:25:33	54.496617	10.331887	10.5	4.7	62	60.2	0	
2017-02-27T00:25:42	54.496805	10.332475	10.5	4.7	63	60.6	0	
2017-02-27T00:25:53	54.497067	10.33327	10.6	4.7	64	60.4	0	
2017-02-27T00:26:03	54.49734	10.334107	10.6	4.7	64	61.4	0	
2017-02-27T00:26:12	54.497552	10.334787	10.7	4.7	64	61.7	0	
2017-02-27T00:26:22	54.497783	10.335543	10.7	4.7	65	62.1	0	
2017-02-27T00:26:33	54.498028	10.336387	10.7	4.7	66	62.9	0	
2017-02-27T00:26:42	54.498205	10.337005	10.8	4.7	66	63.4	0	
2017-02-27T00:26:52	54.498422	10.337778	10.8	4.7	67	63.9	0	
2017-02-27T00:27:03	54.498672	10.338717	10.8	4.7	67	64.8	0	
2017-02-27T00:27:12	54.49886	10.339423	10.8	4.7	67	65.2	0	
2017-02-27T00:27:22	54.499045	10.34013	10.7	4.7	68	65.6	0	
2017-02-27T00:27:33	54.499258	10.340982	10.8	4.7	67	66	0	
