length_from_data_set,width,iwrap_type_from_dataset,mean_speed,top_speed,std_speed,Speed_mode,Speed_median,ROT_mean,ROT_max,ROT_median,ROT_min,ROT_mode
181,32,General cargo ship,17.032972109595775,19.7,1.144176562951913,18,17.1,-0.032685833640496376,19.7,-1.0,-21.6,-1.0
82,16,General cargo ship,12.960169491525425,14.7,1.0553194380500317,13,13.0,1.0872881355932202,30.2,1.0,-25.7,-4.0
140,23,General cargo ship,12.789559282431247,51.2,4.659979180466176,15,14.3,6.14883249043088e-06,0.4,0.0,0.0,0.0
183,32,Oil products tanker,12.183780880773362,14.0,0.950453852589752,12,12.0,0.22209989258861448,25.7,1.0,-14.5,-1.0
157,26,General cargo ship,13.20225903614458,14.3,0.5665298121806649,13,13.2,0.326144578313253,42.9,1.0,-35.0,-1.0
100,17,General cargo ship,11.502299636195312,17.2,3.506560935219109,13,12.6,-0.029320994351263195,102.9,-1.0,-86.4,-3.0
100,17,General cargo ship,10.478797342473866,36.9,3.445784227293268,12,11.6,0.04988870551394355,102.9,1.0,-75.0,1.0
110,18,General cargo ship,10.7834132617175,13.3,0.9836409390519684,11,10.9,-0.03864484088922994,45.7,-1.0,-64.5,-1.0
142,21,Oil products tanker,10.226604221578409,17.1,5.910896965048519,15,13.6,1.7426536258087001e-06,0.4,0.0,0.0,0.0
249,44,Oil products tanker,11.197509503211426,13.3,1.3016544210546854,11,11.3,0.21540175645562984,14.5,1.0,-16.1,-1.0
108,17,Oil products tanker,8.918509655829952,15.1,4.716617997129798,12,10.5,-0.017241218148847482,71.4,-1.0,-64.5,-1.0
82,10,General cargo ship,7.956026660242514,10.6,1.2403531045889091,8,8.2,-0.08728418854894403,150.2,-1.0,-107.2,-2.0
121,16,Oil products tanker,11.245926281683676,15.6,2.7670711647008503,12,12.0,-0.02446811560958825,78.7,-1.0,-57.9,-3.0
169,24,General cargo ship,11.300747555661928,41.4,4.835360296729459,12,11.8,7.039130526597355e-07,0.2,0.0,0.0,0.0
103,15,Oil products tanker,10.608432618025752,15.4,4.2189492367683945,13,12.5,0.01004062947067237,102.9,-1.0,-82.5,-4.0
183,32,Oil products tanker,11.692335390946505,13.2,0.7418212998549577,12,11.6,-0.3313528806584363,19.7,-1.0,-16.1,-2.0
140,20,General cargo ship,11.152211097204841,13.0,0.7386714689577122,11,11.3,-0.13282575441524128,42.9,-1.0,-32.5,-1.0
168,25,General cargo ship,14.541037596647582,17.2,1.050904640871595,14,14.6,-0.011692144248362188,54.7,-1.0,-54.7,-2.0
158,23,General cargo ship,12.812487022180273,18.1,4.3720959293341535,15,14.5,-0.021033978291646983,67.9,1.0,-57.9,1.0
170,27,General cargo ship,16.640201805629314,18.1,0.9163258313318804,17,16.9,0.15375464684014878,177.2,1.0,-171.6,1.0
103,14,General cargo ship,9.416899142170418,14.8,2.8006626642419907,11,10.1,0.00018403612337459892,17.9,18.0,0.0,18.0
229,32,General cargo ship,10.597305535235307,14.2,2.108461606618244,9,9.6,0.2451353328456473,25.7,1.0,-19.7,-1.0
118,18,Oil products tanker,11.214560534034591,15.4,2.592081593478045,12,11.8,4.045716597552343e-06,0.2,0.0,0.0,0.0
353,54,General cargo ship,14.598202093764224,17.1,2.0899701837871327,16,15.2,0.2702548930359581,14.5,1.0,-21.6,1.0
229,32,General cargo ship,10.056747404844293,12.4,1.4878327721625633,10,10.3,0.019930795847750832,30.2,-1.0,-25.7,-1.0
218,27,General cargo ship,16.299542590217055,21.5,4.47501614183881,19,18.2,-0.018670496302391315,42.9,-1.0,-48.6,-2.0
244,42,Oil products tanker,11.274082112497736,14.4,1.6866791847007858,12,11.8,0.2035359016096944,25.7,1.0,-45.7,-1.0
183,28,Oil products tanker,12.019623007516875,15.4,1.8045250849941925,12,12.4,1.5314521995482225e-05,0.4,0.0,0.0,0.0
133,16,General cargo ship,10.952939197712558,13.7,1.2402297505652058,12,11.1,-0.1952541137555014,57.9,-1.0,-48.6,-3.0
90,12,General cargo ship,7.85185385290741,11.0,2.1703510419318457,9,8.5,-0.014916086985885072,111.6,1.0,-107.2,-3.0
88,12,General cargo ship,10.25543971968681,13.1,2.234293484180653,11,10.9,-0.0860362503785093,82.5,1.0,-82.5,2.0
157,26,General cargo ship,14.014765562306547,15.5,1.158851669885728,14,14.4,0.15389200962971455,30.2,-1.0,-25.7,-1.0
88,14,General cargo ship,8.66812790059197,11.8,2.3346266052787508,9,9.2,0.0306580817919923,94.5,1.0,-116.1,2.0
229,38,General cargo ship,10.620110747545937,12.8,0.8908489599365501,10,10.6,0.20395167379813745,25.7,1.0,-23.6,-1.0
83,13,General cargo ship,9.023490909090908,51.2,2.3374572088247443,10,9.8,1.9138755980861244e-06,0.2,0.0,0.0,0.0
75,16,General cargo ship,0.2645971875865891,10.9,1.5790456305901508,0,0.0,0.014739193682460518,90.4,-1.0,-94.5,-3.0
55,7,Oil products tanker,7.771258960190238,71.0,2.5769932057138245,9,8.6,0.3271910765914496,145.0,1.0,-155.4,1.0
110,18,General cargo ship,10.683824412506505,13.9,2.6031699435081155,11,11.3,0.05035830097281716,51.6,1.0,-61.1,1.0
160,26,Oil products tanker,13.845169781012011,18.0,3.639069975953408,16,15.1,0.14039230106736078,51.6,1.0,-45.7,1.0
96,13,General cargo ship,8.578861495844876,12.1,1.9424235384380435,10,9.3,-1.1441939058171746,292.9,-4.0,-322.5,-10.0
148,23,General cargo ship,10.278777667151717,16.8,3.8077288397108466,11,10.8,0.011823723132509494,78.7,1.0,-51.6,2.0
185,26,General cargo ship,13.953599582657088,17.0,0.9435094150987996,14,14.1,0.0493778499111214,40.2,-1.0,-40.2,-2.0
237,32,General cargo ship,18.305477174694463,21.2,1.123171167982044,18,18.2,-0.02449227174694464,40.2,-5.0,-45.7,5.0
190,28,General cargo ship,11.892393554775404,15.3,1.4386514428508357,12,11.9,-0.03159600324061576,32.5,-1.0,-45.7,1.0
195,32,Oil products tanker,11.305099861826402,13.8,0.8144342415877318,11,11.4,0.03458108277854543,32.5,-1.0,-30.2,1.0
78,11,General cargo ship,8.45624187608319,12.3,2.030245756587979,8,8.8,-0.037965771230502585,67.9,1.0,-86.4,1.0
180,28,General cargo ship,13.399179710612664,16.7,1.8238583681333,14,13.8,0.08010058630520146,42.9,-1.0,-45.7,-1.0
240,38,General cargo ship,10.523374425912495,12.1,1.3507582308161472,11,10.9,0.19091128837321736,23.6,1.0,-30.2,1.0
168,26,General cargo ship,10.166917464660283,11.7,0.6313023811875665,10,10.1,0.4878020975832194,27.9,1.0,-23.6,2.0
250,44,Oil products tanker,12.635554612337296,14.4,1.1942278471173622,14,12.7,0.036205432937181634,21.6,1.0,-25.7,1.0
183,33,Oil products tanker,12.510239915234996,14.4,1.0084687022827512,13,12.6,-0.03920381442518731,37.5,-1.0,-45.7,1.0
88,13,General cargo ship,8.640753529358872,11.4,2.0538258107459515,10,9.2,0.22787159428108986,98.6,1.0,-98.6,3.0
162,23,Oil products tanker,11.701470133768929,15.0,3.6809479118238695,14,13.3,0.28819919650346565,54.7,1.0,-45.7,-1.0
90,14,General cargo ship,11.373684210526314,12.0,0.1593113836455646,11,11.3,6.405263157894738,27.9,8.0,-21.6,-1.0
189,28,General cargo ship,11.09527567686068,13.0,1.1278269741348326,12,11.0,0.14866820124958896,48.6,1.0,-32.5,1.0
161,25,General cargo ship,12.551678917474105,14.9,1.6014105034357913,14,13.2,0.33448045439358504,35.0,1.0,-40.2,1.0
88,13,General cargo ship,9.945208368015091,11.4,1.5584394628991969,10,10.2,-0.21252982631374512,35.0,-1.0,-42.9,-1.0
82,12,General cargo ship,8.864459920568331,12.5,2.1565192895844363,10,9.4,0.00041813503384236856,212.5,1.0,-225.0,-1.0
184,27,Oil products tanker,11.730513938018374,16.3,2.108379097140776,12,12.0,0.15465224372517533,27.9,1.0,-42.9,1.0
190,26,General cargo ship,10.418867692307693,12.9,2.3945438344560768,11,11.1,0.3828184615384615,40.2,1.0,-40.2,2.0
154,25,Oil products tanker,12.0027444042133,64.0,4.616104513954473,14,14.3,0.03321058262014484,54.7,1.0,-48.6,-1.0
140,22,General cargo ship,15.185534510707278,20.5,3.98128074464278,16,16.2,-0.019708216022523668,51.6,-1.0,-71.4,-1.0
95,16,Oil products tanker,7.03035620743845,13.2,4.2033680282751815,7,7.2,0.4373493975903616,51.6,1.0,-32.5,1.0
143,23,General cargo ship,10.632006590803767,12.5,0.7457071327863136,11,10.6,0.10617630400082384,51.6,1.0,-35.0,1.0
88,14,General cargo ship,8.768660857237139,51.2,2.6731614213286266,10,9.6,2.444360249813618e-06,0.2,0.0,0.0,0.0
199,32,General cargo ship,10.70884697130712,12.9,1.3849553618078212,11,11.0,0.2303400637619554,25.7,1.0,-21.6,-1.0
148,25,General cargo ship,14.65132017756556,19.5,4.557460734678894,16,16.2,-0.06255754094079903,54.7,-1.0,-64.5,-1.0
254,43,General cargo ship,10.146948795884967,11.3,0.6878527552847553,10,10.2,0.2698620528407762,25.7,1.0,-11.4,1.0
154,25,General cargo ship,11.259340154971786,14.5,1.6322786394206683,12,11.5,-0.3783768460271606,40.2,-1.0,-35.0,-2.0
90,15,General cargo ship,9.701028615679084,51.2,2.432190731388689,10,10.3,2.922203633760219e-06,0.2,0.0,0.0,0.0
87,12,General cargo ship,9.838670212765956,12.9,1.8500683803539253,10,10.0,-0.09764557670772674,64.5,1.0,-82.5,-8.0
229,32,General cargo ship,10.989955935717989,12.7,0.8978761997767222,11,11.0,-0.0006868843960601289,27.9,1.0,-37.5,-1.0
183,32,Oil products tanker,13.240853658536587,15.6,2.130575841606353,14,14.1,-0.050938086303939936,25.7,-1.0,-27.9,-1.0
250,44,Oil products tanker,11.57713630187697,15.9,1.6719303629398974,12,11.7,-0.005984004686317756,32.5,-1.0,-37.5,-1.0
229,32,General cargo ship,10.644915045555283,11.8,1.2106798456213652,12,11.3,0.2338340310268407,23.6,1.0,-21.6,1.0
274,48,Oil products tanker,13.503907708722329,16.1,1.4938938231078582,13,13.2,-0.033155508135502755,21.6,-1.0,-27.9,-1.0
144,24,Oil products tanker,10.696472864200087,14.0,2.3707890763016644,12,11.4,0.12517013852903586,54.7,1.0,-51.6,2.0
82,12,Oil products tanker,8.235779629273914,51.2,1.6801292666869283,9,8.6,8.003585606351645e-07,0.2,0.0,0.0,0.0
99,14,General cargo ship,9.270613298091812,25.8,2.4807258574420508,10,9.7,-0.0021183780131198908,0.2,-709.0,-708.7,-709.0
240,44,Oil products tanker,11.338389010610275,13.9,1.5294988461118135,12,11.9,0.005955047881637581,23.6,-1.0,-23.6,1.0
144,22,Oil products tanker,11.091692640921336,15.1,2.8542096734220546,12,11.9,0.0044614084209414215,61.1,1.0,-32.5,1.0
225,32,General cargo ship,11.738272221429591,14.0,1.3558456916791577,12,12.1,0.11526608646026534,32.5,1.0,-21.6,1.0
144,23,Oil products tanker,9.181800215594684,14.4,3.3665331132624443,12,10.4,9.581985866570848e-06,0.4,0.0,0.0,0.0
183,27,Oil products tanker,11.985174842926952,16.1,2.424912049505037,12,12.2,0.11088087833978548,35.0,1.0,-42.9,-1.0
200,32,General cargo ship,11.068347151644826,13.1,1.6841041347747248,11,11.3,0.34189622893821875,45.7,1.0,-42.9,1.0
83,11,General cargo ship,7.740588849941826,11.5,2.949643851371413,9,8.9,-0.05745473947873515,111.6,-1.0,-107.2,-3.0
130,20,Oil products tanker,10.499269203528426,18.3,2.805563201083716,12,11.5,0.029627841092009537,42.9,-1.0,-64.5,-2.0
117,18,Oil products tanker,12.407190635451505,13.5,0.6338148229581554,12,12.4,-0.12067307692307687,35.0,1.0,-35.0,-3.0
188,32,Oil products tanker,12.476747263697085,38.2,2.6060357757175536,13,12.8,3.1138582260349687e-06,0.2,0.0,0.0,0.0
127,20,Oil products tanker,10.574791232425683,14.3,2.8951156750077085,12,11.6,-0.06618961007925868,51.6,-1.0,-57.9,-2.0
240,38,General cargo ship,11.763393651735392,13.6,1.1903699947311943,12,12.1,0.10820231385345597,30.2,-1.0,-30.2,-1.0
199,32,General cargo ship,11.823673687016795,14.8,1.6347185614445745,12,11.9,0.0772060783790989,23.6,1.0,-23.6,-1.0
80,12,General cargo ship,6.98420369946481,26.3,2.6936837927991415,8,7.7,0.07196843355896362,94.5,1.0,-111.6,3.0
252,44,Oil products tanker,11.421523178807947,12.4,0.6075218569594834,12,11.6,-0.16642384105960265,14.5,-1.0,-19.7,2.0
200,32,General cargo ship,11.665006440532418,14.6,1.6411801196712494,12,11.9,0.430425075139545,45.7,1.0,-40.2,1.0
180,28,Oil products tanker,13.311538225737236,16.8,1.962120571496225,15,14.0,0.04925510391760158,27.9,1.0,-37.5,1.0
250,44,Oil products tanker,11.786148720278664,15.3,1.904654220174616,12,12.2,-0.013976980160533082,48.6,1.0,-37.5,-1.0
249,44,Oil products tanker,12.577618981737686,17.3,1.9628473559141009,13,12.9,0.008332872163807408,35.0,-1.0,-40.2,-1.0
134,23,General cargo ship,13.326886138773403,17.4,3.6614490269382887,15,14.6,0.006521318766315387,61.1,-1.0,-57.9,2.0
200,32,General cargo ship,10.640057171265225,13.1,1.0512249549889168,11,10.9,0.21618195376584634,35.0,1.0,-27.9,1.0
88,13,General cargo ship,9.299852868431405,12.8,1.944635123157577,10,9.7,-0.03432731700511156,75.0,-1.0,-120.7,-3.0
165,24,General cargo ship,15.199869960988295,17.6,1.8655538878192508,17,15.5,0.23901170351105336,27.9,1.0,-25.7,1.0
186,28,General cargo ship,12.414960358497071,14.8,1.3814867637742474,13,12.9,0.1901068597035505,21.6,1.0,-21.6,-1.0
108,18,General cargo ship,8.812641921397379,10.4,1.4151519960893306,9,9.0,-0.14823144104803496,35.0,-1.0,-40.2,-1.0
218,27,General cargo ship,17.095276460193457,20.7,4.466194789734554,18,18.3,-0.25316336495535713,54.7,-1.0,-45.7,2.0
182,32,Oil products tanker,12.26730676445045,17.0,2.3771462946272788,14,12.6,1.041792917108945,40.2,1.0,-45.7,1.0
81,11,General cargo ship,7.581748860518867,12.2,3.586779810169783,10,9.2,-0.00735964400665326,78.7,-1.0,-64.5,-4.0
129,20,Oil products tanker,11.06368680540866,15.3,3.7622129292168167,13,12.4,-0.12867207966545716,57.9,1.0,-54.7,1.0
160,24,General cargo ship,12.410297515886773,20.0,7.30566781371243,18,16.5,7.221259387637204e-06,0.2,0.0,0.0,0.0
229,32,General cargo ship,10.381325832781824,13.4,2.9465184497668324,12,11.4,0.04837855724685638,32.5,1.0,-40.2,-1.0
205,26,General cargo ship,15.891052235835293,22.4,4.788489149194201,17,17.3,0.10626425633281313,37.5,1.0,-40.2,-1.0
176,24,General cargo ship,11.513348030152185,13.8,1.1923458739891135,12,11.8,0.20380457971839008,30.2,1.0,-25.7,1.0
100,18,General cargo ship,12.173735618997677,17.0,3.267377790763815,14,13.3,-0.046365241170052855,86.4,1.0,-125.4,1.0
189,28,General cargo ship,12.749432098765435,14.9,0.7126838187521529,13,12.7,0.30996119929453264,48.6,1.0,-30.2,-2.0
100,13,General cargo ship,9.9619945720579,13.0,2.7353266008792674,11,10.8,-0.030186044682190036,86.4,-1.0,-86.4,1.0
136,21,General cargo ship,10.857095203148976,13.6,2.6302611793593047,12,11.6,0.09251451064113683,64.5,1.0,-61.1,-1.0
141,21,General cargo ship,15.068613113117495,18.8,4.033685961816578,17,16.5,0.2298026989867853,40.2,1.0,-45.7,-1.0
255,43,General cargo ship,10.676128016789088,14.0,1.6660340186274492,12,10.7,0.1996327387198321,35.0,1.0,-30.2,1.0
200,32,General cargo ship,11.21962989197804,13.6,1.6530799028036842,12,11.9,0.11110324065875687,37.5,1.0,-27.9,1.0
229,38,General cargo ship,8.970183444373461,51.2,1.3496801282666562,10,9.3,3.6506342977092276e-05,0.4,0.0,0.0,0.0
140,22,General cargo ship,8.9581213804046,16.8,6.232279939071071,0,12.0,-0.023584291947639825,71.4,1.0,-71.4,1.0
123,17,Oil products tanker,11.438296087041644,14.9,3.6766800509521262,13,12.8,1.1187872346376528e-05,0.4,0.0,0.0,0.0
400,59,General cargo ship,16.02331691689777,20.8,2.5855167863321125,16,16.3,0.017208568423065868,30.2,1.0,-37.5,1.0
182,32,Oil products tanker,12.61249856470318,16.1,1.9908744134844911,13,13.2,0.28239177861981857,40.2,1.0,-40.2,-2.0
89,11,General cargo ship,7.584822382003274,10.5,1.7234170448871682,8,8.0,-0.06457748985548517,116.1,1.0,-111.6,2.0
173,25,General cargo ship,13.82278981243371,17.4,3.4213562626293035,14,14.5,0.09154862049426844,54.7,-1.0,-42.9,-2.0
88,13,General cargo ship,7.975761357963058,10.4,1.859789124465514,9,8.7,-0.3035197204193709,140.0,-1.0,-48.6,-1.0
144,23,Oil products tanker,9.898555602818515,14.9,3.2533961632449864,12,11.3,-0.05580995357955284,54.7,-1.0,-71.4,-1.0
92,15,General cargo ship,9.683903898200466,12.0,1.3736380360239988,11,9.9,-0.015906177294525422,54.7,-1.0,-67.9,1.0
80,12,General cargo ship,8.515514287113039,12.2,1.8321063839567868,9,8.9,0.04073989458052514,86.4,1.0,-90.4,2.0
83,13,General cargo ship,8.947022467303514,51.2,2.372407326737197,10,9.6,4.099872903939978e-06,0.4,0.0,0.0,0.0
134,20,General cargo ship,11.609212897237086,51.2,4.414954097688642,14,13.6,9.100505988132941e-07,0.2,0.0,0.0,0.0
109,16,General cargo ship,11.30728758752782,16.3,3.4955783276541355,13,12.5,-0.017974705138842573,75.0,-1.0,-82.5,2.0
144,24,Oil products tanker,11.659842565768294,14.0,0.7953099446280207,12,11.7,0.11830392415064525,57.9,1.0,-71.4,-4.0
292,45,General cargo ship,9.037753058954392,11.1,1.8361860830548409,10,9.6,-0.013793103448275862,21.6,-1.0,-25.7,-1.0
160,24,General cargo ship,12.824263246297145,14.2,0.7888303329364088,12,12.9,0.228126431516262,42.9,1.0,-51.6,-1.0
250,38,General cargo ship,10.448881582493398,14.4,4.296861596841139,13,12.1,0.15543577858028348,37.5,1.0,-25.7,1.0
100,20,Oil products tanker,10.359425857745052,14.0,3.8558981101655267,12,12.1,0.14551518062003094,90.4,-1.0,-45.7,-1.0
180,30,General cargo ship,13.006511867905054,15.1,0.7329877484925014,13,13.0,0.15993808049535604,42.9,1.0,-27.9,1.0
225,32,General cargo ship,10.821293729372938,13.9,2.149223652411996,11,11.0,0.1967524752475247,17.9,1.0,-23.6,1.0
98,16,General cargo ship,11.962783038287359,15.0,2.9569227115395837,14,13.9,-0.6354466858789626,27.9,-1.0,-42.9,4.0
129,17,Oil products tanker,6.7842194836572505,33.4,2.8247557066155595,8,7.8,0.3124739777234117,71.4,2.0,-64.5,2.0
229,33,General cargo ship,4.641442331439862,78.8,5.060905016486772,0,2.2,0.27038775006174365,32.5,1.0,-23.6,-1.0
74,12,General cargo ship,7.018392813051984,13.1,4.0939050622927615,10,9.0,-0.005283850259254357,111.6,-1.0,-111.6,2.0
229,38,General cargo ship,11.303888997459447,13.8,1.8214047237978368,12,11.8,0.11631815516904435,27.9,1.0,-25.7,-1.0
237,44,Oil products tanker,12.035747755638274,16.4,2.6583125487536954,14,12.2,-0.08594263192467702,19.7,-1.0,-25.7,1.0
144,23,Oil products tanker,9.640620759572641,59.8,3.3589669732515186,12,10.9,-0.05472198393511658,61.1,-1.0,-57.9,-2.0
225,32,General cargo ship,11.409626624160753,14.2,1.624191741259586,12,11.7,0.2301357291213834,37.5,1.0,-40.2,1.0
250,44,Oil products tanker,11.17004674824694,14.3,2.32326655929729,13,11.9,-0.006565378798295072,21.6,1.0,-14.5,1.0
180,30,General cargo ship,12.487499643905075,15.4,0.8445867208688623,12,12.5,0.11631199612568728,37.5,1.0,-27.9,-1.0
107,18,General cargo ship,10.268278236217283,76.8,1.9455930053335728,11,10.6,-0.044719789399078634,61.1,1.0,-78.7,1.0
75,10,General cargo ship,9.001152737752163,10.5,1.1931816768096892,9,9.1,-0.033036416033534195,75.0,1.0,-71.4,2.0
117,16,General cargo ship,10.228574191364887,14.0,2.5010453770172494,11,10.9,0.04209012232268045,98.6,-1.0,-75.0,-2.0
172,25,General cargo ship,15.1732023252875,17.1,0.9408303651882796,16,15.4,-0.005737394161506393,48.6,1.0,-42.9,2.0
90,14,General cargo ship,8.798067409139671,11.4,1.7854572054085418,9,9.2,0.01861430765549869,90.4,-1.0,-71.4,-1.0
90,14,General cargo ship,9.656732230288704,13.3,3.8026010095645537,12,11.1,-0.04899544149924026,102.9,-1.0,-78.7,3.0
249,44,Oil products tanker,11.435450298172979,15.1,2.1007225698844,12,11.9,0.029437459642192423,37.5,-1.0,-32.5,-2.0
108,15,General cargo ship,7.2432796851252865,9.5,1.254444531529835,8,7.4,0.08428744008417441,61.1,1.0,-61.1,2.0
180,30,General cargo ship,11.73947716257894,13.6,0.7415493889712299,12,11.8,-0.01427522396827727,19.7,-1.0,-17.9,-1.0
133,22,General cargo ship,12.844875237544413,17.4,3.7454259933042624,14,14.2,0.07677022225894407,57.9,1.0,-54.7,2.0
177,23,General cargo ship,9.742041373365897,23.9,3.600463729762025,12,11.3,-0.13314897284872862,35.0,-1.0,-48.6,1.0
249,44,Oil products tanker,11.4721363115693,13.2,1.274308966968115,13,11.5,-0.006271477663230267,19.7,1.0,-25.7,1.0
144,23,Oil products tanker,10.797481629320512,14.6,2.6540241562538545,12,11.9,-0.019609906559012995,57.9,-1.0,-51.6,-2.0
200,32,General cargo ship,10.96483921982077,15.0,4.295444310687039,14,12.3,0.17837638376383766,30.2,1.0,-35.0,1.0
90,14,General cargo ship,10.400832879695157,14.6,3.419899538466668,11,11.4,0.056796407185628735,54.7,1.0,-42.9,2.0
295,46,General cargo ship,9.838828786453432,11.1,1.4005576877061967,11,10.4,-0.15216368767638755,12.9,-1.0,-17.9,1.0
88,13,General cargo ship,9.397906437801957,12.8,1.5739891991693742,10,9.8,-0.2188224203621509,45.7,-1.0,-51.6,-3.0
237,32,General cargo ship,16.762282889529413,21.4,1.7903157193145052,17,17.0,0.009207126749204743,45.7,5.0,-40.2,5.0
120,21,General cargo ship,12.495150693502971,15.1,3.145692641891695,14,13.4,-0.06421941808322032,32.5,-1.0,-37.5,1.0
144,22,Oil products tanker,10.755129783523138,15.0,2.08284861221985,12,11.6,0.1949471632297117,75.0,1.0,-42.9,-2.0
120,13,General cargo ship,7.314808679421373,10.0,1.4371484339658198,8,7.7,1.9669785347643496,708.7,-1.0,-708.7,709.0
111,16,General cargo ship,10.479675382962757,14.9,3.2994172355733604,12,11.7,0.02901687832011418,82.5,1.0,-78.7,1.0
229,32,General cargo ship,10.874248813916711,12.5,1.2493577690120168,11,11.0,0.27116499736425936,27.9,1.0,-16.1,2.0
144,24,Oil products tanker,11.337831174565792,12.9,1.343665270382333,12,11.6,0.24918126287901085,37.5,1.0,-40.2,2.0
90,15,General cargo ship,9.753185801512227,12.2,1.6655933767868911,10,10.1,0.0007687683887500396,48.6,49.0,0.0,49.0
400,59,General cargo ship,17.057721355460597,22.0,2.766085553858626,18,17.7,0.02312431680413398,23.6,-1.0,-23.6,-1.0
174,26,General cargo ship,14.82593315442791,17.8,1.260488749725679,15,15.1,0.00976762625030493,40.2,-1.0,-35.0,-2.0
225,32,General cargo ship,12.126671348314606,14.4,1.2444923320542234,12,12.1,1.404494382022472e-05,0.2,0.0,0.0,0.0
190,30,General cargo ship,12.575825354270394,14.5,0.6912357336115226,12,12.6,0.110455764075067,30.2,1.0,-32.5,1.0
149,24,Oil products tanker,10.739349007561435,14.5,2.533764076891403,12,11.3,0.04067521266540645,71.4,-1.0,-48.6,4.0
137,19,General cargo ship,13.022998626706519,16.0,2.2742132155530497,14,13.8,0.20959689797237246,57.9,1.0,-51.6,4.0
90,12,Oil products tanker,7.161721703636791,11.7,3.5103418377265565,9,8.7,0.13697179564388234,125.4,1.0,-111.6,-3.0
168,25,General cargo ship,14.143613504732304,17.0,1.570071380737144,15,14.6,0.09900833451052407,48.6,-1.0,-35.0,-2.0
132,19,Oil products tanker,10.291769389786387,29.0,4.0222557172916975,12,12.1,0.2339713651328383,37.5,1.0,-42.9,2.0
150,23,General cargo ship,13.173479188133518,51.2,4.181668957071321,16,14.6,1.917040090100884e-06,0.2,0.0,0.0,0.0
244,42,Oil products tanker,11.663766257556329,13.8,1.264487533428382,12,12.0,0.10227147829272763,23.6,1.0,-27.9,-4.0
135,21,Oil products tanker,10.912464956360752,16.5,1.5149042907539507,11,10.8,-0.0769677334038614,51.6,-1.0,-64.5,2.0
199,30,General cargo ship,15.676794786834547,18.7,1.858653074091646,16,15.7,0.3541197260879169,40.2,1.0,-42.9,2.0
119,14,General cargo ship,10.132132598400744,51.2,1.5717462477834792,10,10.3,1.5526744817948918e-05,0.4,0.0,0.0,0.0
90,14,Oil products tanker,9.579861606317515,12.8,0.8289167739844783,10,9.6,0.03429997623009271,94.5,1.0,-90.4,-3.0
144,23,Oil products tanker,10.149739554265727,100.4,2.944536763704832,12,11.3,-0.013098560107154815,51.6,1.0,-64.5,4.0
156,24,Oil products tanker,11.004420787157166,51.2,2.2135228459370087,12,11.4,4.850013337536678e-06,0.2,0.0,0.0,0.0
304,40,General cargo ship,18.366435562805872,22.9,2.592734788456159,19,18.5,-0.012384448069603001,23.6,1.0,-23.6,1.0
87,13,General cargo ship,7.895652055688492,97.1,3.3287464533584643,9,9.2,0.06943930824450725,98.6,1.0,-94.5,2.0
117,16,Oil products tanker,11.010095517348615,14.6,3.0833443040394517,12,12.1,0.05640055089075479,111.6,5.0,-64.5,-5.0
183,27,Oil products tanker,13.148413875137164,16.7,1.4376085057526746,14,13.4,-0.027426934385444683,42.9,1.0,-42.9,1.0
104,15,General cargo ship,11.443514736725907,13.5,2.0761184657252043,12,12.0,-0.11632630533171436,501.6,-1.0,-501.6,10.0
285,50,Oil products tanker,14.607211538461538,17.5,2.15060095305375,17,15.6,0.12960972850678731,32.5,1.0,-27.9,1.0
197,32,General cargo ship,8.324905378751533,51.2,4.224843761158162,10,10.1,0.2064475718321872,37.5,1.0,-32.5,-1.0
228,42,Oil products tanker,9.592229203896927,14.1,2.1144194886115213,10,10.3,-0.034057762149074806,23.6,-1.0,-30.2,-1.0
183,32,Oil products tanker,10.151724137931033,14.0,4.206686430230277,13,12.1,0.3234313171283211,30.2,1.0,-23.6,-1.0
182,32,Oil products tanker,11.998176100628937,14.7,1.4842050896232013,12,12.2,0.34614255765199164,40.2,1.0,-48.6,-2.0
142,20,General cargo ship,10.90434765705992,18.0,4.6859686034837535,14,12.7,0.31417038150528714,61.1,1.0,-71.4,-1.0
183,32,Oil products tanker,14.388829165692918,17.0,1.4211409047326684,15,14.7,0.010796915167095151,37.5,-1.0,-27.9,-1.0
134,22,Oil products tanker,14.056341790408087,16.7,0.969732715240431,14,14.2,-0.19811797923987884,61.1,-1.0,-48.6,-4.0
190,28,General cargo ship,11.165248157248156,14.1,1.515318276113771,12,11.6,0.3397346437346437,42.9,1.0,-42.9,1.0
48,11,Oil products tanker,7.462584995143138,10.7,2.6752251777568152,9,8.5,0.7300439974858579,182.8,1.0,-225.0,8.0
90,14,General cargo ship,8.422350213485073,11.9,2.6246771636234283,9,9.2,0.13372492672931072,111.6,-1.0,-107.2,-3.0
88,13,General cargo ship,10.172841187687276,14.2,1.92085489309472,11,10.5,1.089621356578589e-05,0.2,0.0,0.0,0.0
108,14,General cargo ship,7.813759091715451,9.8,1.5894557940592584,8,8.0,-0.009565371651587736,64.5,-1.0,-61.1,1.0
225,32,General cargo ship,11.894504699927694,14.4,0.8161178471493509,12,12.0,0.32911730352077423,40.2,1.0,-30.2,-1.0
148,25,General cargo ship,16.042804763580893,20.2,4.181898288838143,18,17.5,0.16014900856505926,40.2,1.0,-54.7,-1.0
90,13,General cargo ship,7.816078332227242,11.0,2.264019774416912,9,8.7,-0.07789084473659262,107.2,-1.0,-120.7,-8.0
