length_from_data_set,width,iwrap_type_from_dataset,mean_speed,top_speed,std_speed,Speed_mode,Speed_median,ROT_mean,ROT_max,ROT_median,ROT_min,ROT_mode
143,23,General cargo ship,12.625469667888096,15.8,0.7075572920760701,13,12.6,0.19856336881288894,40.2,1.0,-37.5,4.0
229,33,General cargo ship,10.45800395256917,11.4,0.44809143404922097,11,10.5,0.15081521739130435,16.1,1.0,-25.7,2.0
122,16,General cargo ship,12.884580446971633,16.9,3.0947463552618486,14,13.9,0.03349998679682069,64.5,1.0,-57.9,-3.0
144,24,Oil products tanker,11.047763781560647,14.0,2.3195770092845307,11,11.4,0.051341731063610035,48.6,1.0,-64.5,1.0
183,32,Oil products tanker,12.579200743494422,14.6,1.2552270163481658,12,12.5,0.011161710037174729,30.2,-1.0,-27.9,-1.0
132,16,General cargo ship,8.75740184054737,12.5,3.181506939095572,10,9.7,0.08750899064972427,42.9,1.0,-40.2,-1.0
148,25,General cargo ship,14.203951210746215,20.5,4.969804446960885,15,15.3,-0.09609820746664267,57.9,-1.0,-42.9,-1.0
100,17,Oil products tanker,11.008246051720539,15.2,4.142742350683844,13,12.6,0.08821615799712051,102.9,-1.0,-98.6,-2.0
243,42,Oil products tanker,13.091585956416464,15.3,2.4862836289183416,15,14.1,-0.20234059725585155,19.7,-1.0,-21.6,-1.0
129,20,Oil products tanker,12.806135193220065,14.8,0.9170508318043056,12,12.7,-0.14948704432099266,48.6,1.0,-67.9,1.0
119,14,General cargo ship,7.231651840601724,9.7,1.7328626818059705,8,7.6,0.01280224681179335,45.7,1.0,-61.1,1.0
142,19,General cargo ship,14.223843874790676,15.8,1.0289281727062096,14,14.2,-0.0049851861393791115,32.5,1.0,-57.9,4.0
315,50,Oil products tanker,12.971141430137653,18.2,3.308856282500884,16,13.6,-0.1458521135339262,30.2,-1.0,-19.7,-1.0
88,12,General cargo ship,9.388151257410065,13.6,1.8754830693193238,10,9.6,0.10435214845907437,78.7,1.0,-102.9,-1.0
142,21,General cargo ship,13.084340348782566,51.2,4.219952520911857,14,14.5,5.0805908727184974e-06,0.4,0.0,0.0,0.0
168,25,General cargo ship,14.786183815148695,21.1,3.183778811801482,18,15.2,0.10478706869754432,35.0,-1.0,-51.6,2.0
147,21,General cargo ship,10.714309505508584,12.1,0.7739274472196072,11,10.8,0.29128875224186523,42.9,1.0,-42.9,2.0
250,44,Oil products tanker,11.435857740585776,14.3,2.163069963313048,12,12.3,0.03832635983263598,19.7,1.0,-17.9,-1.0
88,13,General cargo ship,9.866720826989752,51.2,1.6294686760752894,10,10.1,2.558755421363049e-06,0.2,0.0,0.0,0.0
75,14,Oil products tanker,10.612120790425829,12.9,1.3959178122312117,10,10.6,0.05224046757584193,45.7,1.0,-94.5,-3.0
199,32,General cargo ship,10.30619425173439,13.8,1.311374818155602,10,10.2,0.2650024777006937,32.5,1.0,-25.7,1.0
90,15,General cargo ship,9.930504085819015,12.4,1.9403410310161784,10,10.3,0.12421226081985408,71.4,-1.0,-78.7,-2.0
129,19,Oil products tanker,11.460362901434724,15.6,3.3346580404123567,13,12.5,-0.04480078177053262,54.7,-1.0,-51.6,1.0
164,23,Oil products tanker,13.179026872316742,16.3,2.2673154504624256,14,13.8,0.8248688185721099,2.2,2.0,0.0,2.0
133,23,General cargo ship,11.325578618662753,102.2,5.289226937275664,12,12.2,-0.10377479794268916,45.7,-1.0,-48.6,-2.0
190,24,General cargo ship,10.350310165843778,11.4,0.6988764578806491,11,10.5,0.14668945436131156,35.0,1.0,-23.6,1.0
199,30,General cargo ship,15.912679197196555,19.2,2.317355057609041,14,14.6,-0.0006796219602846497,17.9,1.0,-21.6,-1.0
137,19,General cargo ship,10.783506498208013,14.6,4.121105839821223,12,12.1,-0.0733374361944756,45.7,-5.0,-48.6,-5.0
182,33,Oil products tanker,10.992124169716686,12.9,1.7590721005296477,12,11.8,0.3093805069811576,42.9,1.0,-30.2,2.0
292,45,General cargo ship,11.989944134078211,14.7,2.3210390240675616,14,13.1,0.04032740028582568,21.6,-1.0,-17.9,-1.0
192,26,General cargo ship,11.897514810536904,17.1,3.5003227909334558,13,13.1,-0.005454748686612754,30.2,-1.0,-30.2,-2.0
244,43,Oil products tanker,12.604941400063353,13.9,0.7297461479729159,13,12.8,-0.010326259106746921,19.7,-1.0,-17.9,-2.0
199,32,General cargo ship,10.711756517337383,12.7,1.1588555503169329,11,11.0,0.2956719817767653,35.0,1.0,-30.2,-1.0
250,44,Oil products tanker,11.014228124258953,13.7,1.31243052643056,12,11.3,0.01901825942613232,32.5,1.0,-19.7,-1.0
274,48,Oil products tanker,13.821779774189633,16.6,2.063002708056174,15,14.6,-0.06559426975840718,21.6,-1.0,-19.7,-1.0
180,30,General cargo ship,11.598698460953829,15.7,1.537692140250026,12,11.8,0.11171385141554244,37.5,-1.0,-42.9,-2.0
149,24,Oil products tanker,10.322232382345767,13.3,2.7821035377039034,12,11.2,0.17048280907095836,45.7,1.0,-45.7,4.0
141,17,Oil products tanker,7.523149787535411,10.5,2.836638382823837,9,8.5,0.23742917847025505,57.9,1.0,-75.0,4.0
82,11,General cargo ship,7.3531832298136655,10.6,0.9137418717913794,7,7.3,0.06800229543613287,120.7,1.0,-98.6,8.0
108,18,General cargo ship,9.457079055012938,11.7,2.0218881414152508,11,10.2,0.02168795391935889,45.7,-1.0,-40.2,2.0
103,16,Oil products tanker,8.703423013767841,12.2,1.8125250120372527,8,8.0,-0.1964380447139067,42.9,-1.0,-45.7,-2.0
240,42,Oil products tanker,9.798808637379002,12.5,3.2893034143573523,10,10.5,0.19285182427401332,35.0,1.0,-19.7,1.0
116,17,General cargo ship,10.35005467468562,13.6,2.806164168344352,12,11.3,0.01597412064880628,42.9,1.0,-48.6,2.0
190,28,General cargo ship,11.960299345182412,15.0,2.043795044615647,13,12.7,0.06245088868101027,40.2,-1.0,-35.0,-1.0
200,24,General cargo ship,11.227452761627905,13.6,0.8066287433695108,11,11.0,0.1640715843023256,40.2,-1.0,-51.6,-2.0
252,45,Oil products tanker,11.465611096571578,14.2,1.7157964990566383,12,11.9,0.04661083485998428,23.6,1.0,-37.5,1.0
146,24,Oil products tanker,12.180338098479693,15.5,3.027708242385001,14,13.0,-0.09203539823008856,42.9,-1.0,-35.0,-1.0
235,38,General cargo ship,7.82235841081995,9.5,1.5346814637327064,9,8.5,0.27941673710904474,32.5,1.0,-17.9,1.0
91,16,General cargo ship,10.290168997169085,14.4,2.386419658725161,10,10.6,-0.13096851677103885,98.6,-1.0,-140.0,-2.0
157,23,General cargo ship,11.805098602441586,16.4,3.597180909548788,13,12.5,0.14307020935756498,78.7,-1.0,-45.7,2.0
156,24,Oil products tanker,11.631197028489735,15.3,2.3026940137596794,12,11.6,0.2325627999591545,82.5,1.0,-57.9,-1.0
88,13,General cargo ship,9.304777533412283,12.1,2.170511966581284,10,9.9,-0.09695144645576044,75.0,-1.0,-71.4,-1.0
190,32,General cargo ship,9.786748417721519,11.5,0.7480647426925601,10,10.0,0.1948180379746836,35.0,1.0,-19.7,-1.0
89,16,General cargo ship,8.373585066243013,12.4,3.068260594873266,9,9.4,0.04180827824902834,67.9,-1.0,-116.1,-1.0
229,32,General cargo ship,10.25357142857143,10.3,0.05078745001833773,10,10.3,0.021428571428571432,1.6,1.0,-1.6,1.0
100,17,Oil products tanker,11.366146752156508,18.0,4.331928115055423,13,13.0,0.12912656795590866,71.4,-1.0,-75.0,-1.0
189,28,General cargo ship,10.64425945945946,11.7,0.5027110947422553,11,10.7,0.041383783783783705,23.6,1.0,-30.2,1.0
134,23,General cargo ship,14.111695627077484,20.4,4.9051432885709865,17,16.0,0.01082880515913298,67.9,1.0,-75.0,2.0
235,32,General cargo ship,11.969827586206891,14.0,2.4115448897366107,13,12.8,0.21603970741901776,32.5,1.0,-30.2,1.0
100,17,Oil products tanker,11.490526371531455,16.0,3.2334299719430395,13,12.4,0.29207794958695193,94.5,1.0,-102.9,-2.0
88,12,General cargo ship,9.250336638511444,11.6,1.7768756755295103,10,9.6,-0.03666299424654178,64.5,1.0,-107.2,-3.0
108,15,General cargo ship,9.742618733509234,102.2,2.7145018638254856,10,10.4,2.198768689533861e-06,0.2,0.0,0.0,0.0
190,28,General cargo ship,9.005005567365117,14.4,4.774417530966833,11,11.2,-3.186258730640753,86.4,-1.0,-98.6,-2.0
248,44,Oil products tanker,10.550414937759337,11.2,0.7866458925953385,11,10.7,0.1949948132780084,16.1,1.0,-16.1,-2.0
184,27,Oil products tanker,11.409759432393479,14.4,2.202762095079835,12,11.9,0.028010790436421417,17.9,1.0,-10.0,1.0
250,44,Oil products tanker,11.0813646270799,13.7,1.420720686791419,12,11.4,0.2879644888628993,27.9,1.0,-30.2,1.0
88,12,General cargo ship,10.432646391284614,12.6,1.4853800066281413,10,10.6,1.8157058556513844e-05,0.2,0.0,0.0,0.0
237,44,Oil products tanker,11.934097237095735,14.1,1.1839650248358229,12,12.3,-0.001313628899835811,30.2,-1.0,-32.5,-1.0
104,17,Oil products tanker,10.831234866828089,15.2,3.4970051706902514,13,12.4,-0.05574638211611017,64.5,-1.0,-40.2,-4.0
400,59,General cargo ship,16.710968854989556,21.2,2.3441073831854093,18,17.0,0.01563001301492176,25.7,-1.0,-25.7,1.0
200,32,General cargo ship,11.111947605186558,13.6,2.2050560571854803,12,11.7,0.11338978565758134,35.0,1.0,-42.9,1.0
180,30,General cargo ship,10.683164710643464,12.0,0.5084842713077145,11,10.7,0.04357210306218806,40.2,-1.0,-40.2,-1.0
237,44,Oil products tanker,11.028002972571272,14.0,1.3062059922439448,11,11.0,-0.0012228077286853222,17.9,-1.0,-21.6,-1.0
137,19,General cargo ship,12.120821033210332,14.6,2.901147300543767,12,12.9,0.25452029520295205,54.7,5.0,-35.0,5.0
151,23,General cargo ship,13.358659432344586,18.8,3.1030540315656747,14,14.2,0.016264428121720912,48.6,1.0,-48.6,1.0
172,24,General cargo ship,15.686406059786284,18.6,1.7711972234079345,17,16.2,0.10222507777627488,71.4,-1.0,-42.9,-2.0
180,32,General cargo ship,12.165105566218813,14.1,1.5864753482831595,12,12.0,0.3069097888675624,35.0,1.0,-23.6,-2.0
141,22,General cargo ship,13.372270521069664,83.2,1.9597353927412864,14,13.4,-0.0194643322051549,51.6,-1.0,-45.7,1.0
183,32,Oil products tanker,12.6088493356731,14.4,1.8261719844975104,14,13.4,0.3548508398094761,32.5,1.0,-25.7,1.0
400,59,General cargo ship,17.592275253221928,21.6,2.301343831018774,18,18.0,0.09795845978008122,21.6,1.0,-37.5,-1.0
190,29,General cargo ship,11.487554425307286,24.8,0.7436180402206563,12,11.5,0.2988787423419257,54.7,1.0,-40.2,1.0
229,32,General cargo ship,11.087286432160802,12.6,0.7291297772586728,11,11.2,0.3950251256281407,19.7,1.0,-23.6,1.0
190,32,General cargo ship,11.795887221934814,15.0,2.5462147339464103,14,13.0,-0.10964821520951916,75.0,-2.0,-40.2,-4.0
244,42,Oil products tanker,10.243395929912783,13.3,2.9003606622952947,12,11.0,0.04976820931877112,27.9,1.0,-23.6,1.0
229,38,General cargo ship,10.360203203030824,12.6,1.0046865947871575,10,10.4,0.1994058894437748,23.6,1.0,-19.7,1.0
116,17,General cargo ship,9.832004310344828,12.9,3.2153900539387807,11,11.1,-0.3153178879310345,45.7,-1.0,-71.4,1.0
249,44,Oil products tanker,10.538431172800204,13.8,1.535450565843416,9,10.1,0.004571501337068648,21.6,-1.0,-17.9,1.0
141,17,Oil products tanker,8.125987075255368,11.7,2.6393310098771448,9,9.0,0.16750885970398166,71.4,1.0,-61.1,4.0
237,32,General cargo ship,15.743108136930788,20.3,2.1499032689902253,17,16.2,-0.04264956809214035,45.7,-35.0,-45.7,-35.0
146,18,General cargo ship,11.339567284051794,13.5,2.8997276369400145,12,12.3,-0.08309293558433042,67.9,-1.0,-82.5,-1.0
122,16,General cargo ship,10.00413957176844,13.2,2.8547468290821003,11,11.0,-0.03645255088554058,48.6,-1.0,-64.5,-1.0
250,44,Oil products tanker,11.807401203336525,14.6,1.6751323618685825,12,12.1,0.008936141118556,27.9,-1.0,-23.6,-1.0
88,12,General cargo ship,8.423047287183136,11.1,1.9798176404085983,9,8.9,-0.07963240165885503,61.1,1.0,-75.0,4.0
292,45,General cargo ship,11.60563696369637,14.3,1.6728627178528148,11,11.4,0.00042244224422441346,16.1,1.0,-17.9,1.0
90,13,General cargo ship,9.840832942580672,12.0,0.9142158441984732,10,9.8,-0.09280446736860053,67.9,-1.0,-90.4,-3.0
100,17,General cargo ship,10.642871375909136,11.6,0.2869595787132655,11,10.6,-0.0859420145461791,45.7,-1.0,-57.9,-2.0
82,11,General cargo ship,7.979044553616804,9.9,1.9075612630432104,9,8.4,-0.1424445197357276,57.9,1.0,-75.0,-3.0
250,44,Oil products tanker,12.396114236261358,16.0,1.7476794065545254,12,12.4,-0.03391172652531372,21.6,-1.0,-30.2,-1.0
90,14,General cargo ship,10.062512635379061,12.2,1.6684888526830333,10,10.4,9.626955475330929e-06,0.2,0.0,0.0,0.0
190,28,General cargo ship,11.97863054232743,15.8,1.3970771729509721,11,11.9,0.11034259558925516,42.9,1.0,-32.5,2.0
186,31,Oil products tanker,12.02652672687332,15.4,1.9244346722310108,12,12.3,0.07619233585550403,45.7,-1.0,-48.6,-1.0
179,27,General cargo ship,13.972054411181526,70.4,2.7920145424885434,14,14.1,2.9929142754528657e-06,0.4,0.0,0.0,0.0
82,11,General cargo ship,7.517304779315747,11.2,1.7484107010230348,8,7.8,-0.03890310786106032,111.6,-1.0,-171.6,2.0
250,44,Oil products tanker,12.029105307029731,14.2,1.4790582250332092,11,11.7,-0.018393998332870254,16.1,1.0,-14.5,1.0
141,17,Oil products tanker,8.579148913506604,10.9,1.4067932351174384,9,9.0,0.11447592671495528,78.7,1.0,-48.6,4.0
225,32,General cargo ship,10.97176326655452,13.4,1.2675601078033054,11,11.2,-0.6479369934240711,57.9,-1.0,-37.5,-4.0
90,13,General cargo ship,8.13412580254955,10.4,2.259585255240025,9,9.0,9.304922303898764e-06,0.2,0.0,0.0,0.0
180,32,General cargo ship,11.280880966663807,14.3,2.4469343133273243,13,12.1,0.16701516839489247,30.2,1.0,-32.5,1.0
190,29,General cargo ship,10.857771003648793,13.1,0.8199014199921422,11,11.0,0.25969239296106417,48.6,1.0,-37.5,-2.0
229,32,General cargo ship,3.366341225286796,14.2,4.758640757098714,0,0.0,0.13063216988040027,30.2,1.0,-27.9,1.0
228,32,Oil products tanker,11.948511108279176,15.0,1.2625115612977909,12,11.9,0.35576228707361623,23.6,1.0,-35.0,1.0
100,16,General cargo ship,8.945113268608415,11.8,2.9060731813178218,10,10.0,-0.049684466019417485,64.5,-1.0,-64.5,1.0
182,30,General cargo ship,13.010665104014064,14.7,1.3556697611273254,13,13.1,0.3386170524465281,37.5,1.0,-16.1,1.0
144,23,Oil products tanker,11.103048264182897,12.1,0.30732165479364165,11,11.1,-0.006548123059554047,21.6,-1.0,-17.9,-2.0
229,32,General cargo ship,11.588576183991526,13.2,1.01501943452596,12,11.8,0.36185504614919056,25.7,1.0,-27.9,1.0
240,38,General cargo ship,11.464409141583054,13.0,0.8137179464643431,11,11.4,0.2566332218506132,23.6,1.0,-23.6,-1.0
190,32,General cargo ship,10.86408924205379,12.5,1.6805058203623933,12,11.7,0.35293398533007336,51.6,1.0,-45.7,2.0
93,15,Oil products tanker,10.354681368367174,14.0,3.2522600178032923,12,11.5,-0.0008403002900528808,107.2,-1.0,-94.5,-3.0
240,43,General cargo ship,10.399149453219927,12.5,1.508543730376262,11,11.0,0.2150668286755772,19.7,1.0,-11.4,-1.0
103,16,General cargo ship,14.064790494058785,15.7,0.8193787539579853,14,14.0,-0.15666041275797396,94.5,1.0,-150.2,1.0
228,35,General cargo ship,8.896419533227107,13.2,4.827337700927243,12,11.6,0.22368544380916675,32.5,1.0,-35.0,1.0
250,44,Oil products tanker,12.146285522488252,14.5,1.4693330080680218,13,12.7,-0.003938241217274525,25.7,-1.0,-32.5,-2.0
246,42,Oil products tanker,11.27690734483372,14.6,2.129942641183393,12,11.6,0.19987551129290407,17.9,1.0,-16.1,1.0
120,15,General cargo ship,10.107882077761595,12.9,2.2621160160779716,12,10.8,0.03248157465024935,54.7,-1.0,-45.7,-1.0
280,50,Oil products tanker,11.829151785714288,51.2,3.5288751260839586,14,13.3,0.025915178571428568,231.4,231.0,0.0,231.0
229,38,General cargo ship,9.964821066846724,11.6,1.544950929714179,11,10.5,0.4073148773351339,23.6,1.0,-21.6,-1.0
157,22,General cargo ship,16.081880952380953,17.0,0.5657509157821216,16,16.3,0.418,57.9,1.0,-51.6,2.0
182,32,Oil products tanker,11.246159936658753,13.6,2.6058579035886544,13,12.4,0.10459224069675377,27.9,1.0,-23.6,-1.0
250,44,Oil products tanker,11.944969420277376,15.4,1.7470041723652483,12,12.2,-0.015162804720475516,32.5,-1.0,-27.9,-3.0
87,12,General cargo ship,8.086340852130327,9.2,1.366844106823328,8,8.3,-0.034282133906194105,45.7,1.0,-40.2,-2.0
250,43,General cargo ship,9.70910726332359,11.5,0.8492701685131002,10,9.7,0.2188666516752867,23.6,1.0,-19.7,1.0
134,23,General cargo ship,14.016751869337284,19.8,4.607664990579638,17,15.7,0.008355448780624067,57.9,1.0,-71.4,1.0
169,24,General cargo ship,15.518593361932721,18.9,1.4034160492988437,15,15.2,-0.06375479792278166,57.9,-1.0,-64.5,1.0
229,32,General cargo ship,11.499030041762092,14.0,0.6199061368241183,12,11.5,-0.1521352552876196,19.7,1.0,-30.2,1.0
139,20,General cargo ship,15.53408762638421,16.5,0.4445494048963405,16,15.6,-0.7642753972075107,708.7,1.0,-708.7,2.0
194,28,General cargo ship,15.591917882225824,17.1,0.5880625253992637,15,15.4,-0.17786061588330634,27.9,-1.0,-27.9,-1.0
274,48,Oil products tanker,12.500261882938327,15.5,2.3163713323479644,13,13.2,-0.06761817467591988,16.1,-1.0,-16.1,1.0
199,32,General cargo ship,11.425778132482042,12.7,0.6227358347599912,11,11.4,0.2247140196860868,32.5,1.0,-10.0,1.0
132,18,General cargo ship,12.075712462781794,15.0,1.355786821307795,11,11.6,-0.11363958599177655,37.5,1.0,-54.7,-3.0
250,44,Oil products tanker,11.42428801586318,15.1,2.305524762871644,13,12.1,-0.059573677035568214,27.9,-1.0,-30.2,-1.0
251,44,Oil products tanker,11.862969370641716,16.3,1.8895679951742232,12,12.1,-0.02530496954717981,27.9,-1.0,-40.2,-1.0
183,32,Oil products tanker,11.198066013408972,12.3,0.7701577901262676,11,11.1,0.24051057246003096,19.7,1.0,-19.7,1.0
235,32,General cargo ship,11.313504250068547,14.0,1.7800869918429512,12,11.7,0.02046887853029891,30.2,-1.0,-35.0,1.0
229,32,General cargo ship,9.507549239353333,14.6,4.297166371979617,12,11.3,0.5109685726548714,40.2,1.0,-30.2,1.0
246,42,Oil products tanker,11.032081330427255,14.2,2.2143757335287275,12,12.0,0.2013734213119159,27.9,1.0,-30.2,1.0
229,32,General cargo ship,10.098364485981307,11.2,0.6396146726871413,10,10.2,0.10728971962616823,19.7,1.0,-25.7,-1.0
144,23,Oil products tanker,11.442861816992039,14.6,2.2060162932757663,12,11.9,0.07582433562365942,45.7,1.0,-42.9,-2.0
229,38,General cargo ship,10.35668804397618,12.3,0.9510155793150088,10,10.5,0.5822033898305085,27.9,1.0,-19.7,-1.0
250,44,Oil products tanker,10.378305327601927,14.6,2.0289998780886367,12,10.8,0.2388215882940385,30.2,1.0,-30.2,1.0
252,44,Oil products tanker,11.455476522085155,14.4,1.8863033765910893,12,12.0,0.08632610425785914,32.5,1.0,-32.5,2.0
244,44,Oil products tanker,12.536150568181816,15.8,2.238365064031459,14,13.2,-0.17476325757575756,21.6,-1.0,-19.7,1.0
106,16,General cargo ship,9.305364364746275,11.6,1.857159382252804,10,9.7,-0.08010682945440671,45.7,-1.0,-61.1,3.0
200,32,General cargo ship,11.900800152409985,14.0,1.4194773695080405,12,12.1,0.1288150123833111,30.2,1.0,-27.9,-1.0
125,16,General cargo ship,10.03956448171853,14.0,2.70126681829319,10,10.6,0.03350253807106597,48.6,-1.0,-48.6,-2.0
140,16,Oil products tanker,8.5353395367254,9.5,0.6874982473705137,9,8.5,0.0021777865769154734,35.0,1.0,-35.0,1.0
183,27,Oil products tanker,12.494144041371966,15.1,1.9487791967140344,14,12.9,0.18214312875503846,37.5,1.0,-42.9,-1.0
235,38,General cargo ship,10.963292243284103,14.7,1.668888224079388,11,11.2,0.06299569717409008,25.7,1.0,-27.9,1.0
254,43,General cargo ship,11.092572685072074,13.0,0.7359392642011371,11,11.1,0.3099438064989006,30.2,1.0,-14.5,-1.0
180,28,General cargo ship,11.842797792924376,16.0,1.4699187282136756,12,11.9,0.375225576111652,57.9,1.0,-27.9,-1.0
138,19,General cargo ship,11.496770754675074,15.0,3.5695093871827672,13,13.0,-0.28437347310442856,40.2,-5.0,-64.5,-5.0
400,59,General cargo ship,17.726837700145566,21.9,2.6309246819961847,18,18.4,0.3264495390587093,30.2,-1.0,-30.2,-1.0
158,24,General cargo ship,16.927545382794005,18.3,0.477202924512774,17,16.9,0.528045251249671,48.6,10.0,-19.7,10.0
199,32,General cargo ship,12.26561705732844,14.4,1.079022723211395,12,12.0,-0.005492798644450717,17.9,-1.0,-21.6,1.0
144,23,Oil products tanker,11.309687658710006,13.8,1.8967943522919741,12,11.6,0.15108557643473844,71.4,-1.0,-78.7,-2.0
90,14,General cargo ship,7.702601209989072,10.7,2.197637118627196,8,8.2,0.016665334079582126,98.6,-1.0,-67.9,2.0
82,12,General cargo ship,7.084640412880063,10.3,2.39207575079583,8,7.8,0.20895321440592396,98.6,-1.0,-90.4,-2.0
132,19,Oil products tanker,12.553046198571696,15.8,2.1311570443058203,13,12.9,0.045042027428426966,51.6,1.0,-54.7,3.0
250,44,Oil products tanker,11.153260869565218,12.9,1.4520105476261145,12,11.6,0.4378313891834569,12.9,1.0,-10.0,1.0
229,32,General cargo ship,10.215042372881355,11.6,1.1429876284162968,11,10.6,0.1960216572504708,27.9,1.0,-23.6,-1.0
183,32,Oil products tanker,12.515885681125779,14.7,0.9774256212319338,12,12.6,0.0003820300788239156,30.2,-1.0,-32.5,-1.0
113,15,General cargo ship,9.417299006323397,13.0,1.4401809878070035,10,9.5,-0.07366757000903347,40.2,-1.0,-40.2,-1.0
89,14,General cargo ship,8.197676792093034,51.2,3.364474503235392,12,9.2,1.074315795127978e-05,0.4,0.0,0.0,0.0
156,24,Oil products tanker,11.257156170296252,14.0,0.6677684105310677,12,11.4,0.1807157805244916,51.6,1.0,-40.2,-1.0
111,13,General cargo ship,9.045784525664876,12.2,2.3769059620359068,12,9.7,1.0054798652656979e-05,0.2,0.0,0.0,0.0
183,32,Oil products tanker,10.322229011365025,13.0,1.4457511372541805,11,10.7,0.08588537211291708,23.6,1.0,-40.2,1.0
400,59,General cargo ship,16.57622346435155,21.7,3.0384659487953103,18,17.5,-0.01183029077718975,19.7,1.0,-23.6,1.0
225,32,General cargo ship,10.727905379298502,13.2,1.4005525255877067,12,11.0,0.24099085562186065,30.2,1.0,-21.6,-1.0
180,30,General cargo ship,11.670735723021922,13.6,1.297793871256658,12,12.0,0.15181578699783613,40.2,1.0,-40.2,2.0
189,23,General cargo ship,11.352550335570474,16.4,1.7405177793895352,12,11.7,-0.06727516778523493,42.9,-1.0,-35.0,-2.0
90,16,General cargo ship,9.386380430628103,12.5,1.7250687371611328,10,9.7,-0.01931456236463242,82.5,-1.0,-125.4,-4.0
225,32,General cargo ship,10.078268596090377,11.3,0.5078709560811797,10,10.1,0.2044173648134044,35.0,1.0,-35.0,3.0
183,32,Oil products tanker,11.692864215868301,15.9,2.592110606877132,13,12.1,0.07971283574699839,21.6,1.0,-35.0,-1.0
195,32,Oil products tanker,11.302194248758516,13.9,1.752709141167396,12,11.9,0.16870693305616508,35.0,1.0,-37.5,-1.0
80,12,General cargo ship,8.346843068730239,10.4,1.8417681741987275,9,8.8,-0.0491462805791313,107.2,-1.0,-67.9,-1.0
250,44,Oil products tanker,10.904891849704537,13.2,1.3888868174864029,12,11.2,0.2683158657598394,30.2,1.0,-30.2,-1.0
189,28,General cargo ship,11.150772254984558,12.1,0.5132022117998812,11,11.3,0.14563324908733505,21.6,1.0,-27.9,2.0
249,44,Oil products tanker,11.217833352810564,14.9,2.0132322504482945,10,10.6,-0.01579992988196795,23.6,1.0,-30.2,1.0
137,19,General cargo ship,12.734694472801516,15.9,2.575737508467033,13,13.0,0.12436925769286865,71.4,-5.0,-54.7,-5.0
183,32,Oil products tanker,11.718474374255068,14.6,2.06866796009206,12,11.9,0.13179711296517016,23.6,1.0,-32.5,-2.0
229,32,General cargo ship,10.966166077738515,12.9,1.31027643068418,12,11.2,0.3334427057041899,35.0,1.0,-27.9,1.0
138,21,General cargo ship,10.667920197740118,16.5,4.817710930375827,14,12.8,-0.2111758474576272,64.5,-1.0,-54.7,-1.0
180,32,General cargo ship,12.605808121663161,13.6,0.5679038685846798,13,12.7,0.20430351075877687,45.7,1.0,-45.7,-1.0
101,18,General cargo ship,11.597280922838314,14.3,2.934917602574882,13,12.9,0.04547305157037612,102.9,1.0,-82.5,-3.0
180,30,General cargo ship,10.54309630652399,12.9,1.7125975073526618,12,11.4,-0.028494994822229856,42.9,-1.0,-42.9,1.0
239,42,Oil products tanker,11.52976515565265,12.3,0.5374262615698344,12,11.7,0.23459858001092304,17.9,1.0,-12.9,1.0
90,15,General cargo ship,9.671926085150195,12.5,2.0933619259953637,11,10.2,-0.3012174635573779,102.9,-1.0,-64.5,-1.0
229,40,Oil products tanker,7.441400832177532,12.5,3.994001343033833,12,8.7,0.1156726768377254,25.7,1.0,-32.5,-2.0
229,38,General cargo ship,11.536396955173386,13.4,1.223833993121846,12,11.9,0.4865802086270086,27.9,1.0,-27.9,-1.0
157,23,General cargo ship,13.84141791044776,14.7,0.6704914819074708,14,14.0,-0.6807405281285879,37.5,-1.0,-35.0,-4.0
143,19,General cargo ship,11.877759815242493,17.3,3.3709996786823435,9,12.1,0.21662817551963048,42.9,1.0,-48.6,1.0
249,44,Oil products tanker,10.431808256959807,17.0,5.17080413661142,13,12.7,-0.03705432815238314,23.6,1.0,-35.0,-2.0
166,24,General cargo ship,10.744015701827161,15.4,4.540033272723735,12,12.5,0.17884907225673302,42.9,1.0,-40.2,1.0
180,30,General cargo ship,11.409911947653285,14.2,1.3233063828957825,12,11.7,0.07428306002100335,54.7,1.0,-37.5,2.0
400,59,General cargo ship,16.993700352706643,21.8,2.2221058590705467,18,17.2,0.0005060573531666923,17.9,-1.0,-21.6,-1.0
200,32,General cargo ship,9.065664320750694,12.2,2.3817481800702827,12,9.5,0.15352953721475793,23.6,1.0,-25.7,1.0
120,17,Oil products tanker,9.439310193160576,15.0,3.7436153526086016,12,10.3,-0.2711890188029175,78.7,-1.0,-75.0,1.0
200,24,General cargo ship,9.310813848920864,11.1,0.8546003572442256,10,9.4,0.1660071942446043,19.7,-1.0,-17.9,-1.0
117,16,General cargo ship,7.635574077932903,10.0,1.5084887502035864,8,8.0,5.617330693894561,511.1,-1.0,-511.1,-10.0
195,32,Oil products tanker,11.408173789017502,14.0,2.4397843847919316,13,12.1,0.11171210708212193,30.2,-1.0,-27.9,-2.0
200,24,General cargo ship,12.351136883869984,14.5,0.65412074256596,12,12.3,0.03972226461162829,27.9,1.0,-37.5,1.0
171,28,Oil products tanker,13.36066622251832,15.7,1.4906160213994033,14,13.7,0.3150699533644237,35.0,1.0,-32.5,-1.0
114,16,Oil products tanker,10.91783930467613,14.3,2.9610378495321448,12,11.8,0.018869705431234517,45.7,1.0,-45.7,-4.0
180,30,General cargo ship,13.152689609087872,14.1,0.5174433397405549,13,13.2,0.4122953558302706,30.2,1.0,-30.2,2.0
