mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed,ROT_mean,ROT_max,ROT_median,ROT_min,Speed_median,length/width
246100000,9288057,0,SUOMIGRACHT,,General cargo ship,Cargo,,,186,-1,-1,-1,-1,-1,25,174,12,13,12,0,15.542930493083256,18.9,1.5653775396077758,0.0472842230331834,51.6,0.0,-51.6,16.1,7.44
250000963,9361744,0,ARKLOW FORTUNE,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,75,15,10,4,0,10.331961057023644,11.7,2.113057799739135,0.09299026425591096,40.2,0.0,-35.0,10.9,6.428571428571429
305929000,9556820,0,FEHN CAPE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,78,10,6,6,0,8.14046259145622,10.1,1.883359705809626,0.30216190700967666,78.7,0.0,-78.7,8.5,7.333333333333333
373787000,9512056,0,KITAURA,,General cargo ship,Cargo,,,245,-1,-1,-1,-1,-1,43,212,33,17,26,0,10.701278488048915,13.7,1.0760980551941557,0.19979988882712615,25.7,0.0,-27.9,10.8,5.6976744186046515
305690000,9513658,0,BBC LONDON,,General cargo ship,Cargo,,,130,-1,-1,-1,-1,-1,17,111,19,10,7,0,5.2476439790575915,12.7,4.803743507870318,0.4615522590653482,251.1,0.0,-257.8,6.9,7.647058823529412
538007011,9720926,0,TR LADY,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,197,32,22,10,0,12.60888252148997,14.6,1.2692252871009142,0.38140401146131797,19.7,0.0,-30.2,12.9,7.15625
244150276,9827554,0,WESTERN ROCK,,General cargo ship,Cargo,,,93,-1,-1,-1,-1,-1,14,5,88,5,9,0,10.07997963858488,14.7,3.4672430522853785,0.10526851616187324,67.9,0.0,-51.6,11.2,6.642857142857143
636017792,9725861,0,HYDE PARK,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,25,119,26,7,18,0,13.892762727391705,15.5,0.7344023622573016,-0.038097107708415116,27.9,0.0,-51.6,13.9,5.8
357293000,9767089,0,GOOD HORIZON,,General cargo ship,Cargo,,,292,-1,-1,-1,-1,-1,45,251,41,28,17,0,11.603008634646521,13.9,1.4207287687809,0.0930248246087426,30.2,0.0,-21.6,11.5,6.488888888888889
232012746,9803352,0,LIVIA ROSE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,205,24,21,11,0,10.863027108433736,12.8,1.9064411014715184,0.5008032128514057,21.6,0.0,-14.5,11.7,7.15625
259777000,9332614,0,MARIKA,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,32,197,32,17,15,0,12.395119979792874,14.3,1.0772278092204386,0.1801869158878505,37.5,0.0,-30.2,12.4,7.15625
538002776,9323364,0,USMA,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,164,31,24,8,0,11.819453297376807,14.5,1.7578930307410772,0.34111301789654336,23.6,0.0,-23.6,12.5,6.09375
311018000,9488097,0,POLESIE,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,167,23,15,13,0,11.85054959785523,55.9,1.6083984796099282,0.3293029490616622,27.9,0.0,-30.2,11.9,6.785714285714286
273416080,8222367,0,SORMOVSKIY-3051,,General cargo ship,Cargo,,,119,-1,-1,-1,-1,-1,13,82,37,8,5,0,7.44691074130106,10.2,1.0494449546029911,-7.108835098335858,708.7,-0.4,-708.7,7.5,9.153846153846153
319932000,9006447,0,SEA RUBY,,General cargo ship,Cargo,,,78,-1,-1,-1,-1,-1,11,68,10,4,7,0,8.028407989140973,9.4,0.8657357262104454,0.2035291836338957,37.5,0.0,-67.9,8.2,7.090909090909091
246706000,9349447,0,SIEGEDIJK,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,91,16,4,14,0,10.431534569983137,13.0,1.5740840747255305,0.009886952720005,75.0,0.0,-64.5,10.3,5.944444444444445
311040200,9414759,0,ST.GREGORY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,28,163,17,23,5,0,11.312230083616653,12.6,0.5921794881716453,0.28679592024258016,37.5,0.0,-32.5,11.3,6.428571428571429
477023400,9755476,0,CRAMOND ISLAND,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,168,22,22,10,0,11.585670731707316,13.0,1.0238802638961388,0.2611419068736142,23.6,0.0,-23.6,11.8,5.9375
305299000,9231834,0,BJORG,,General cargo ship,Cargo,,,133,-1,-1,-1,-1,-1,22,123,10,11,11,0,11.866378199503615,18.7,4.121439563501108,-0.1263130186266891,61.1,0.0,-54.7,12.1,6.045454545454546
538002774,9323388,0,UZAVA,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,164,31,27,5,0,11.100423931215667,13.2,1.5568360222951485,0.1702651062813471,40.2,0.0,-42.9,11.5,6.09375
538008196,9282508,0,FORTIES,,Oil products tanker,Tanker,,,252,-1,-1,-1,-1,-1,44,217,35,28,16,0,12.066721138639958,15.5,2.1921706982890745,0.08336847654190828,27.9,0.0,-27.9,12.4,5.7272727272727275
636018514,9778301,0,CIELO ROSSO,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,36,193,35,23,13,0,12.208014354066984,14.1,1.2031755022278998,0.0350478468899521,30.2,0.0,-25.7,11.9,6.333333333333333
246598000,9419280,0,BEATRIX,,General cargo ship,Cargo,,,157,-1,-1,-1,-1,-1,18,140,17,9,9,0,10.559971697492266,13.5,1.5255720899391951,1.3163957085499902e-05,0.4,0.0,0.0,10.8,8.722222222222221
642122020,9331153,0,ALHANI,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,208,41,20,24,0,11.168051209103842,14.5,1.7429754820344483,0.15514935988620202,25.7,0.0,-35.0,11.3,5.659090909090909
636017073,9708069,0,SOLIDARNOSC,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,153,27,11,19,0,11.878034518532493,15.1,1.130302141669463,0.2692728473073658,35.0,0.0,-27.9,12.1,6.0
636092756,9396373,0,NORIENT SOLAR,,Oil products tanker,Tanker,,,180,-1,-1,-1,-1,-1,32,145,35,16,16,0,12.970335882939803,15.5,1.2422176112232528,0.3198869304955105,42.9,0.2,-48.6,13.3,5.625
374165000,9738791,0,TR INFINITY,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,193,32,11,21,0,11.34648604269294,14.2,1.4769115489242062,0.1186863711001642,32.5,0.0,-37.5,11.4,7.03125
636092702,9378022,0,RHL AUGSBURG,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,90,27,9,9,0,10.622469366665026,14.6,3.3826377596414026,-0.09109787904138576,48.6,0.0,-64.5,12.2,6.5
229289000,9629548,0,SEATREASURE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,10,22,0,11.761195263012945,13.1,0.7888692630616623,0.3707243183695952,30.2,0.0,-30.2,11.8,5.71875
209339000,9813993,0,CONTAINERSHIPS NORD,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,27,160,10,11,16,0,13.195247905361636,51.2,4.541784151940048,4.247682358313244e-06,0.4,0.0,0.0,14.9,6.296296296296297
305544000,9501887,0,ANNA,,General cargo ship,Cargo,,,133,-1,-1,-1,-1,-1,23,20,113,4,19,0,13.245259568851733,74.0,4.114162881287276,0.07520347558293004,64.5,0.0,-64.5,14.3,5.782608695652174
209468000,9114701,0,RIX RUBY,,General cargo ship,Cargo,,,91,-1,-1,-1,-1,-1,14,82,9,11,3,0,8.863108808290152,12.5,3.080551062999122,0.251400621761658,708.7,0.0,-708.7,9.8,6.5
538007006,9456238,0,AGGELIKI B,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,11,21,0,12.57028027498678,14.4,0.5602875255812934,0.4472501322051825,51.6,0.0,-40.2,12.5,5.9375
538003351,9431135,0,AL NUAMAN,,Oil products tanker,Tanker,,,315,-1,-1,-1,-1,-1,50,250,65,30,20,0,14.818975421414445,16.8,1.433165717388491,-0.19183068085507116,19.7,0.0,-25.7,15.2,6.3
249856000,9776767,0,TIGANI,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,19,25,0,11.163451361493314,12.8,1.2165260880246962,0.3241460598479746,32.5,0.0,-32.5,11.7,5.681818181818182
304010439,9015436,0,EILSUM,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,65,17,3,8,0,7.943411965198673,10.0,1.8596252073744308,-0.06455735940443089,67.9,0.0,-54.7,8.3,7.454545454545454
311000361,9728485,0,AFRICAN GOSHAWK,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,155,25,20,10,0,10.955413144259612,11.9,0.6360295315034321,0.3476683937823834,32.5,0.0,-37.5,11.1,6.0
636090879,9306067,0,CALISTO,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,25,152,16,14,11,0,12.488714396206749,18.9,4.397876035432849,0.023495981437266732,42.9,0.0,-45.7,13.8,6.72
210528000,9590981,0,LMZ BIANCA,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,203,26,10,22,0,11.205712109672504,13.1,0.9405488652839304,0.4327240416349327,25.7,0.0,-23.6,11.1,7.15625
314445000,9298387,0,ROSY,,Oil products tanker,Tanker,,,164,-1,-1,-1,-1,-1,23,132,32,17,6,0,12.201380436396024,13.6,0.8634035734765234,-0.16315867596853206,30.2,0.0,-40.2,12.3,7.130434782608695
538008231,9297371,0,AMORE MIO,,Oil products tanker,Tanker,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,10.255890895315067,12.8,1.8918318825687732,-0.01550700846066422,19.7,0.0,-12.9,10.8,1.0
248022000,9737395,0,STAVANGER TS,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,14,30,0,10.414133944637534,14.1,2.5579552135803945,0.009497399492223134,19.7,0.0,-21.6,11.2,5.681818181818182
246866000,9605176,0,HANZE GENDT,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,150,30,21,9,0,11.979242944854393,15.3,0.8666353558933725,0.2592913873711485,42.9,0.0,-30.2,11.9,6.0
353941000,9817535,0,NORD PACIFIC,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,172,27,21,11,0,10.130240320427237,13.9,2.0771830908229507,0.2842234089897641,35.0,0.0,-48.6,10.5,6.21875
314037000,9557410,0,WILSON DUISBURG,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,79,9,4,8,0,8.32156112648543,12.1,2.371960724094273,0.1701448803516198,102.9,0.0,-75.0,8.8,7.333333333333333
305615000,9570620,0,ANTJE,,General cargo ship,Cargo,,,130,-1,-1,-1,-1,-1,17,114,16,7,10,0,7.570533248353517,11.7,3.673341674648877,0.08575313363076269,51.6,0.0,-61.1,9.5,7.647058823529412
220624000,9406582,0,JETTE THERESA,,Oil products tanker,Tanker,,,127,-1,-1,-1,-1,-1,19,100,27,1,18,0,9.588292158968851,13.4,4.994916532927361,0.2114930182599356,21.6,0.0,-21.6,12.9,6.684210526315789
538002779,9323405,0,AINAZI,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,164,31,24,8,0,12.236233103926326,14.2,1.261348653841266,0.26153389117195625,45.7,0.0,-54.7,12.6,6.09375
538002778,9323390,0,SALACGRIVA,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,164,31,25,7,0,12.079823257996404,14.3,0.8725695570146844,0.1416282161570345,40.2,0.0,-40.2,12.1,6.09375
305679000,9467005,0,JOSEF,,General cargo ship,Cargo,,,138,-1,-1,-1,-1,-1,21,122,16,15,6,0,12.074804511798492,14.8,3.7123209830453616,-0.023354785135976733,25.7,0.0,-71.4,13.6,6.571428571428571
564836000,9712321,0,TORM TORINO,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,24,8,0,10.850330589664011,12.3,1.1835219683935252,0.2503440831196869,32.5,0.0,-17.9,11.2,5.71875
305885000,9508483,0,BBC XINGANG,,General cargo ship,Cargo,,,125,-1,-1,-1,-1,-1,22,114,11,5,17,0,12.34652045550401,15.0,3.2204934568417696,-0.04968367777309151,35.0,0.0,-45.7,13.4,5.681818181818182
371471000,9437311,0,OSLO FJORD1,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,20,127,13,10,10,0,13.174382492557724,16.5,2.2017510209110074,0.0898946013355861,51.6,0.0,-61.1,13.8,7.0
636016451,9502594,0,NEW EXCELLENCE,,General cargo ship,Cargo,,,228,-1,-1,-1,-1,-1,32,197,31,15,17,0,10.639689329131023,13.3,1.1991076742427582,0.20038271049076992,30.2,0.0,-25.7,10.6,7.125
538007782,9760055,0,CHRISTINA,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,36,170,29,24,12,0,11.790901981230444,14.2,1.8248975238071967,0.09635036496350363,27.9,0.0,-35.0,12.2,5.527777777777778
220059000,9245744,0,CHARLOTTE MAERSK,,General cargo ship,Cargo,,,347,-1,-1,-1,-1,-1,43,244,103,21,22,0,11.577736351531293,13.9,1.3663545267482688,0.09339547270306256,27.9,0.0,-25.7,11.7,8.069767441860465
271000862,9314545,0,MUSTAFA YAGCI,,General cargo ship,Cargo,,,94,-1,-1,-1,-1,-1,17,84,10,9,8,0,11.051874668082847,13.1,2.0649920334381915,-0.00981412639405209,71.4,0.0,-51.6,11.3,5.529411764705882
231794000,9020285,0,NAVEN,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,13,74,15,6,7,0,9.54665598340953,11.4,0.9499038721018624,0.07588726021586463,155.4,0.0,-130.2,9.8,6.846153846153846
477353300,9534999,0,OCEAN APHRODITE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,38,194,35,24,14,0,11.201944551405468,14.0,1.2579709549773708,0.18668335258631752,30.2,0.0,-27.9,11.3,6.026315789473684
538005453,9651553,0,MERCURIAL VIRGO,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,203,26,10,22,0,7.410841170323929,13.7,5.071622104911909,0.2721133751306165,40.2,0.0,-40.2,9.1,7.15625
240556000,9321691,0,CAP GUILLAUME,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,231,43,17,31,0,11.871645194390608,15.6,3.2854278683610647,-0.02681564245810059,23.6,0.0,-23.6,13.6,5.708333333333333
538007620,9709037,0,FLEX RAINBOW,,Oil products tanker,Tanker,,,293,-1,-1,-1,-1,-1,46,231,62,22,24,0,15.585924300603399,18.7,1.7796192167092808,0.07538123971475601,19.7,0.0,-19.7,16.2,6.369565217391305
209294000,9334571,0,TWO MILLION WAYS,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,32,191,37,24,8,0,11.797752914629559,13.3,1.3543708100030114,0.2016265513350884,23.6,0.0,-42.9,12.3,7.125
374040000,9353022,0,FREZYA S,,General cargo ship,Cargo,,,120,-1,-1,-1,-1,-1,17,102,18,14,3,0,9.329224436741766,11.5,2.3820958944087343,-0.19822357019064124,42.9,0.0,-37.5,9.8,7.0588235294117645
244584000,9288045,0,STATENGRACHT,,General cargo ship,Cargo,,,172,-1,-1,-1,-1,-1,25,160,12,12,13,0,14.609148576842275,17.8,2.024286326958164,0.14959014705276602,61.1,0.0,-35.0,15.3,6.88
240653000,9304617,0,MINERVA DOXA,,Oil products tanker,Tanker,,,270,-1,-1,-1,-1,-1,50,227,43,32,18,0,11.195496738585048,15.5,2.4865960662323268,-0.058065730055193165,12.9,0.0,-14.5,11.1,5.4
372119000,9809356,0,BREEZE,,Oil products tanker,Tanker,,,277,-1,-1,-1,-1,-1,48,229,48,18,30,0,12.515530748139446,15.7,1.7030249920037672,-0.02670387779083432,23.6,0.0,-25.7,12.8,5.770833333333333
354622000,9820300,0,MARVIN FAITH,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,24,8,0,10.664274651522973,11.8,0.7367936361841078,0.20658234383066595,12.9,0.0,-17.9,10.7,5.71875
636014899,9453535,0,SARONIC TRADER,,General cargo ship,Cargo,,,230,-1,-1,-1,-1,-1,38,196,34,26,12,0,10.982602220417006,13.6,1.5400847775081958,0.3838478202003791,40.2,0.0,-19.7,10.8,6.052631578947368
241607000,9792852,0,ARGIRONISSOS,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,17,27,0,12.373811847021587,14.7,1.2799194084562324,-0.015573907042052403,27.9,0.0,-37.5,12.7,5.681818181818182
636092026,9537630,0,DORA SCHULTE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,196,33,24,8,0,10.534127614508867,11.8,0.6078387470346596,0.21215250198570296,21.6,0.0,-17.9,10.5,7.15625
636019134,9111125,0,RIX STREAM,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,67,15,6,6,0,8.134353634045626,11.5,2.7700252956915485,0.01517025069386468,102.9,0.0,-116.1,9.0,6.833333333333333
220479000,9322695,0,BRO NYBORG,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,8,15,0,10.270243739049775,13.9,2.964326756069773,0.02608729258992064,30.2,0.0,-48.6,11.2,6.260869565217392
249892000,9741877,0,NORDMOSEL,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,32,150,30,26,6,0,11.723466618418673,14.7,1.277605790025827,-0.27899402931065675,27.9,0.0,-40.2,11.8,5.625
372639000,9362372,0,BRIGHT DAWN,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,141,42,7,25,0,12.314603174603176,13.6,0.7848939494597096,-0.25279365079365085,19.7,0.0,-25.7,12.4,5.71875
538003308,9387334,0,BALTIC LEOPARD,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,17,15,0,10.222287647206214,11.7,0.6531817615930013,-0.013104485091455792,21.6,0.0,-23.6,10.0,5.9375
477347300,9725392,0,XING RONG HAI,,General cargo ship,Cargo,,,179,-1,-1,-1,-1,-1,30,150,29,20,10,0,10.907393388846831,11.7,0.7497220372858338,0.17900580368407773,23.6,0.0,-25.7,11.0,5.966666666666667
374252000,9539286,0,CIELO DEUROPA,,General cargo ship,Cargo,,,245,-1,-1,-1,-1,-1,44,211,34,20,24,0,9.659509759418976,11.0,1.7199237465002144,0.18908306854289608,27.9,0.0,-30.2,10.3,5.568181818181818
211815120,9195743,0,SVEALAND,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,78,11,6,6,0,7.818443497600024,12.0,2.4255927367955405,8.162164995544507e-05,2.9,0.0,0.0,8.6,7.416666666666667
244085000,9112870,0,DUTCH SPIRIT,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,17,83,17,12,5,0,12.557700538705635,15.0,2.803650676883908,-0.28414139177920444,71.4,0.0,-71.4,13.0,5.882352941176471
304095000,9330264,0,JSP LEVANTE,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,23,136,11,18,5,0,10.817495495495491,27.8,4.166676574805093,0.051567567567567564,37.5,0.0,-37.5,13.2,6.391304347826087
248698000,9536428,0,DRAGONERA,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,155,25,15,15,0,12.630398517145505,14.8,0.8321031977958837,0.004680259499536636,21.6,0.0,-17.9,12.7,6.0
273336180,9210359,0,S.KUZNETSOV,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,90,17,7,11,0,10.59452813852814,13.4,2.495877875812826,0.050337662337662334,75.0,0.0,-90.4,11.0,5.944444444444445
563057900,9362255,0,STC SENTOSA,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,192,33,21,11,0,10.959805424528305,78.4,1.4133537436327324,1.1792452830188679e-05,0.2,0.0,0.0,11.2,7.03125
563013400,9781982,0,LOWLANDS  LIGHT,,General cargo ship,Cargo,,,228,-1,-1,-1,-1,-1,36,198,30,22,14,0,11.614952511872033,14.4,1.6397786672611532,0.033941514621344634,27.9,0.0,-45.7,11.7,6.333333333333333
371128000,9783148,0,SAKIZAYA QUEEN,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,202,27,11,21,0,12.369882550335571,13.9,0.5997263596686726,0.4789149888143177,35.0,0.0,-12.9,12.4,7.15625
273315800,8867052,0,OMSKIY-140,,General cargo ship,Cargo,,,109,-1,-1,-1,-1,-1,15,85,24,8,7,0,8.304117782378652,10.0,0.7835010407622084,-0.0072981366459627375,67.9,0.0,-75.0,8.5,7.266666666666667
636017075,9727508,0,DRAWNO,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,153,27,11,19,0,11.836364972083453,13.2,0.6522317611881702,0.0261827799000882,75.0,0.0,-57.9,12.0,6.0
249955000,9427976,0,FMT GUMULDUR,,Oil products tanker,Tanker,,,143,-1,-1,-1,-1,-1,22,113,30,18,4,0,12.11755751245819,13.5,0.5540849374909768,0.07367738412178307,40.2,0.0,-35.0,12.1,6.5
256453000,9358498,0,FEO SWAN,,Oil products tanker,Tanker,,,99,-1,-1,-1,-1,-1,16,76,23,8,8,0,11.487533724067356,13.7,2.332629442739449,-0.03341706205228391,98.6,0.0,-82.5,12.2,6.1875
477168200,9792890,0,GREAT AGILITY,,General cargo ship,Cargo,,,179,-1,-1,-1,-1,-1,32,155,24,10,22,0,11.524058289799285,13.7,1.161462982639547,0.013087709650811146,30.2,0.0,-61.1,11.7,5.59375
311828000,9285029,0,KUJAWY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,167,23,13,15,0,12.68936303733919,13.8,0.3832286793053481,0.4191088798242862,32.5,0.0,-25.7,12.8,6.785714285714286
636016419,9239458,0,HARRIETT,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,23,151,29,15,8,0,13.917641996557661,15.2,0.8557156791503471,0.07442627653471025,45.7,0.0,-40.2,14.0,7.826086956521739
235080635,9558024,0,KELLY C,,General cargo ship,Cargo,,,106,-1,-1,-1,-1,-1,15,92,14,9,6,0,9.832161234991425,11.8,1.6555753342980235,-0.2515323041738136,57.9,0.0,-57.9,10.3,7.066666666666666
564057000,9348302,0,BRO AGNES,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,16,7,0,10.051224817698676,14.6,3.7155348749524295,-0.009709553825237922,57.9,0.0,-48.6,11.3,6.260869565217392
374233000,9725445,0,FEDERAL TOKORO,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,162,28,22,10,0,9.867490996398557,11.7,1.6084624224059805,0.2127250900360144,25.7,0.0,-16.1,10.4,5.9375
219019139,9619971,0,MARSTAL MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,60,146,253,30,30,0,15.689101400153332,19.6,2.0473826549877514,0.018738651494976392,14.5,0.0,-11.4,15.8,6.65
636017395,9728629,0,SBI ZUMBA,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,33,198,31,12,21,0,9.974459272894617,15.3,1.967659406385592,0.321514035895076,25.7,0.0,-19.7,10.7,6.9393939393939394
538004383,9595917,0,FEDERAL SUTTON,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,28,165,24,4,24,0,9.704418652005698,13.6,3.197979062560073,0.05956017104459379,32.5,0.0,-27.9,11.7,6.75
244020048,9466996,0,NUNALIK,,General cargo ship,Cargo,,,138,-1,-1,-1,-1,-1,21,123,15,11,10,0,12.56168699186992,16.7,3.2951720017071033,0.17649263211382113,42.9,0.0,-35.0,12.8,6.571428571428571
636018671,9815616,0,LEVANTINE SEA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,207,43,16,28,0,10.855535850012668,14.6,2.218594840531467,-0.18268305041803895,25.7,0.0,-30.2,10.6,5.681818181818182
212569000,9434046,0,RONJA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,80,10,7,8,0,9.45367635048419,13.4,2.4377126859592053,0.16250612530626532,71.4,0.0,-82.5,10.0,6.0
538002667,9323326,0,JURKALNE,,Oil products tanker,Tanker,,,195,-1,-1,-1,-1,-1,32,163,32,26,6,0,11.332246827569046,13.4,1.2548039638599189,0.4704901716844986,37.5,0.0,-51.6,11.6,6.09375
236263000,9268253,0,CLAUS,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,17,97,9,7,10,0,10.8953139589169,14.6,3.6109299250067255,0.09408846872082166,54.7,0.0,-51.6,12.3,6.235294117647059
636017101,9699373,0,NAUTICAL MARIE,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,172,28,9,23,0,10.746593237704918,12.9,0.5790949254066101,0.2671875,35.0,0.0,-27.9,10.7,6.25
247094900,9257395,0,MAROLA,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,29,141,40,15,14,0,4.9355568445475635,16.6,6.551401545542303,0.07978538283062643,45.7,0.0,-32.5,0.0,6.241379310344827
636018670,9815604,0,IBERIAN SEA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,207,43,16,28,0,12.036644824913688,14.4,1.6131704759252852,-0.001176636370041621,21.6,0.0,-19.7,12.3,5.681818181818182
372059000,9758387,0,INDIGO ACE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,203,26,22,10,0,10.607447079826576,11.8,0.6842325033868879,-0.14779393011986736,16.1,0.0,-17.9,10.8,7.15625
244255000,9491501,0,ESCAPE,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,26,156,13,13,13,0,12.875386935798408,51.2,4.304904091475843,-0.01993153872892988,57.9,0.0,-48.6,14.0,6.5
311000387,9706504,0,CHEYENNE,,Oil products tanker,Tanker,,,225,-1,-1,-1,-1,-1,36,187,38,14,22,0,12.264483866257848,14.2,1.5301561280547764,0.11308950211709738,45.7,0.0,-37.5,12.9,6.25
250000772,9344514,0,ARKLOW RIVAL,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,75,15,8,6,0,10.927707754753255,12.5,2.0146936896938987,-0.11219824823755606,61.1,0.0,-27.9,11.5,6.428571428571429
636014798,9450765,0,GENCO MARE,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,150,30,8,22,0,10.15629179331307,11.7,1.0320661544621963,0.05442755825734547,19.7,0.0,-27.9,10.2,6.0
250001396,9361756,0,ARKLOW FREEDOM,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,80,10,7,7,0,11.467286479672234,12.3,1.4066860181930945,-0.049290891900409715,45.7,0.0,-40.2,11.8,6.428571428571429
257036300,9312690,0,KJERVAAGSUND,,General cargo ship,Cargo,,,106,-1,-1,-1,-1,-1,14,86,20,4,10,0,10.298219610594632,12.5,1.7692217200577054,-0.028420452552183825,51.6,0.0,-78.7,10.4,7.571428571428571
305774000,9570668,0,BBC LAGOS,,General cargo ship,Cargo,,,131,-1,-1,-1,-1,-1,17,115,16,5,12,0,9.612544655125037,12.5,2.8086281811793854,-0.026614454520472664,42.9,0.0,-40.2,10.9,7.705882352941177
255806187,9789685,0,ZEA FRONTIER,,General cargo ship,Cargo,,,150,-1,-1,-1,-1,-1,26,15,135,16,10,0,14.922983870967741,15.7,0.27645764049134697,-0.4347446236559141,25.7,0.0,-27.9,15.0,5.769230769230769
636015564,9610808,0,ANATOLY  KOLODKIN,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,46,205,45,25,21,0,12.487901479840046,15.9,1.6782659191066671,-0.10085326405338632,25.7,0.0,-27.9,12.6,5.434782608695652
