mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed
249304000,9609287,0,SEA ORPHEUS,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,198,31,8,24,0,11.31105178857448,12.1,0.5778701412263535
266468000,9410507,0,NIMBUS,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,17,101,18,16,1,0,12.688475699558174,102.2,12.132890937573999
304050982,9215141,0,KAPPAGAS,,Oil products tanker,Tanker,,,108,-1,-1,-1,-1,-1,18,85,23,9,9,0,13.950051693729856,16.0,3.367645409978715
477759600,9459345,0,EASTERN GLAMOUR,,General cargo ship,Cargo,,,250,-1,-1,-1,-1,-1,43,214,36,16,27,0,10.514294396499334,12.8,1.319198824315243
636017262,9498224,0,CAPE,,General cargo ship,Cargo,,,186,-1,-1,-1,-1,-1,24,159,27,19,5,0,11.5054,13.9,1.1018938275278056
212690000,9731547,0,CEMBROOK,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,15,87,13,3,12,0,10.414854517611026,11.7,2.0176042175341093
305772000,9535620,0,STADE,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,18,132,14,11,7,0,11.963841247342309,13.9,1.1882115123102182
477595800,9392808,0,ALPINE MYSTERY,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,22,10,0,11.291029023746702,12.7,1.9967692952822693
636018220,9811957,0,KM LONDON,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,173,26,8,24,0,12.034701386923297,12.9,0.9694550210960935
219039000,9780471,0,MUMBAI MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,58,116,283,29,29,0,16.04726755687438,20.0,2.3900020917390608
538008053,9470375,0,GOLDEN PEARL,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,192,33,17,15,0,11.706175285648241,14.7,1.6985597405620978
636015739,9493224,0,WESTGATE,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,27,144,25,19,8,0,11.401225234619396,12.9,0.7844153838989503
229619000,9436941,0,SYRA,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,42,198,31,26,16,0,12.474463212138563,13.8,1.302922316621696
355136000,9498834,0,TRAMONTANA,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,38,200,29,15,23,0,9.555566434935866,12.7,1.7977930732462213
219021313,8318063,0,SULEDROTT,,General cargo ship,Cargo,,,76,-1,-1,-1,-1,-1,12,66,10,9,3,0,9.30234466588511,10.0,0.9639361492574808
244109000,9505572,0,WARNOWBORG,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,87,20,9,9,0,10.867168631907942,12.4,0.734017222654511
235089913,9594303,0,VECTIS HARRIER,,General cargo ship,Cargo,,,110,-1,-1,-1,-1,-1,18,91,19,5,13,0,8.02848578280233,11.7,3.650831171056998
636091830,9456135,0,TATJANA,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,11,21,0,10.704756479635433,13.1,1.2551921303074602
229604000,9303144,0,SEAWIND,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,198,27,9,23,0,10.705632423166401,12.1,0.6850115806360353
256454000,9718193,0,MEHMED FATIH,,General cargo ship,Cargo,,,292,-1,-1,-1,-1,-1,45,247,45,14,31,0,11.809012247071351,13.8,1.3314453128357155
219979000,9190767,0,LEXA MAERSK,,General cargo ship,Cargo,,,266,-1,-1,-1,-1,-1,38,196,70,27,11,0,14.148886110479653,15.8,1.359696256422229
273374170,9175274,0,FRIO VLADIVOSTOK,,General cargo ship,Cargo,,,134,-1,-1,-1,-1,-1,18,104,30,13,5,0,13.259689184903268,15.3,3.4408833831826997
566049000,9438511,0,STAR TRUST,,General cargo ship,Cargo,,,163,-1,-1,-1,-1,-1,26,135,28,8,18,0,16.250295583632784,17.6,0.6650883697389327
304089000,9375812,0,FOKKO UKENA,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,79,10,8,4,0,8.904346979506402,10.9,1.575963477008608
305466000,9436331,0,BBC CONGO,,General cargo ship,Cargo,,,142,-1,-1,-1,-1,-1,23,124,18,6,17,0,11.569765708200213,15.4,3.727120447158048
538002903,9113410,0,HARVEST MOON,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,-1,190,35,0,0,0,10.476171545596918,11.9,1.303872209521061
376532000,9143594,0,WATERWAY,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,10,69,12,8,2,0,7.592790697674419,9.5,0.8594580668942042
215033000,9830599,0,MED TUNCER,,Oil products tanker,Tanker,,,124,-1,-1,-1,-1,-1,17,103,21,5,12,0,11.468808257172737,15.5,4.478089023815964
209562000,8820298,0,AGATH,,Oil products tanker,Tanker,,,83,-1,-1,-1,-1,-1,14,66,17,6,8,0,8.519618330991342,11.5,2.280822818261475
255806232,9448451,0,ARA HAMBURG,,General cargo ship,Cargo,,,132,-1,-1,-1,-1,-1,20,119,13,8,12,0,13.371758744283774,15.4,2.6024529764674966
241570000,9787168,0,MINERVA ELEFTHERIA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,214,36,28,16,0,12.22005515405097,14.1,1.2478539016137937
538002528,9296250,0,YASA TEAM,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,197,28,22,10,0,10.912064756520623,13.1,0.7737947426133476
250000444,9291731,0,ARKLOW REBEL,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,81,9,13,1,0,9.007985975847292,12.8,3.6577522029972545
352292000,9636395,0,COREWISE OL,,General cargo ship,Cargo,,,178,-1,-1,-1,-1,-1,28,153,25,20,8,0,10.91153556169892,12.0,0.5248190374317458
249689000,9334301,0,NORTHSEA LOGIC,,Oil products tanker,Tanker,,,108,-1,-1,-1,-1,-1,16,93,15,6,10,0,8.56603342128408,10.8,2.496413720952396
373344000,9615080,0,DIANTHUS,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,27,146,24,10,17,0,11.149987016359388,12.0,0.511571934323244
255805770,9467134,0,BALTIC WINTER,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,23,153,13,17,6,0,11.728112988289979,16.4,5.128072147158937
229038000,9537927,0,MARETA,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,45,208,41,18,27,0,11.826019113438798,14.1,1.352405492065686
250005461,9818943,0,ARKLOW WIND,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,19,129,20,9,10,0,10.887320650441065,14.7,3.5715945996170047
238145000,9154505,0,SPLIT,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,31,153,34,14,17,0,9.388686960472512,10.3,0.44992781632967227
215223000,9231676,0,ALMA,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,28,141,29,14,14,0,11.804502437625468,12.5,0.3828806895265165
205769000,9474539,0,MARIANNE,,Oil products tanker,Tanker,,,98,-1,-1,-1,-1,-1,17,75,23,5,12,0,10.079021684316693,14.6,3.8913904880399053
229740000,9302970,0,SEALOYALTY,,Oil products tanker,Tanker,,,242,-1,-1,-1,-1,-1,42,204,38,26,16,0,10.778994531198522,13.4,1.422297849031322
564171000,9475739,0,STRATEGIC ENCOUNTER,,General cargo ship,Cargo,,,177,-1,-1,-1,-1,-1,28,149,28,20,8,0,12.37226048841578,13.3,1.0650032133438416
636012766,9323962,0,ALIAKMON,,Oil products tanker,Tanker,,,214,-1,-1,-1,-1,-1,33,181,33,22,11,0,10.114225844004656,11.3,0.5024348727295176
538005893,9717503,0,ECO FLEET,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,151,33,22,6,0,12.390414076862472,14.7,1.870416836932792
353544000,9544712,0,LADY MARITE,,General cargo ship,Cargo,,,218,-1,-1,-1,-1,-1,32,190,28,12,20,0,11.636168236698952,14.1,1.3286129555688504
244693000,9365659,0,AMERICABORG,,General cargo ship,Cargo,,,143,-1,-1,-1,-1,-1,22,130,13,10,12,0,12.837764507334805,13.7,0.5322188046166496
636016951,9724623,0,AMFITRION,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,147,35,7,25,0,13.385363659727576,16.3,1.50276542924542
319147800,9787936,0,DALI,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,212,38,31,13,0,11.458894827975607,14.3,1.635537638604935
229396000,9490868,0,FILIA,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,159,31,18,14,0,1.2633313942214466,14.5,3.649861316001093
235103762,9414448,0,JUPITER BAY,,General cargo ship,Cargo,,,178,-1,-1,-1,-1,-1,28,148,30,9,19,0,12.28080165655968,14.0,0.7181551042089707
305177000,9402055,0,BBC CALIFORNIA,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,21,110,30,8,13,0,12.0722414495114,15.6,3.694224842168343
229266000,9608702,0,OLIVIA,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,29,151,29,13,16,0,10.421607411116675,12.3,2.188862896910799
538003601,9438406,0,PENTATHLON,,Oil products tanker,Tanker,,,275,-1,-1,-1,-1,-1,48,232,43,20,28,0,12.183925210189484,16.6,2.4470633068515237
314179000,9173290,0,WILSON CAEN,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,13,90,10,5,8,0,11.829301554932451,14.2,2.1424835173263994
538003704,9170262,0,HARVEST FESTIVAL,,General cargo ship,Cargo,,,224,-1,-1,-1,-1,-1,32,193,31,10,22,0,10.78729446935725,12.2,0.6397687888106297
245726000,9514937,0,WAALDIJK,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,81,9,5,9,0,9.224582484725051,11.0,1.4130306835987474
357835000,9434498,0,AMSTEL LION,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,173,27,20,12,0,10.880978395828159,12.3,0.745185398389745
563760000,9388314,0,BOW LIND,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,11,21,0,14.342379110251452,16.7,3.0659831035612273
477269300,9795634,0,COSCO GALAXY,,General cargo ship,Cargo,,,400,-1,-1,-1,-1,-1,59,120,280,35,24,0,17.08598317232783,21.2,2.747442064311816
232012242,9801718,0,SCARLETT MANX,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,175,25,19,13,0,10.528926500177535,12.9,1.1080355156743897
538007658,9785134,0,CALYPSO.GR,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,153,27,9,21,0,11.71467840939418,12.5,0.43823917420469544
477924000,9218088,0,CAPE YORK,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,28,144,26,18,10,0,11.527307746182938,13.8,1.6526448629574642
229164000,9625449,0,ERHAN,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,150,30,7,23,0,12.61923411662315,15.0,1.513567690167186
518100375,9214185,0,TANGO REY,,General cargo ship,Cargo,,,129,-1,-1,-1,-1,-1,16,118,11,8,8,0,11.549715562779358,14.5,4.100203071923085
229895000,9264166,0,PEARL T,,Oil products tanker,Tanker,,,99,-1,-1,-1,-1,-1,15,85,14,7,8,0,9.20647389716767,11.6,2.3469792958765052
374940000,9272929,0,SW SOUTHPORT I,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,33,151,32,21,12,0,11.924097755044045,14.1,1.4652961954086865
477537900,9775165,0,UNI HARMONY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,154,26,9,21,0,10.873041806823643,11.9,0.5585599811822114
566041000,9438509,0,STAR STANDARD,,General cargo ship,Cargo,,,162,-1,-1,-1,-1,-1,26,133,29,7,19,0,16.991586554398992,18.7,0.7689291112340922
636018457,9014444,0,PRINCE OF SEAS,,General cargo ship,Cargo,,,131,-1,-1,-1,-1,-1,19,102,29,6,13,0,16.128619153674833,17.0,0.5518976018793206
244780000,9467196,0,LADY DIANA,,General cargo ship,Cargo,,,95,-1,-1,-1,-1,-1,13,82,13,5,8,0,10.5394256667046,13.6,2.655960134801595
215241000,9403918,0,AZRA-S,,Oil products tanker,Tanker,,,105,-1,-1,-1,-1,-1,16,80,25,10,6,0,9.138237145855193,11.4,2.465658046789875
244008000,9344409,0,KARL JAKOB K,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,73,17,10,5,0,8.350683326825457,10.6,2.4597165583504887
258952000,9274812,0,ERVIKEN,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,50,232,42,15,35,0,11.420761443034365,14.7,2.7946305050419626
236339000,9195482,0,RANDZEL,,General cargo ship,Cargo,,,98,-1,-1,-1,-1,-1,13,88,10,10,3,0,9.592350220015796,14.4,4.808637591666972
566598000,9729283,0,HAFNIA TORRES,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,19,8,0,11.261303086256921,13.2,0.8726923074735184
538003850,9489089,0,UACC MANSOURIA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,16,16,0,13.534902290397142,15.0,0.47499313717416447
273314540,9361976,0,FAIR WIND,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,16,76,14,8,8,0,8.717518390729772,10.5,1.0730844064181655
250001723,9440241,0,ARKLOW MANOR,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,21,116,21,10,11,0,11.326663223140496,16.1,3.4404668337855946
305757000,9508421,0,BBC KIBO,,General cargo ship,Cargo,,,126,-1,-1,-1,-1,-1,23,114,12,12,11,0,11.048890860692103,15.8,4.898011037648152
620604000,8024155,0,NOBLE 1,,General cargo ship,Cargo,,,92,-1,-1,-1,-1,-1,16,85,7,9,7,0,8.717507951873875,10.1,2.1469777881622507
538008361,9635767,0,ELANDRA STAR,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,8,24,0,10.7074540871444,13.4,2.106131422292965
257441000,9379909,0,BOW HARMONY,,Oil products tanker,Tanker,,,170,-1,-1,-1,-1,-1,26,144,26,7,19,0,13.466601782604242,16.0,2.6123401233755232
538003630,9439357,0,LISSE,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,107,21,10,10,0,10.055410261529248,13.9,4.166611341517393
414718000,9663702,0,QING FENG LING,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,29,153,27,12,17,0,12.189096880131364,14.3,1.1501965981060578
311000207,9151395,0,MACHITIS,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,24,121,28,11,13,0,10.576760378349974,12.2,0.7850661465201833
219864000,9778818,0,MOSCOW MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,58,116,283,29,29,0,15.670863803815912,20.9,2.006597645340228
240988000,9494137,0,DIAMANTINA,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,200,29,16,16,0,9.496061586522368,11.4,1.1234437014285266
566517000,9577991,0,JS CAESAR,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,18,81,19,9,9,0,10.256849315068493,14.0,4.3120391922710155
566577000,9725627,0,HAFNIA MALACCA,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,149,35,22,6,0,11.10406917599186,14.6,1.6193213710277028
215517000,9588366,0,ALYCIA,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,151,29,20,10,0,10.803612935826173,12.9,0.9403888257245285
310549000,9312444,0,STENA PRESIDENT,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,40,154,29,9,31,0,12.227110103300582,15.5,2.051480132182994
219620000,9632129,0,MAREN MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,60,146,253,30,30,0,17.787597234226446,20.0,0.9583956033531071
636014676,9337016,0,AMOUREUX,,Oil products tanker,Tanker,,,273,-1,-1,-1,-1,-1,48,237,36,24,24,0,11.45238517709684,14.5,1.439280870852542
244020000,9817169,0,THUN EVOLVE,,Oil products tanker,Tanker,,,115,-1,-1,-1,-1,-1,16,100,15,8,8,0,11.794880405729558,14.5,3.3072946518373336
271044363,9109550,0,SUKRET,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,22,30,119,8,14,0,11.768834212067956,13.7,0.5564919627220143
309432000,9204752,0,NAVION ANGLIA,,Oil products tanker,Tanker,,,264,-1,-1,-1,-1,-1,42,225,39,34,8,0,11.62843279521132,14.2,1.5109449917638194
305662000,9115999,0,FEED FISKAA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,77,13,7,7,0,6.163278959633166,12.1,4.896938523107722
538004110,9585730,0,AENEAS,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,195,34,10,22,0,10.3186902133922,11.3,0.6633722627707763
235070283,9439814,0,ERIN SCHULTE,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,24,124,20,18,6,0,10.927076478613275,13.6,2.283377444019102
246757000,9573634,0,ATLANTIC,,General cargo ship,Cargo,,,105,-1,-1,-1,-1,-1,16,90,15,8,8,0,9.564413536498936,17.8,6.163102775512527
538007463,9791004,0,FRONT POLARIS,,Oil products tanker,Tanker,,,251,-1,-1,-1,-1,-1,44,214,37,27,17,0,11.776534812334308,15.0,2.622044204718818
636014310,9422445,0,SCF SURGUT,,Oil products tanker,Tanker,,,264,-1,-1,-1,-1,-1,48,225,39,15,33,0,13.79502050380785,16.1,1.9121709512556282
538003275,9228382,0,AEOLOS,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,27,145,21,13,14,0,11.79572382687137,15.3,2.600377634733489
230682000,9580780,0,ANTONIA,,General cargo ship,Cargo,,,132,-1,-1,-1,-1,-1,15,120,12,10,5,0,8.98778489497989,11.3,3.1489365356151584
538008144,9758129,0,GENCO COLUMBIA,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,172,28,20,12,0,11.674694873881204,13.1,1.009270608773582
215178000,9527635,0,MURRAY STAR,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,107,21,10,10,0,11.88271541805165,13.0,1.3645522918158244
563063400,9829485,0,MARLIN MAGNETIC,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,10,22,0,12.053991152144643,13.6,0.8696671738574352
219001191,0,0,DYNEKILEN,,General cargo ship,Cargo,,,22,-1,-1,-1,-1,-1,6,11,11,3,3,0,6.829716399506781,8.5,0.599849605402133
314464000,9375850,0,WILSON AVEIRO,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,73,15,5,7,0,8.31873840445269,9.8,2.214750371873608
231844000,9195822,0,VINGAREN,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,13,80,9,5,8,0,10.204578858111928,11.7,1.0130247458220965
538004153,9452543,0,THEMIS,,General cargo ship,Cargo,,,196,-1,-1,-1,-1,-1,32,164,32,23,9,0,11.905085667663856,12.6,0.2809488131068533
477162800,9740158,0,OCEAN OUTSTANDING,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,170,29,11,21,0,11.59523629489603,13.5,1.2273437029438494
371265000,9659842,0,BULK MALAYSIA,,General cargo ship,Cargo,,,235,-1,-1,-1,-1,-1,38,201,34,14,24,0,10.8550284161107,12.2,1.0534891597895915
255806176,9785378,0,ZEA FAME,,General cargo ship,Cargo,,,150,-1,-1,-1,-1,-1,26,15,135,19,7,0,5.864383257466415,13.7,5.804084096524886
230669000,8404496,0,JENNIFER,,General cargo ship,Cargo,,,79,-1,-1,-1,-1,-1,10,60,19,2,8,0,8.10735524256651,9.3,0.6454632045010661
235192000,9143506,0,HAPPY BEE,,Oil products tanker,Tanker,,,114,-1,-1,-1,-1,-1,16,94,20,12,4,0,11.467421602787454,13.4,2.9699962360199774
636016284,9546007,0,SOPHIA I,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,20,116,24,12,8,0,10.381292949860015,12.0,1.0098528267942426
304054000,9312676,0,CLARA,,General cargo ship,Cargo,,,106,-1,-1,-1,-1,-1,14,86,20,4,10,0,9.286845965770171,11.7,2.6514667446758
636018545,9834337,0,ELANDRA REDWOOD,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,9,23,0,12.042663877266387,14.0,2.3989814851856748
304633000,9001837,0,HAV GROUPER,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,75,13,7,6,0,7.914435234028302,10.3,2.136863945166341
636015815,9582506,0,KARPATY,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,204,25,11,21,0,11.785363790186123,13.3,1.5527976290750176
259262000,9336828,0,EASTERN LIGHT,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,30,159,31,21,9,0,12.325390984360627,13.3,0.8362708683091244
538004190,9570008,0,CAPE TROY,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,32,186,42,10,22,0,11.065673609280253,13.5,2.4660870019622
374677000,9732400,0,AMIS HERO,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,170,29,10,22,0,12.145969003270299,16.0,1.4071928533681344
209748000,9548225,0,NECKLACE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,38,194,35,24,14,0,10.112453942520267,13.9,1.801050647856967
241337000,9680243,0,CHIOS VICTORY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,147,33,9,21,0,11.629714285714288,12.6,0.7188804403919744
231141000,9200158,0,VINGA SAFIR,,Oil products tanker,Tanker,,,79,-1,-1,-1,-1,-1,13,63,16,4,9,0,9.152017708155968,10.5,2.286770334116277
538006569,9263136,0,CHEMBULK KOBE,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,24,120,25,7,17,0,12.393321086471591,14.4,2.798964235763682
372920000,9414280,0,EAGLE EXPRESS,,Oil products tanker,Tanker,,,180,-1,-1,-1,-1,-1,33,150,30,22,11,0,12.302812858783009,13.8,1.1290582125430546
477598400,9467316,0,CSCL NEPTUNE,,General cargo ship,Cargo,,,366,-1,-1,-1,-1,-1,52,146,220,20,32,0,15.205312343201204,19.5,2.154257224417812
218705000,9376505,0,TRINA,,General cargo ship,Cargo,,,160,-1,-1,-1,-1,-1,24,19,141,13,11,0,12.342936238614037,19.3,6.963498178479035
477746800,9477529,0,MTM SINGAPORE,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,24,120,25,17,7,0,12.438135164438018,13.9,0.5517239326935053
636017535,9714680,0,SBI PHOENIX,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,168,32,18,14,0,10.72554638173871,11.4,0.8484955782619708
205387000,9264790,0,MINERAL CHINA,,General cargo ship,Cargo,,,289,-1,-1,-1,-1,-1,45,246,43,26,19,0,8.582168580883785,9.3,0.40774402179190744
304521000,9415143,0,EIDER,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,24,163,27,10,14,0,11.970585412667948,13.9,0.6480662523631612
257073000,9801299,0,LIVITA,,Fishing ship,Fishing,,,200,-1,-1,-1,-1,-1,32,171,29,10,22,0,11.831791464349603,13.8,1.4370361474288333
477598200,9593751,0,YANGTZE XING HUA,,General cargo ship,Cargo,,,223,-1,-1,-1,-1,-1,32,196,27,23,9,0,10.576473656755347,11.7,0.7110336008159714
304342000,9736183,0,MICK,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,23,134,13,6,17,0,7.196943185038255,15.7,6.556769492424362
232006748,9489974,0,NORDIC LONDON,,General cargo ship,Cargo,,,185,-1,-1,-1,-1,-1,30,158,27,16,14,0,10.68444387493593,12.4,1.1410333606567533
477518500,9698599,0,BAO RUN,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,170,30,13,19,0,10.292187134502923,12.1,2.2229962796017366
477230200,9721073,0,CL TERESA,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,169,30,12,20,0,10.478314121037464,11.6,1.161853837386545
305643000,9368041,0,JSP MISTRAL,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,22,120,20,22,0,0,13.948445353096515,16.2,3.1680478915492967
205770000,9442184,0,ELISABETH,,Oil products tanker,Tanker,,,97,-1,-1,-1,-1,-1,17,74,23,5,12,0,9.692512300123003,15.6,4.235983124284107
245497000,9278337,0,EEMS DOLLARD,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,80,9,5,7,0,8.930735102572452,11.6,2.3039260271020567
305738000,9620657,0,SLOMAN DISPATCHER,,General cargo ship,Cargo,,,138,-1,-1,-1,-1,-1,22,118,20,11,11,0,12.519948947032546,14.6,2.8878154666570586
246090000,9529188,0,EMUNA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,78,12,6,9,0,8.731113198006213,10.5,1.84982942909542
353400000,9427342,0,ORIENT RISE,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,33,162,28,28,5,0,9.679099941554647,12.3,1.5874626824725435
215720000,9278741,0,CETUS STAR,,General cargo ship,Cargo,,,175,-1,-1,-1,-1,-1,28,150,25,9,19,0,11.811014744145707,12.5,0.3954448331116696
538007737,9497335,0,THUNDERBIRD,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,197,32,13,19,0,10.56361001317523,13.1,2.456120159297079
232003353,9238399,0,CELTIC VENTURE,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,79,11,14,0,0,10.668327310273618,11.4,0.4306857971496174
636017060,9742900,0,GOLDWAY,,Oil products tanker,Tanker,,,277,-1,-1,-1,-1,-1,48,231,46,16,32,0,13.050271226415097,16.1,1.8876098758230064
244750645,9772527,0,ARKLOW VALE,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,15,75,12,8,7,0,7.719207875457874,12.8,4.82346032827738
636015065,9044011,0,LEO STAR I,,General cargo ship,Cargo,,,157,-1,-1,-1,-1,-1,25,131,26,15,10,0,11.503295797857731,12.6,0.6306310293993095
235085368,920928300,0,LAS CUEVAS,,Oil products tanker,Tanker,,,180,-1,-1,-1,-1,-1,32,144,36,20,12,0,13.284076433121019,15.1,1.3891907214703394
219024883,7600287,0,NORTH VIKING,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,14,70,10,7,7,0,9.665085218469168,14.0,3.08802071502098
319061100,9330771,0,MID FALCON,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,24,115,29,7,17,0,10.66718262226847,13.6,2.1032392201857926
563048700,9776444,0,MTM AMSTERDAM,,Oil products tanker,Tanker,,,146,-1,-1,-1,-1,-1,25,119,27,7,18,0,12.581374853113983,13.5,0.5345756569710081
405000241,9793832,0,BANGLAR SAMRIDDHI,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,32,149,31,11,21,0,11.36070137866417,13.2,1.1698454642720486
636015953,9493133,0,SILVER RAY,,Oil products tanker,Tanker,,,142,-1,-1,-1,-1,-1,24,115,27,7,17,0,10.126724485679711,13.7,3.810904292720119
249456000,9461661,0,HAFNIA  ANDROMEDA,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,22,177,6,11,11,0,11.746366692526506,14.4,1.2245681553973389
538002572,9490662,0,GENCO BOURGOGNE,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,32,154,35,12,20,0,11.442388787324802,13.7,1.8666331991624807
273320600,8222393,0,SORMOVSKIY-3054,,General cargo ship,Cargo,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,8.416993194473088,9.2,1.094774544730699
